Campo,Petróleo (bbl/d) Pré Sal,Petróleo (bbl/d) Pós Sal,Gás natural (Mm³/d) Pré Sal,Gás natural (Mm³/d) Pós Sal,Produção (boe/d) Pré Sal,Produção (boe/d) Pós Sal,mes
Nordeste De Sapinhoá,596.136091017148,0,27.8502861290322,0,771.309099214397,0,2020-05-01
Anc_Brava,46.0571479277968,0,1.53449516129032,0,55.7088309382323,0,2020-05-01
Total Geral,1875424.300659525,195963.45104469973,77569.95723741932,2714.882784193548,2363324.593391015,213039.5479295482,2020-05-01
Lula,1016720.5536585,0,44449.6064876667,0,1296300.13304069,0,2020-06-01
Búzios,513207.230378539,0,19485.401769,0,635766.705279212,0,2020-06-01
Sapinhoá,224500.577432085,0,10060.070372,0,287776.508658594,0,2020-06-01
Jubarte,126128.172607574,52372.9430739557,4582.68309666667,454.290270666667,154952.378575819,55230.3425612976,2020-06-01
Sul De Lula,59717.9229531635,0,2352.446281,0,74514.3630958601,0,2020-06-01
Berbigão,56325.4382401866,0,724.796971,0,60884.2734763521,0,2020-06-01
Mero,26380.8530118953,0,1785.194404,0,37609.3866261186,0,2020-06-01
Lapa,29129.46241915,0,931.045248,0,34985.5601304729,0,2020-06-01
Sururu,27784.8194635961,0,933.213368,0,33654.5542377762,0,2020-06-01
Albacora,7970.91121031766,15014.8894141406,253.470093,206.986508666667,9565.18993596999,16316.7952262173,2020-06-01
Sudoeste De Sapinhoá,5065.83202373789,0,227.004280666667,0,6493.6458183179,0,2020-06-01
Marlim Leste,5330.017072031,25521.991583149,66.7411543333333,399.964663666667,5749.80625196834,28037.6933243262,2020-06-01
Anc_Lula,4473.7659270143,0,176.232977333333,0,5582.23787017527,0,2020-06-01
Atapu,3458.90280450648,0,129.640056,0,4274.31412513584,0,2020-06-01
Tambuatá,3312.44065381504,0,125.766347333333,0,4103.48708293571,0,2020-06-01
Barracuda,3412.01064608889,34555.5180339881,89.4611553333333,672.625753333333,3974.70431551604,38786.2062235616,2020-06-01
Noroeste De Sapinhoa,2946.71439098727,0,132.044738,0,3777.25070450705,0,2020-06-01
Caratinga,3149.54828869744,8863.31106750223,82.5795263333333,235.531136,3668.9578192241,10344.7571620264,2020-06-01
Marlim,2890.99083404829,75331.9315844031,79.1298956666667,920.512074333333,3388.70284311145,81121.7776346656,2020-06-01
Voador,1502.62250522917,0,41.1285826666667,0,1761.3134757718,0,2020-06-01
Oeste De Atapu,718.281738993249,0,26.9212753333333,0,887.611445797602,0,2020-06-01
Nordeste De Sapinhoá,613.120654939463,0,27.4743286666667,0,785.92896213035,0,2020-06-01
Anc_Brava,104.583069384213,0,2.86256,0,122.588027897813,0,2020-06-01
Anc_Norte_Atapu,40.0638400446233,0,1.50159466666667,0,49.50858519497,0,2020-06-01
Total Geral,2124884.835824524,211660.5847571387,86766.41656266668,2889.910406666667,2670629.1103845495,229837.5721320947,2020-06-01
Lula,987510.547699547,0,43150.7590593548,0,1258920.62353867,0,2020-07-01
Búzios,610960.00527088,0,23724.2060445161,0,760180.753691738,0,2020-07-01
Sapinhoá,216080.979029877,0,9646.45054645161,0,276755.320141454,0,2020-07-01
Jubarte,121080.182635324,53608.2527155084,4450.06716032258,460.138923225806,149070.259560993,56502.4391162033,2020-07-01
Sul De Lula,57450.9882905416,0,2261.78789129032,0,71677.2043870584,0,2020-07-01
Berbigão,51008.6894171823,0,675.180888387097,0,55255.4489207683,0,2020-07-01
Lapa,32303.8290920871,0,1103.09574290323,0,39242.0917267572,0,2020-07-01
Sururu,29299.0040184263,0,925.283020645161,0,35118.8584145104,0,2020-07-01
Atapu,22096.9495847996,0,815.969931290323,0,27229.2454183288,0,2020-07-01
Mero,10081.912026276499,0,688.104086129032,0,14409.9559882517,0,2020-07-01
Albacora,8158.59046348516,32414.8646358322,245.857651935484,454.435801612903,9704.98838120549,35273.1794851751,2020-07-01
Sudoeste De Sapinhoá,4875.84466081067,0,217.67099516129,0,6244.95386288611,0,2020-07-01
Oeste De Atapu,4588.69072810661,0,169.44571,0,5654.47204932171,0,2020-07-01
Anc_Lula,4303.93840514925,0,169.441335483871,0,5369.69221148905,0,2020-07-01
Tambuatá,3943.37531878135,0,153.125248064516,0,4906.50403531003,0,2020-07-01
Barracuda,3510.69860714711,37223.703104632,86.8145909677419,736.58661,4056.74588956192,41856.6929300761,2020-07-01
Caratinga,3240.64486813579,8301.1104059625,80.1365464516129,200.769771935484,3744.68851937261,9563.91412518003,2020-07-01
Noroeste De Sapinhoa,2836.20178867351,0,126.615708387097,0,3632.59053744375,0,2020-07-01
Marlim,2893.9082937023,77717.9402910411,88.8127170967742,822.068620645161,3452.52340982476,82888.5957218612,2020-07-01
Voador,1504.13887967691,0,46.161330322580604,0,1794.48487675318,0,2020-07-01
Marlim Leste,978.45907536774,17371.1242150452,17.3894825806452,310.414454193548,1087.83561679831,19323.5721531763,2020-07-01
Nordeste De Sapinhoá,590.126350024681,0,26.3447135483871,0,755.829592748461,0,2020-07-01
Anc_Norte_Atapu,255.944936346174,0,9.45121516129032,0,315.39128397981,0,2020-07-01
Anc_Brava,104.688618212397,0,3.21284064516129,0,124.896775430739,0,2020-07-01
Total Geral,2179658.338058561,226636.99536802142,88881.38445709672,2984.4141816129018,2738705.3588306545,245408.39353167202,2020-07-01
Tupi,1003715.96333902,0,44507.1501790323,0,1283657.48160659,0,2020-08-01
Búzios,605217.319648765,0,24276.3501270968,0,757910.94944168,0,2020-08-01
Sapinhoá,220085.741299488,0,9811.3891483871,0,281797.51487890503,0,2020-08-01
Jubarte,123993.052689379,56922.0573747471,4619.68505096774,508.101778387097,153049.993919807,60117.921021464,2020-08-01
Sul de Tupi,59279.1278467067,0,2404.04000225806,0,74400.0826933095,0,2020-08-01
Berbigão,51727.7987055303,0,719.151450645161,0,56251.1246913128,0,2020-08-01
Lapa,44967.9679067194,0,1768.95025709677,0,56094.3289233092,0,2020-08-01
Sururu,30303.0287346499,0,987.674648709677,0,36515.3146168505,0,2020-08-01
Atapu,20718.6193832941,0,772.194967419355,0,25575.5790113181,0,2020-08-01
Albacora,7934.59247444064,30794.998864289,258.546908387097,457.605470967742,9560.80340428289,33673.2503316366,2020-08-01
Sudoeste de Sapinhoá,4966.21168802769,0,221.392804516129,0,6358.73036380128,0,2020-08-01
Anc_Tupi,4440.89334286745,0,180.098111935484,0,5573.67624830037,0,2020-08-01
Oeste de Atapu,4302.46429078514,0,160.355326774194,0,5311.06882868273,0,2020-08-01
Tambuatá,3906.30989453526,0,156.689002903226,0,4891.853951886,0,2020-08-01
Mero,2906.49276700086,0,192.947253870968,0,4120.09433387101,0,2020-08-01
Noroeste de Sapinhoa,2888.7668285168,0,128.780638387097,0,3698.77257565035,0,2020-08-01
Marlim Leste,3118.27475604839,29656.766611529,65.0359919354839,508.87441516129,3527.33878848411,32857.4899967547,2020-08-01
Barracuda,2370.92190980236,32322.244123894,46.3965635483871,582.384448387097,2662.74747917464,35985.3316512037,2020-08-01
Caratinga,2188.54330135603,6956.10551086695,42.8275970967742,158.374951935484,2457.92074985129,7952.25386730027,2020-08-01
Marlim,823.93280675322,58947.2679998702,27.4033387096774,693.076207419355,996.294600602736,63306.5856600586,2020-08-01
Nordeste de Sapinhoá,601.063544402916,0,26.7951648387097,0,769.60004015708,0,2020-08-01
Voador,428.247640474197,0,14.2431690322581,0,517.834467484984,0,2020-08-01
Anc_Norte_Atapu,239.979988431352,0,8.94417677419355,0,296.237160947442,0,2020-08-01
Anc_Brava,29.8061922074193,0,0.991328064516129,0,36.0414573808935,0,2020-08-01
Total Geral,2201155.120979203,215599.44048519625,91398.03320838718,2908.417272258065,2776031.3842336405,233892.83252841784,2020-08-01
Tupi,952825.133363297,0,42080.897743,0,1217505.9847962,0,2020-09-01
Búzios,600533.903938661,0,23733.0698496667,0,749810.404009793,0,2020-09-01
Sapinhoá,127892.149601931,0,5543.53721033333,0,162759.945382857,0,2020-09-01
Jubarte,117467.35310439,52835.4787188687,4329.65818266667,459.918948666667,144700.080438309,55728.2815213818,2020-09-01
Sul De Tupi,55858.2956407119,0,2255.776232,0,70046.6995425078,0,2020-09-01
Berbigão,50307.8436440553,0,683.977681,0,54609.933301786,0,2020-09-01
Lapa,40776.4147161267,0,1388.68642833333,0,49510.9884999219,0,2020-09-01
Mero,29263.1102015526,0,1967.20200466667,0,41636.4370425251,0,2020-09-01
Sururu,30070.2441552846,0,969.439624666667,0,36167.8352009093,0,2020-09-01
Atapu,19200.0336283312,0,700.573719666667,0,23606.5092160278,0,2020-09-01
Albacora,6035.22386010033,24435.8814031264,144.914659333333,359.578324333333,6946.70953352172,26697.5607433014,2020-09-01
Anc_Tupi,4184.62070282127,0,168.990773,0,5247.5405567444,0,2020-09-01
Oeste De Atapu,3987.11212725929,0,145.482335333333,0,4902.16837486224,0,2020-09-01
Tambuatá,3876.08118914299,0,153.182453666667,0,4839.56971804013,0,2020-09-01
Sudoeste De Sapinhoá,2885.87301692521,0,125.089246333333,0,3672.66060940507,0,2020-09-01
Marlim Leste,2913.96225589033,22094.701789313,29.0578443333333,315.616717666667,3096.73057575658,24079.87097626,2020-09-01
Barracuda,2157.41120367413,26852.4505139681,46.4923083333333,467.122879666667,2449.83898955222,29790.5646737243,2020-09-01
Caratinga,1991.4564956992,5247.64094630521,42.915977,108.109872,2261.38983699357,5927.63150030953,2020-09-01
Noroeste De Sapinhoa,1678.6666974251,0,72.7624046666667,0,2136.32839792155,0,2020-09-01
Nordeste De Sapinhoá,349.278921248977,0,15.139553,0,444.503833103907,0,2020-09-01
Anc_Norte_Atapu,222.390464293427,0,8.11460233333333,0,273.42977119565,0,2020-09-01
Total Geral,2054476.558928822,131466.1533715814,84604.96083333336,1710.346742333334,2586625.6876279335,142223.90941497704,2020-09-01
Tupi,848650.412537651,0,37409.522339,0,1083949.20024072,0,2020-11-01
Búzios,468565.82500591,0,18927.9285866667,0,587618.899509612,0,2020-11-01
Sapinhoá,194293.50486747,0,9278.063699,0,252650.762702077,0,2020-11-01
Jubarte,118739.049533506,67770.7895994581,4438.36326866667,646.895832333333,146655.511204398,71839.6414746267,2020-11-01
Sul de Tupi,54245.5335535974,0,2259.558103,0,68457.7247054278,0,2020-11-01
Berbigão,63177.5077282224,0,792.305563,0,68160.9591814355,0,2020-11-01
Lapa,42005.2150603633,0,1558.26490133333,0,51806.4052194187,0,2020-11-01
Atapu,38458.3459126347,0,1351.99058466667,0,46962.109811977,0,2020-11-01
Sururu,28703.2462065245,0,999.432687666667,0,34989.4879197372,0,2020-11-01
Mero,22540.3285946113,0,1511.644181,0,32048.2832807069,0,2020-11-01
Oeste de Atapu,7986.32663308823,0,280.756689333333,0,9752.23286522392,0,2020-11-01
Marlim Leste,7979.646708106,41269.194493104,114.064567333333,695.577811666667,8697.09116436487,45644.2467687031,2020-11-01
Albacora,6019.31902721367,21667.5593560397,135.18622,300.032435333333,6869.61466563187,23554.7063681237,2020-11-01
Sudoeste de Sapinhoá,4384.21256199561,0,209.358389333333,0,5701.0370528083,0,2020-11-01
Anc_Tupi,4063.80544319574,0,169.274672,0,5128.51096788806,0,2020-11-01
Tambuatá,3024.30750617628,0,122.168197666667,0,3792.72225754206,0,2020-11-01
Noroeste de Sapinhoa,2550.22709531617,0,121.780412,0,3316.20274851789,0,2020-11-01
Barracuda,2406.77131655948,33163.5080708106,45.225687,498.953855333333,2691.23229490895,36301.8330196248,2020-11-01
Caratinga,2221.63506143952,5146.80905251369,41.7467873333333,133.802011,2484.21442187659,5988.3982793216,2020-11-01
Nordeste de Sapinhoá,530.623773248087,0,25.338644,0,689.999029665727,0,2020-11-01
Anc_Norte_Atapu,445.45611872432,0,15.659848,0,543.9535872732,0,2020-11-01
Total Geral,1920991.3002455535,169017.86057192608,79807.63402800003,2275.261945666666,2422966.1548312115,183328.8259103999,2020-11-01
Tupi,929003.074473636,0,42063.10789,0,1193572.03111124,0,2020-12-01
Búzios,391766.162953422,0,15894.7717835484,0,491741.257465303,0,2020-12-01
Sapinhoá,193057.856454451,0,8895.15461806452,0,249006.6889227,0,2020-12-01
Jubarte,98748.6425750667,59466.9011095387,3542.31157548387,543.548832258065,121029.109345661,62885.7199901638,2020-12-01
Sul De Tupi,55608.9801111496,0,2325.47890580645,0,70235.8005876801,0,2020-12-01
Berbigão,60198.8244898298,0,730.326099354839,0,64792.4368928128,0,2020-12-01
Lapa,44485.559769429,0,1723.64072193548,0,55326.9324186661,0,2020-12-01
Atapu,41860.2900845889,0,1479.51706258064,0,51166.1712999793,0,2020-12-01
Mero,28955.2699903028,0,1954.38294258065,0,41247.9673663759,0,2020-12-01
Sururu,29731.8521050643,0,1047.75446548387,0,36322.0286196094,0,2020-12-01
Oeste De Atapu,8692.78025087019,0,307.239059032258,0,10625.2555567619,0,2020-12-01
Albacora,8170.22011927806,25038.2837803894,208.69434,375.378519677419,9482.86786595346,27399.3433472416,2020-12-01
Marlim Leste,7815.98857072709,55272.9462936439,104.251744516129,938.876613225806,8471.71223590209,61178.3018042777,2020-12-01
Sudoeste De Sapinhoá,4356.33021348029,0,200.718091612903,0,5618.80887328804,0,2020-12-01
Anc_Tupi,4165.94804499575,0,174.213132258065,0,5261.71554640385,0,2020-12-01
Barracuda,3099.40107332524,34083.096353831,70.4935048387097,548.869751935484,3542.7918249948,37535.3828082523,2020-12-01
Caratinga,2860.98560614637,5074.16003273612,65.0709270967742,158.583323225806,3270.26937410893,6071.61900499503,2020-12-01
Noroeste De Sapinhoa,2534.00840084287,0,116.754470967742,0,3268.37183988049,0,2020-12-01
Tambuatá,2528.6124195102,0,102.591025483871,0,3173.89047750891,0,2020-12-01
Marlim,1221.81997261515,25974.2017461119,43.3826274193548,269.403979354839,1494.68845638368,27668.7015894977,2020-12-01
Voador,635.053628947613,0,22.54857,0,776.879850019313,0,2020-12-01
Nordeste De Sapinhoá,527.249158570503,0,24.292894516129,0,680.046849426997,0,2020-12-01
Anc_Norte_Atapu,484.860195371171,0,17.136964516129,0,592.648446154364,0,2020-12-01
Anc_Brava,44.1999638449807,0,1.56938612903226,0,54.0711044132291,0,2020-12-01
Total Geral,1919497.6613076788,204909.58931625102,81072.40355806451,2834.661019677419,2429427.675931232,222739.06854442813,2020-12-01
Tupi,882071.156538456,0,38730.8936512903,0,1125681.11873528,0,2020-10-01
Búzios,564474.004543757,0,22704.8183074194,0,707282.997781947,0,2020-10-01
Sapinhoá,158973.78581108,0,7312.99877258064,0,204971.158620845,0,2020-10-01
Jubarte,127899.943214537,64134.82760144,4662.87947677419,602.035779354839,157228.569176346,67921.5182667839,2020-10-01
Sul De Tupi,56524.7822033402,0,2318.38600032258,0,71106.9896520292,0,2020-10-01
Berbigão,65014.6581079227,0,876.212992903226,0,70525.8713528153,0,2020-10-01
Lapa,41082.500677319404,0,1485.61151548387,0,50426.714843525,0,2020-10-01
Mero,26829.5840837312,0,1811.36868193548,0,38222.7489330558,0,2020-10-01
Atapu,27938.0822863755,0,1002.33771322581,0,34242.5960584003,0,2020-10-01
Sururu,26732.0327239388,0,914.778610967742,0,32485.8163789898,0,2020-10-01
Albacora,7729.62724755903,28634.5350359198,188.126457419355,418.0554,8912.90692069986,31264.0240713938,2020-10-01
Oeste De Atapu,5801.6704742153,0,208.147168387097,0,7110.87661540815,0,2020-10-01
Anc_Tupi,4234.5553953879,0,173.681755483871,0,5326.98063784791,0,2020-10-01
Marlim Leste,4676.66831331581,31856.6116301584,64.9322906451613,531.511206774194,5085.08008433865,35199.7161336388,2020-10-01
Sudoeste De Sapinhoá,3587.22685527125,0,165.016942580645,0,4625.15207088442,0,2020-10-01
Tambuatá,3643.33652971387,0,146.545715806452,0,4565.08123845045,0,2020-10-01
Noroeste De Sapinhoa,2086.63315801583,0,95.9877029032258,0,2690.37757161357,0,2020-10-01
Barracuda,1791.15192875287,34617.5564995685,47.6298896774193,595.140954193548,2090.7348851448,38360.8800246646,2020-10-01
Caratinga,1653.37101115649,5957.40946689313,43.9660516129032,119.990025806452,1929.90912225185,6712.12393111081,2020-10-01
Nordeste De Sapinhoá,434.164233438506,0,19.972004516129,0,559.7843471641,0,2020-10-01
Anc_Norte_Atapu,323.60175036141,0,11.6098816129032,0,396.625699829064,0,2020-10-01
Total Geral,2013502.537087646,165200.9402339798,82985.90158354839,2266.733366129033,2535468.0907268664,179458.2624275919,2020-10-01
Tupi,920434.01207679,0,42557.4727316129,0,1188112.42963882,0,2021-01-01
Búzios,511281.218248139,0,20358.3668764516,0,639331.477811313,0,2021-01-01
Sapinhoá,215589.294007181,0,10216.9767877419,0,279852.136776488,0,2021-01-01
Jubarte,119476.011232185,61046.5978474819,4336.00895774193,594.59371483871,146748.68373468,64786.4793410116,2021-01-01
Sul de Tupi,54673.8409781069,0,2366.46425967742,0,69558.4515432686,0,2021-01-01
Berbigão,57193.9085426173,0,761.551442580645,0,61983.9224216754,0,2021-01-01
Lapa,49803.094997571,0,1868.62045870968,0,61556.3626449677,0,2021-01-01
Atapu,39672.2632902563,0,1386.03450580645,0,48390.1569852228,0,2021-01-01
Mero,27634.2617916539,0,1854.12816225806,0,39296.3756479063,0,2021-01-01
Sururu,29880.1757607352,0,1012.82873806452,0,36250.6760857007,0,2021-01-01
Oeste de Atapu,8238.41083468478,0,287.826307419355,0,10048.7836213541,0,2021-01-01
Albacora,8505.63478817709,28593.3341569603,227.537297741935,460.587571612903,9936.80115888729,31490.3424707669,2021-01-01
Sudoeste de Sapinhoá,4864.7498397359,0,230.544861935484,0,6314.83321778633,0,2021-01-01
Marlim Leste,5428.81535825032,45230.2091579464,72.1624793548387,796.089085483871,5882.70364252118,50237.4582487138,2021-01-01
Anc_Tupi,4095.89210266531,0,177.28355483871,0,5210.97197872537,0,2021-01-01
Tambuatá,3300.00936099368,0,131.400801290323,0,4126.49543495757,0,2021-01-01
Noroeste de Sapinhoa,2829.74803376137,0,134.104237741935,0,3673.23820935297,0,2021-01-01
Barracuda,3190.22770710381,38123.334557918,71.3976712903226,617.907426451613,3639.30549396239,42009.8548678877,2021-01-01
Caratinga,2944.82557578813,6197.40276943197,65.9055425806452,153.653596451613,3359.35891656729,7163.85469692929,2021-01-01
Marlim,2646.98827500286,45839.8327198493,91.0713432258064,566.409853548387,3219.80972033797,49402.443080796504,2021-01-01
Voador,1375.79963442199,0,47.3352748387097,0,1673.52951945525,0,2021-01-01
Nordeste de Sapinhoá,588.783514140129,0,27.902845483871,0,764.287110693035,0,2021-01-01
Anc_Norte_Atapu,459.51670451758997,0,16.0541712903226,0,560.494391641174,0,2021-01-01
Anc_Brava,95.7561425119258,0,3.29454806451613,0,116.4782238736,0,2021-01-01
Total Geral,2073059.1824358208,225030.7112095879,88255.02229290319,3189.2412483870967,2628166.504203949,245090.4327061058,2021-01-01
Tupi,862193.389873421,0,40166.760516129,0,1114834.68183537,0,2021-03-01
Búzios,555297.346283811,0,21960.4116487097,0,693424.163075982,0,2021-03-01
Sapinhoá,193403.802468752,0,9502.25335225807,0,253171.170626319,0,2021-03-01
Jubarte,108304.318940147,60062.6792170342,3917.28576967742,642.574106129032,132943.302147122,64104.3482555056,2021-03-01
Atapu,66985.1817831908,0,2168.38893677419,0,80623.9362016025,0,2021-03-01
Sururu,59782.4823275198,0,2073.09458032258,0,72821.8533497786,0,2021-03-01
Sul de Tupi,50471.0784357626,0,2203.86437580645,0,64332.9666253538,0,2021-03-01
Lapa,50605.3866396935,0,2025.15010870968,0,63343.1960449568,0,2021-03-01
Mero,43924.7844586415,0,2893.00657967742,0,62121.2461735623,0,2021-03-01
Berbigão,48187.9414928396,0,659.504355483871,0,52336.0985830056,0,2021-03-01
Oeste de Atapu,13910.2586951445,0,450.291369354839,0,16742.5058530262,0,2021-03-01
Marlim Leste,9429.32828497774,31744.159566419,173.875970645161,531.573122903226,10522.9751039014,35087.653510587,2021-03-01
Albacora,6512.10710268225,14878.6742810341,195.773865483871,202.84421,7743.48751954136,16154.5258215342,2021-03-01
Sudoeste de Sapinhoá,5601.20013425399,0,275.196227096774,0,7332.13211540955,0,2021-03-01
Anc_Tupi,3781.03855483211,0,165.102014516129,0,4819.4988567558,0,2021-03-01
Marlim,4233.79655821699,29714.5636675032,77.3417832258064,280.303497419355,4720.2616797685,31477.6194086064,2021-03-01
Tambuatá,3584.1067706731,0,141.741017419355,0,4475.63083944753,0,2021-03-01
Noroeste de Sapinhoa,3259.24855163432,0,160.132209677419,0,4266.44972538545,0,2021-03-01
Barracuda,2423.60362156321,27497.105210743,42.3605606451613,457.314729354839,2690.04349951476,30373.5279685863,2021-03-01
Total Geral,2091890.400977757,163897.1819427335,89251.5352416129,2114.609665806452,2653265.599855804,177197.6749648195,2021-03-01
Tupi,899756.301645127,0,41572.2726136667,0,1161237.99765329,0,2021-04-01
Búzios,580413.767880249,0,22929.7145463333,0,724637.315730922,0,2021-04-01
Sapinhoá,206828.846714253,0,9932.66752366667,0,269303.438231287,0,2021-04-01
Jubarte,111494.574268309,62187.487958877,3992.342648,643.286054,136605.650979126,66233.6350141867,2021-04-01
Atapu,69459.0942314515,0,2258.43509,0,83664.2218448844,0,2021-04-01
Sul De Tupi,56045.2379246194,0,2476.04093133333,0,71619.0649349291,0,2021-04-01
Sururu,59103.1550095647,0,1962.42513266667,0,71446.4362332628,0,2021-04-01
Lapa,53141.6255762433,0,1953.357527,0,65427.8732831432,0,2021-04-01
Mero,39674.5383725619,0,2568.94013966667,0,55832.6837524387,0,2021-04-01
Berbigão,46772.3653191741,0,657.816601,0,50909.9067543099,0,2021-04-01
Oeste De Atapu,14423.9956667165,0,468.990508,0,17373.85685384,0,2021-04-01
Marlim Leste,13529.3173635983,40607.595167425,214.497397,622.622197333333,14878.4652362229,44523.7704904342,2021-04-01
Sudoeste De Sapinhoá,5990.00511821287,0,287.661510333333,0,7799.34136252257,0,2021-04-01
Anc_Tupi,4198.62673222288,0,185.492107666667,0,5365.33684594576,0,2021-04-01
Tambuatá,3746.21798122416,0,147.997284,0,4677.0927781002,0,2021-04-01
Noroeste De Sapinhoa,3485.48791298443,0,167.385554,0,4538.31124438917,0,2021-04-01
Marlim,3510.41536090631,30573.5486084368,76.6399026666667,439.665769666667,3992.46578709814,33338.962763144,2021-04-01
Barracuda,3219.85269867733,31453.0032483186,86.281661,540.906475333333,3762.54795285174,34855.2022059349,2021-04-01
Caratinga,2972.171721856,7111.29367722143,79.644612,294.369141333333,3473.12119885972,8962.81964607124,2021-04-01
Total Geral,2177765.5974979512,171932.92866027882,92018.60329,2540.8496376666662,2756545.1286574225,187914.390119771,2021-04-01
Tupi,891016.838244873,0,41122.6951025806,0,1149670.77712804,0,2021-05-01
Búzios,559069.54661676,0,21915.0334364516,0,696910.943075688,0,2021-05-01
Sapinhoá,202227.426331859,0,9739.92513483871,0,263489.704844219,0,2021-05-01
Jubarte,109520.962163772,61165.5689949406,3911.86642645161,615.704266451613,134125.858731532,65038.2318471107,2021-05-01
Atapu,75727.3523856393,0,2442.72901387097,0,91091.653764375,0,2021-05-01
Sul de Tupi,54554.9304989091,0,2392.48127741935,0,69603.1831624342,0,2021-05-01
Sururu,56211.8087223244,0,1810.34337935484,0,67598.5246132243,0,2021-05-01
Lapa,54034.7635142258,0,1844.46370032258,0,65636.0897411518,0,2021-05-01
Berbigão,45458.8671698294,0,590.415583870968,0,49172.4690134168,0,2021-05-01
Mero,21191.0433521305,0,1375.91655451613,0,29845.2970558916,0,2021-05-01
Oeste de Atapu,15725.6729694549,0,507.261300645161,0,18916.2501708658,0,2021-05-01
Marlim Leste,12208.16898064,52636.000262331,221.587724516129,810.975555483871,13601.9136661788,57736.882420969,2021-05-01
Sudoeste de Sapinhoá,5856.74256739753,0,282.079462903226,0,7630.96879396087,0,2021-05-01
Albacora,4487.82021731645,20429.1711551468,119.793485806452,290.855492580645,5241.29848227673,22258.5969409355,2021-05-01
Anc_Tupi,4086.98034884533,0,179.232250322581,0,5214.3171492468,0,2021-05-01
Tambuatá,3608.45401446284,0,141.448127419355,0,4498.13586078637,0,2021-05-01
Noroeste de Sapinhoa,3407.94457825995,0,164.13745,0,4440.33795264445,0,2021-05-01
Marlim,2700.62103038337,42053.394099366,59.9426577419355,572.050540967742,3077.64895847517,45651.4833124503,2021-05-01
Barracuda,2640.41988120208,27695.369107675,53.6473467741935,526.732239677419,2977.85149941587,31008.4148161204,2021-05-01
Total Geral,2123736.363588285,203979.5036194594,88874.99941580638,2816.31809516129,2682743.2236638237,221693.6093375859,2021-05-01
Tupi,913753.491360343,0,42620.3613886667,0,1181827.4666263901,0,2021-06-01
Búzios,551825.507858222,0,21497.4712733333,0,687040.517647947,0,2021-06-01
Sapinhoá,203183.556586258,0,9898.33737333333,0,265442.217980424,0,2021-06-01
Atapu,91881.4663416904,0,3160.985736,0,111763.466033841,0,2021-06-01
Jubarte,67684.674972107,53487.0191707353,2424.348445,525.577323666667,82933.3660649524,56792.8006769072,2021-06-01
Sul de Tupi,54010.3483116767,0,2360.711131,0,68858.7727905518,0,2021-06-01
Lapa,55945.79060251,0,1921.85244066667,0,68033.8773023396,0,2021-06-01
Sururu,54092.2621615267,0,1753.71906366667,0,65122.821865368,0,2021-06-01
Mero,40388.3416305559,0,2631.02147233333,0,56936.9667974528,0,2021-06-01
Berbigão,44575.4881868906,0,569.356965,0,48156.6353189172,0,2021-06-01
Oeste de Atapu,19080.2642404091,0,656.415726666667,0,23208.9944421544,0,2021-06-01
Marlim Leste,11502.0411547263,59555.7140450903,277.147532666667,880.988686,13245.2464771685,65096.96549218,2021-06-01
Albacora,7463.69883531433,21515.2671322374,196.105186333333,345.597783,8697.16319736559,23689.0115237286,2021-06-01
Sudoeste de Sapinhoá,5884.43311248537,0,286.667250666667,0,7687.51565240108,0,2021-06-01
Anc_Tupi,4046.18176248132,0,176.851991,0,5158.54718399303,0,2021-06-01
Noroeste de Sapinhoá,3424.05721936762,0,166.807003333333,0,4473.24157700365,0,2021-06-01
Tambuatá,3561.6981295808,0,138.753019333333,0,4434.42825811379,0,2021-06-01
Marlim,2759.17413903626,34997.2499729842,64.4742793333333,501.523346666667,3164.70510592985,38151.7365340817,2021-06-01
Barracuda,2039.79635242864,23107.0245498124,34.3935516666667,353.238146666667,2256.12525763716,25328.8253770978,2021-06-01
Total Geral,2137102.2729576095,192662.2748708596,90835.78083,2606.925286000001,2708442.07557995,209059.3396039953,2021-06-01
Tupi,916825.882078846,0,42264.3198070968,0,1182660.42344472,0,2021-07-01
Búzios,569648.364946578,0,22446.3459480645,0,710831.616154174,0,2021-07-01
Sapinhoá,207513.635800422,0,9887.17478193548,0,269702.086615587,0,2021-07-01
Atapu,117135.698688835,0,3968.32171967742,0,142095.688324479,0,2021-07-01
Jubarte,106387.33702497,57175.7631509071,3784.49129451613,575.134063870968,130191.068214131,60793.2471371833,2021-07-01
Sururu,59392.668891628004,0,1988.03270967742,0,71897.0169092841,0,2021-07-01
Lapa,55832.4196178193,0,2074.62160870968,0,68881.3953584976,0,2021-07-01
Sul de Tupi,54103.5690869656,0,2338.83086806452,0,68814.3708692265,0,2021-07-01
Berbigão,43198.0479519062,0,560.622431612903,0,46724.2565284893,0,2021-07-01
Mero,24518.0302722681,0,1604.74740032258,0,34611.5865182911,0,2021-07-01
Oeste de Atapu,24324.6017540194,0,824.068497096774,0,29507.8360277437,0,2021-07-01
Marlim Leste,11504.9037013632,74637.3068339527,301.623717741935,1185.62267870968,13402.0595774536,82094.6482147276,2021-07-01
Albacora,5901.43898594581,23084.3684194404,171.565581290323,371.334457096774,6980.55389480149,25419.9916010323,2021-07-01
Sudoeste de Sapinhoá,4682.52327020006,0,223.10288516129,0,6085.79802831639,0,2021-07-01
Anc_Tupi,4053.17007576573,0,175.213395483871,0,5155.22904281414,0,2021-07-01
