Poço,Campo,Bacia,Localização,Petróleo (bbl/d),mes
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,35767.3367075474,2020-08-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,34951.4544091916,2020-08-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,32068.0768684323,2020-08-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,30999.3078489167,2020-08-01
7-SRR-2-RJS,Sururu,Santos,Mar,30303.0287346499,2020-08-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,30017.8063721623,2020-08-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,29643.5131702706,2020-08-01
7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27345.8366944357,2020-08-01
9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27203.0314076264,2020-08-01
8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26896.8476933177,2020-08-01
9-LL-2-RJS,Tupi,Santos,Mar,26684.3829839452,2020-08-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26564.7943577229,2020-08-01
7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26472.481951113,2020-08-01
7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26345.8122770824,2020-08-01
7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26345.5598852679,2020-08-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,26153.7206092539,2020-08-01
7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25971.8165426244,2020-08-01
9-LL-20D-RJS,Tupi,Santos,Mar,25754.2282290977,2020-08-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,25574.0780962765,2020-08-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,25261.0636625106,2020-08-01
7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,24614.7636341542,2020-08-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,56057.3571556867,2020-09-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,55115.0308204273,2020-09-01
7-BUZ-24D-RJS,Tambuatá,Santos,Mar,52650.2708605517,2020-09-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,44588.1412613883,2020-09-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,43306.0930629743,2020-09-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,43009.8287550717,2020-09-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,40451.4942435243,2020-09-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,38448.75940565,2020-09-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,37417.828726581,2020-09-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,37104.504357355,2020-09-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,31116.0217526473,2020-09-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31028.0597892296,2020-09-01
7-SRR-2-RJS,Sururu,Santos,Mar,30070.2441552846,2020-09-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,29263.1102015526,2020-09-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,28937.88109636,2020-09-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,28393.935811636,2020-09-01
7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27890.3721638001,2020-09-01
9-LL-2-RJS,Tupi,Santos,Mar,27729.8731867007,2020-09-01
9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26571.1130405884,2020-09-01
8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26441.8188571041,2020-09-01
7-BBG-2D-RJS,Berbigão,Santos,Mar,25816.616722537,2020-09-01
7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25773.6380776116,2020-09-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25509.8811473327,2020-09-01
9-LL-20D-RJS,Tupi,Santos,Mar,25409.5205552943,2020-09-01
7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25372.7165686241,2020-09-01
7-LL-103D-RJS,Tupi,Santos,Mar,25066.9934368797,2020-09-01
3-BRSA-1053-RJS,Búzios/Tambuatá,Santos,Mar,24645.0453069157,2020-09-01
9-BBG-1D-RJS,Berbigão,Santos,Mar,24491.2269215183,2020-09-01
7-LL-113D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,24448.3967056259,2020-09-01
7-LL-28D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23961.2332991749,2020-09-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,52541.438487782,2020-11-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,46890.1286644473,2020-11-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,42672.161772844,2020-11-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,42280.1105774323,2020-11-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,37184.2633413617,2020-11-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,32126.0356685613,2020-11-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,32001.920525114,2020-11-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,30630.1521705963,2020-11-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,29561.5319017057,2020-11-01
7-SRR-2-RJS,Sururu,Santos,Mar,28703.2462065245,2020-11-01
9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27166.9334347471,2020-11-01
9-LL-20D-RJS,Tupi,Santos,Mar,26820.2792323417,2020-11-01
8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26694.7850690179,2020-11-01
7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26598.6627396518,2020-11-01
7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26497.0803960495,2020-11-01
7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26257.107587673,2020-11-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,26244.4280477513,2020-11-01
7-LL-103D-RJS,Tupi,Santos,Mar,25982.830237324,2020-11-01
7-SLL-5-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25287.9782754003,2020-11-01
7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,25287.2496092982,2020-11-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,25268.402797455,2020-11-01
7-LL-36A-RJS,Tupi,Santos,Mar,24733.0665853383,2020-11-01
7-SLL-2-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,24194.3067457745,2020-11-01
7-LL-28D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,23897.4358884309,2020-11-01
7-LL-113D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,23586.5303662774,2020-11-01
7-LL-91-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,23396.088140658,2020-11-01
9-LL-19-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,23360.4618307563,2020-11-01
7-LL-59-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,23304.5559007764,2020-11-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,22588.5592204037,2020-11-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,22540.3285946113,2020-11-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,52413.6347833271,2020-12-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,51037.9305308303,2020-12-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,35237.8306758742,2020-12-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,35164.3356663039,2020-12-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,32812.2141446774,2020-12-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,30125.1655158755,2020-12-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,30081.3440038113,2020-12-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,30034.8158079547,2020-12-01
7-SRR-2-RJS,Sururu,Santos,Mar,29731.8521050643,2020-12-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,29087.3442282132,2020-12-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,28955.2699903028,2020-12-01
7-LL-103D-RJS,Tupi,Santos,Mar,27996.3064813177,2020-12-01
8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27468.1644456673,2020-12-01
7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27256.8791690024,2020-12-01
9-LL-20D-RJS,Tupi,Santos,Mar,26955.0696239284,2020-12-01
7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26887.0555933425,2020-12-01
7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26827.1703387091,2020-12-01
7-LL-36A-RJS,Tupi,Santos,Mar,26372.6171890577,2020-12-01
7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25895.9497390357,2020-12-01
7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25328.1533811694,2020-12-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,25232.28356353,2020-12-01
9-LL-2-RJS,Tupi,Santos,Mar,25202.5378346574,2020-12-01
7-LL-28D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25150.5918460302,2020-12-01
7-LL-113D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,24104.9697533986,2020-12-01
4-BRSA-711-RJS,Tupi,Santos,Mar,23980.4880120952,2020-12-01
7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23871.3341644311,2020-12-01
7-LL-105-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23795.6131566093,2020-12-01
7-SPH-7D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23724.8920060022,2020-12-01
7-LL-91-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23498.7730909967,2020-12-01
7-LL-59-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23277.4854013709,2020-12-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,48740.6527559064,2020-10-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,47942.3665053713,2020-10-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,47436.7305055452,2020-10-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,42354.3022882903,2020-10-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,38980.2077712306,2020-10-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,38310.8581619594,2020-10-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,36355.691013169,2020-10-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,34847.1588087426,2020-10-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,34096.7901568613,2020-10-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,34063.3545109522,2020-10-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,31562.991937121,2020-10-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31460.7869335749,2020-10-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,30636.6930387006,2020-10-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,29785.2420676919,2020-10-01
9-LL-2-RJS,Tupi,Santos,Mar,27404.1482609258,2020-10-01
9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27372.3970180188,2020-10-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,26889.4626447894,2020-10-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,26829.5840837312,2020-10-01
7-SRR-2-RJS,Sururu,Santos,Mar,26732.0327239388,2020-10-01
7-SLL-2-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26584.0097110411,2020-10-01
7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26571.0845593143,2020-10-01
7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26547.9155450524,2020-10-01
8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26490.3735185551,2020-10-01
7-SLL-5-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26424.8275992684,2020-10-01
7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26133.2667111878,2020-10-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24749.4778960449,2020-10-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,24345.8933066626,2020-10-01
7-SPH-7D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24060.1757880131,2020-10-01
7-LL-70-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23662.4193345478,2020-10-01
7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,23446.6770356188,2020-10-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,48370.1908294587,2021-01-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,47597.0760231839,2021-01-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,43016.4821228529,2021-01-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,42331.02512176,2021-01-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,40336.9490054126,2021-01-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,39182.8816811984,2021-01-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,38118.5961194097,2021-01-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,35123.4953212826,2021-01-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,30916.0614425577,2021-01-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,30073.873129811,2021-01-01
7-SRR-2-RJS,Sururu,Santos,Mar,29880.1757607352,2021-01-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,29861.1343064606,2021-01-01
7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,29415.1847079103,2021-01-01
9-LL-20D-RJS,Tupi,Santos,Mar,28666.8537921513,2021-01-01
7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,28383.1135280285,2021-01-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,28286.7883707535,2021-01-01
7-LL-103D-RJS,Tupi,Santos,Mar,27770.7222427706,2021-01-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,27634.2617916539,2021-01-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,27470.2407728174,2021-01-01
7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26966.7691980608,2021-01-01
7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26795.8740580492,2021-01-01
7-LL-84D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26630.0872298374,2021-01-01
7-LL-36A-RJS,Tupi,Santos,Mar,26085.3528417826,2021-01-01
7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26038.7696202333,2021-01-01
8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25958.9182544732,2021-01-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,25684.8355959271,2021-01-01
7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25512.6777278626,2021-01-01
7-SLL-5-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25205.3486898773,2021-01-01
7-LL-28D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25068.8198522941,2021-01-01
7-SLL-2-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,24851.8729330118,2021-01-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,55097.2108283178,2021-03-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,52325.4790382352,2021-03-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,49435.4707818028,2021-03-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,43924.7844586415,2021-03-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,43006.7152653055,2021-03-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,42400.7845928816,2021-03-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,40711.3247864226,2021-03-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,37820.9341075132,2021-03-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,36664.3539027555,2021-03-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,36586.9293851119,2021-03-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,36331.8767780235,2021-03-01
3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,32235.8469548959,2021-03-01
7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,31204.3105935005,2021-03-01
7-SRR-3D-RJS,Sururu,Santos,Mar,31087.8827936134,2021-03-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,29870.8934539184,2021-03-01
9-LL-20D-RJS,Tupi,Santos,Mar,29055.089676739,2021-03-01
7-SRR-2-RJS,Sururu,Santos,Mar,28694.5995339064,2021-03-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,28372.9593764448,2021-03-01
7-LL-83D-RJS,Tupi,Santos,Mar,28220.7674815371,2021-03-01
8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27881.2393073326,2021-03-01
9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27711.3281979506,2021-03-01
7-LL-84D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27445.5453718124,2021-03-01
7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27019.2650885446,2021-03-01
7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26991.8983098709,2021-03-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,26853.8012481632,2021-03-01
9-LL-2-RJS,Tupi,Santos,Mar,26449.1286697658,2021-03-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,26255.7521134635,2021-03-01
7-LL-27-RJS,Tupi,Santos,Mar,25901.150277711,2021-03-01
7-LL-36A-RJS,Tupi,Santos,Mar,25494.4720615119,2021-03-01
7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,24315.031276514,2021-03-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,53044.514474069,2021-04-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,50981.2542370278,2021-04-01
7-BUZ-12-RJS,Búzios/Tambuatá,Santos,Mar,49266.892326929,2021-04-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,48118.634677025,2021-04-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,47733.9106909427,2021-04-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,45783.9486169303,2021-04-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,41562.9101699947,2021-04-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,39674.5383725619,2021-04-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,37814.5612179153,2021-04-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,36949.7066820863,2021-04-01
3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste De Atapu,Santos,Mar,33706.3678056132,2021-04-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,32989.4812869503,2021-04-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,31204.3004939593,2021-04-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,30986.7294288501,2021-04-01
7-SRR-3D-RJS,Sururu,Santos,Mar,30430.1556690753,2021-04-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,30264.3301118657,2021-04-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,29429.8868073867,2021-04-01
9-LL-20D-RJS,Tupi,Santos,Mar,29156.298522496,2021-04-01
7-SRR-2-RJS,Sururu,Santos,Mar,28672.9993404894,2021-04-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,28409.494285652,2021-04-01
7-LL-15D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27928.6421039074,2021-04-01
8-LL-87D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,27573.1416296766,2021-04-01
9-LL-12D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,26888.0691586881,2021-04-01
3-BRSA-1184-RJS,Búzios/Tambuatá,Santos,Mar,26241.069079551,2021-04-01
7-LL-61-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25949.9463139347,2021-04-01
7-LL-84D-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25902.6655857316,2021-04-01
7-LL-83D-RJS,Tupi,Santos,Mar,25798.7235150777,2021-04-01
7-LL-103D-RJS,Tupi,Santos,Mar,25755.6691366467,2021-04-01
7-LL-80DB-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25591.3510225575,2021-04-01
7-LL-66-RJS,Anc_Tupi/Sul De Tupi/Tupi,Santos,Mar,25484.6320238512,2021-04-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,52526.9625509361,2021-05-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,52410.7456930157,2021-05-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,45892.6411936003,2021-05-01
7-BUZ-25-RJS,Búzios/Tambuatá,Santos,Mar,44738.2208284377,2021-05-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,43867.1971860916,2021-05-01
3-BRSA-1172-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,39919.4159507669,2021-05-01
7-BUZ-30-RJS,Búzios/Tambuatá,Santos,Mar,38480.5111781184,2021-05-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,37597.8840537048,2021-05-01
9-BUZ-3-RJS,Búzios/Tambuatá,Santos,Mar,37321.0954864332,2021-05-01
7-LL-15D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,31470.4084011497,2021-05-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,31178.35544703,2021-05-01
7-BUZ-14DA-RJS,Búzios/Tambuatá,Santos,Mar,31006.2356079684,2021-05-01
7-SPH-20D-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,30567.8031419274,2021-05-01
9-LL-20D-RJS,Tupi,Santos,Mar,29797.2375469503,2021-05-01
3-BRSA-1064-RJS,Búzios/Tambuatá,Santos,Mar,29601.8174110894,2021-05-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,29452.6401612455,2021-05-01
7-SRR-2-RJS,Sururu,Santos,Mar,28849.4449211037,2021-05-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,27944.3958677994,2021-05-01
9-LL-12D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27923.1407960542,2021-05-01
8-LL-87D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27881.6883125209,2021-05-01
7-LL-103D-RJS,Tupi,Santos,Mar,27880.7431934964,2021-05-01
7-BUZ-36DA-RJS,Búzios/Tambuatá,Santos,Mar,27875.7105339081,2021-05-01
7-SRR-3D-RJS,Sururu,Santos,Mar,27362.3638012207,2021-05-01
7-LL-61-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,27050.3418020823,2021-05-01
7-LL-84D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26927.2356158493,2021-05-01
7-LL-66-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,26490.9835185317,2021-05-01
7-LL-113D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25578.4256251223,2021-05-01
7-LL-80DB-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,25555.72124927,2021-05-01
7-LL-28D-RJS,Anc_Tupi/Sul de Tupi/Tupi,Santos,Mar,24865.0134762386,2021-05-01
7-SPH-22-SPS,Nordeste de Sapinhoá/Noroeste de Sapinhoa/Sapinhoá/Sudoeste de Sapinhoá,Santos,Mar,24265.3329555482,2021-05-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,54946.2785726927,2021-06-01
9-ATP-1-RJS,Anc_Norte_Atapu/Atapu/Oeste de Atapu,Santos,Mar,52512.5736921812,2021-06-01
7-BUZ-23-RJS,Búzios/Tambuatá,Santos,Mar,49696.9683590353,2021-06-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,47048.0559709607,2021-06-01
