Poço,Campo,Bacia,Localização,Petróleo (bbl/d),mes
7-LL-80DB-RJS,Lula,Santos,Mar,29042.4402021671,2019-02-01
7-LL-61-RJS,Lula,Santos,Mar,28816.7137472479,2019-02-01
7-LL-28D-RJS,Lula,Santos,Mar,28612.3908418504,2019-02-01
7-LL-66-RJS,Lula,Santos,Mar,28506.7541568086,2019-02-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27407.2297615976,2019-02-01
8-LL-81D-RJS,Lula,Santos,Mar,27266.3647627682,2019-02-01
7-LL-70-RJS,Lula,Santos,Mar,26899.3017844275,2019-02-01
7-LL-51-RJS,Lula,Santos,Mar,26420.6555549621,2019-02-01
7-LL-84D-RJS,Lula,Santos,Mar,26207.7403198325,2019-02-01
7-LL-91-RJS,Lula,Santos,Mar,25250.1461746579,2019-02-01
7-LL-27-RJS,Lula,Santos,Mar,25222.2899539843,2019-02-01
7-LL-79D-RJS,Lula,Santos,Mar,25057.8334368193,2019-02-01
7-SPH-7D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25031.6165989632,2019-02-01
7-LL-22D-RJS,Lula,Santos,Mar,24885.4701792121,2019-02-01
7-LL-73D-RJS,Lula,Santos,Mar,24826.8354472118,2019-02-01
7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24787.0526438151,2019-02-01
7-SPH-4D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24670.5907038103,2019-02-01
7-LL-67D-RJS,Lula,Santos,Mar,24506.3352583929,2019-02-01
9-LL-7-RJS,Lula,Santos,Mar,24164.2542821918,2019-02-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,23756.5851890354,2019-02-01
8-LL-37D-RJS,Lula,Santos,Mar,23049.1105051404,2019-02-01
9-BRSA-928-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23007.4919375798,2019-02-01
3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,22936.2845470513,2019-02-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,31320.9446423444,2019-03-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31302.4614797214,2019-03-01
9-LL-12D-RJS,Lula,Santos,Mar,30562.964697469,2019-03-01
7-LL-15D-RJS,Lula,Santos,Mar,30313.7277298655,2019-03-01
7-LL-67D-RJS,Lula,Santos,Mar,30167.9699047936,2019-03-01
9-LL-20D-RJS,Lula,Santos,Mar,29741.5106419387,2019-03-01
7-LL-61-RJS,Lula,Santos,Mar,29089.582994779,2019-03-01
7-LL-80DB-RJS,Lula,Santos,Mar,29068.4244797332,2019-03-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,29009.5077645362,2019-03-01
7-LL-66-RJS,Lula,Santos,Mar,28011.1431286223,2019-03-01
7-LL-28D-RJS,Lula,Santos,Mar,27567.8781021387,2019-03-01
7-LL-27-RJS,Lula,Santos,Mar,27080.3780593077,2019-03-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26903.1279144009,2019-03-01
7-LL-51-RJS,Lula,Santos,Mar,26731.2804159964,2019-03-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,26519.7419318706,2019-03-01
8-LL-81D-RJS,Lula,Santos,Mar,26315.3569906858,2019-03-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,25760.409894945202,2019-03-01
7-LL-83D-RJS,Lula,Santos,Mar,25745.3634520426,2019-03-01
8-LL-87D-RJS,Lula,Santos,Mar,25693.1271886839,2019-03-01
9-BUZ-1-RJS,Búzios,Santos,Mar,25429.9047270968,2019-03-01
7-LL-73D-RJS,Lula,Santos,Mar,25053.0371668413,2019-03-01
7-LL-79D-RJS,Lula,Santos,Mar,25016.1145618616,2019-03-01
7-LL-91-RJS,Lula,Santos,Mar,24876.1735936571,2019-03-01
9-LL-7-RJS,Lula,Santos,Mar,24499.3342360981,2019-03-01
7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24478.7125482199,2019-03-01
7-LL-22D-RJS,Lula,Santos,Mar,24459.9821412816,2019-03-01
7-LL-70-RJS,Lula,Santos,Mar,24223.1803309452,2019-03-01
9-LL-2-RJS,Lula,Santos,Mar,23766.0545921926,2019-03-01
7-LL-97-RJS,Lula,Santos,Mar,23674.9647521842,2019-03-01
7-SPH-4D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23637.0318718354,2019-03-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,41224.4355782596,2019-04-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,35492.2757740213,2019-04-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,33657.6675113217,2019-04-01
7-LL-27-RJS,Lula,Santos,Mar,31158.351335306,2019-04-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,30985.4113153005,2019-04-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30945.8818009052,2019-04-01
9-LL-20D-RJS,Lula,Santos,Mar,29858.9845643777,2019-04-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29751.1569111812,2019-04-01
9-LL-2-RJS,Lula,Santos,Mar,29617.0872775117,2019-04-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29250.1899128634,2019-04-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29089.2997032922,2019-04-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28506.7637254067,2019-04-01
7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28095.6783048764,2019-04-01
7-LL-83D-RJS,Lula,Santos,Mar,28045.580345615,2019-04-01
7-BUZ-17-RJS,Búzios,Santos,Mar,27163.4321868513,2019-04-01
7-LL-51-RJS,Lula,Santos,Mar,26946.7585057077,2019-04-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26786.9074146805,2019-04-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26640.5058055069,2019-04-01
7-LL-22D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26595.6737275926,2019-04-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26034.3152296798,2019-04-01
4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25850.6767439525,2019-04-01
8-LL-81D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25656.7623314562,2019-04-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25151.6230736357,2019-04-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,25053.480618736,2019-04-01
7-LL-73D-RJS,Lula,Santos,Mar,24697.993766137,2019-04-01
9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24603.2392754618,2019-04-01
9-BUZ-1-RJS,Búzios,Santos,Mar,24550.1431860133,2019-04-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24300.4716520553,2019-04-01
7-SPH-7D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24189.8623995742,2019-04-01
7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23704.1892734487,2019-04-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,38941.52828029,2019-05-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,35196.7089430142,2019-05-01
7-BUZ-14DA-RJS,Búzios,Santos,Mar,34288.834287929,2019-05-01
9-BUZ-3-RJS,Búzios,Santos,Mar,33824.3681380094,2019-05-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,32315.8211505004,2019-05-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31282.050232654,2019-05-01
7-BUZ-17-RJS,Búzios,Santos,Mar,30462.6304599374,2019-05-01
9-BUZ-7-RJS,Búzios,Santos,Mar,30409.1932486629,2019-05-01
7-LL-27-RJS,Lula,Santos,Mar,29550.4649674842,2019-05-01
7-LL-48D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28989.4654756944,2019-05-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28926.0995071631,2019-05-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,28922.6698360878,2019-05-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28440.5740406172,2019-05-01
9-LL-2-RJS,Lula,Santos,Mar,28317.1884427632,2019-05-01
9-LL-20D-RJS,Lula,Santos,Mar,28049.3167971006,2019-05-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27943.7691409861,2019-05-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27575.0872652608,2019-05-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,27149.4894771023,2019-05-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,26732.1051318257,2019-05-01
7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26468.3231693204,2019-05-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26339.6151869977,2019-05-01
7-LL-83D-RJS,Lula,Santos,Mar,26283.3384085352,2019-05-01
7-LL-51-RJS,Lula,Santos,Mar,25979.3330218052,2019-05-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25518.557977899,2019-05-01
4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25328.6747232306,2019-05-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25022.8493536004,2019-05-01
7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24906.5091910563,2019-05-01
7-LL-73D-RJS,Lula,Santos,Mar,24397.4841543565,2019-05-01
9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24280.7067648006,2019-05-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24167.3835826659,2019-05-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,42006.4455799223,2019-06-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,32497.8936407249,2019-06-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,31167.9520677443,2019-06-01
9-LL-20D-RJS,Lula,Santos,Mar,30401.4741774073,2019-06-01
9-BUZ-3-RJS,Búzios,Santos,Mar,29622.3050942273,2019-06-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29296.7682244382,2019-06-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29113.25170232,2019-06-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28534.0367168587,2019-06-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28356.9901092566,2019-06-01
9-BUZ-1-RJS,Búzios,Santos,Mar,28173.4800677393,2019-06-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27726.3152172984,2019-06-01
7-BUZ-14DA-RJS,Búzios,Santos,Mar,27312.621867524,2019-06-01
7-LL-51-RJS,Lula,Santos,Mar,27193.130573068,2019-06-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27103.7462424999,2019-06-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26483.2502507015,2019-06-01
7-LL-73D-RJS,Lula,Santos,Mar,26189.315264909,2019-06-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,26076.2557204987,2019-06-01
4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25625.6344601208,2019-06-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25571.02668822,2019-06-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25352.0346250424,2019-06-01
7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25055.8881399572,2019-06-01
7-LL-79D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24534.2723160041,2019-06-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24283.8730552222,2019-06-01
9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24111.8396777826,2019-06-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,23816.8438002203,2019-06-01
7-LL-97-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,22859.0051099285,2019-06-01
9-BUZ-4-RJS,Búzios,Santos,Mar,22636.41607843,2019-06-01
7-LL-48D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,22501.5491400585,2019-06-01
7-LL-69-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,22394.3942554226,2019-06-01
7-SPH-4D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,22333.0073472698,2019-06-01
7-BUZ-14DA-RJS,Búzios,Santos,Mar,47235.2618043323,2019-07-01
9-BUZ-3-RJS,Búzios,Santos,Mar,45943.2628018629,2019-07-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,41365.1280407215,2019-07-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,35823.4361316287,2019-07-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,35544.7575799296,2019-07-01
9-BUZ-7-RJS,Búzios,Santos,Mar,32589.6670727719,2019-07-01
7-BUZ-17-RJS,Búzios,Santos,Mar,29267.5994292671,2019-07-01
7-LL-27-RJS,Lula,Santos,Mar,28887.7070790929,2019-07-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28815.9460362275,2019-07-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28528.4998890957,2019-07-01
9-LL-20D-RJS,Lula,Santos,Mar,28391.9919357106,2019-07-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28256.2397760401,2019-07-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27844.0669035633,2019-07-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27581.6177051307,2019-07-01
9-LL-2-RJS,Lula,Santos,Mar,27430.750302181,2019-07-01
7-LL-73D-RJS,Lula,Santos,Mar,27337.5381585403,2019-07-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26920.9185973486,2019-07-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26737.1615810987,2019-07-01
7-LL-51-RJS,Lula,Santos,Mar,26731.5780660374,2019-07-01
7-LL-83D-RJS,Lula,Santos,Mar,26705.4307171761,2019-07-01
7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26519.007048731,2019-07-01
3-BRSA-1053-RJS,Búzios,Santos,Mar,25334.0705442745,2019-07-01
7-BUZ-24D-RJS,Búzios,Santos,Mar,24398.8216520184,2019-07-01
7-LL-97-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24365.4024671508,2019-07-01
7-LL-79D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24343.5654743582,2019-07-01
7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24089.4790044045,2019-07-01
7-LL-22D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24077.6838596526,2019-07-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23573.6164248181,2019-07-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,23538.9303301885,2019-07-01
7-LL-69-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23471.9440829622,2019-07-01
7-BUZ-10-RJS,Búzios,Santos,Mar,48044.2387028965,2019-08-01
7-BUZ-14DA-RJS,Búzios,Santos,Mar,45254.4186366365,2019-08-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,41733.0303634823,2019-08-01
9-BUZ-3-RJS,Búzios,Santos,Mar,41166.997173271,2019-08-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,40203.7146221925,2019-08-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,34593.137117745,2019-08-01
9-BUZ-7-RJS,Búzios,Santos,Mar,31494.2264588764,2019-08-01
9-LL-20D-RJS,Lula,Santos,Mar,30539.6203719997,2019-08-01
7-LL-27-RJS,Lula,Santos,Mar,30519.3907198629,2019-08-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29258.7855712673,2019-08-01
7-LL-83D-RJS,Lula,Santos,Mar,28837.5428008864,2019-08-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28826.7616465495,2019-08-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28305.5987475535,2019-08-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27925.6084082265,2019-08-01
7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27534.8701795414,2019-08-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27490.7376384017,2019-08-01
7-LL-51-RJS,Lula,Santos,Mar,27479.3666784361,2019-08-01
9-BUZ-4-RJS,Búzios,Santos,Mar,27233.1603847671,2019-08-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27193.7062225661,2019-08-01
7-LL-73D-RJS,Lula,Santos,Mar,26756.2302661926,2019-08-01
7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26740.4071372615,2019-08-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26105.6181956925,2019-08-01
7-LL-110D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26047.665716484302,2019-08-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,25969.4306289971,2019-08-01
7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25693.623866574,2019-08-01
9-LL-2-RJS,Lula,Santos,Mar,25500.8511462345,2019-08-01
4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25302.0265959288,2019-08-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25167.6540837631,2019-08-01
7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24560.8682487716,2019-08-01
7-LL-79D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24157.1655347285,2019-08-01
9-BRSA-1191-RJS,Búzios,Santos,Mar,41216.088369312,2019-09-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,34548.1263645893,2019-09-01
7-BUZ-10-RJS,Búzios,Santos,Mar,33776.3321150833,2019-09-01
7-BUZ-29D-RJS,Búzios,Santos,Mar,33455.609461675,2019-09-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,33159.7233789171,2019-09-01
9-LL-20D-RJS,Lula,Santos,Mar,29745.9872890863,2019-09-01
7-BUZ-14DA-RJS,Búzios,Santos,Mar,29340.9920840153,2019-09-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,29127.2953699447,2019-09-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28733.4616339926,2019-09-01
9-BUZ-1-RJS,Búzios,Santos,Mar,28384.6059268027,2019-09-01
7-LL-103D-RJS,Lula,Santos,Mar,28018.6010442613,2019-09-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27928.4605212859,2019-09-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27924.3576216146,2019-09-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27836.8215642946,2019-09-01
7-BUZ-24D-RJS,Búzios,Santos,Mar,27732.1851111963,2019-09-01
7-LL-73D-RJS,Lula,Santos,Mar,26999.9759591367,2019-09-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26994.2566307105,2019-09-01
7-LL-110D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26795.0332013501,2019-09-01
7-LL-51-RJS,Lula,Santos,Mar,26360.571066684,2019-09-01
6-BRSA-1222A-ESS,Jubarte,Campos,Mar,26166.318461587,2019-09-01
9-BUZ-7-RJS,Búzios,Santos,Mar,25885.6340130543,2019-09-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25803.5333453643,2019-09-01
7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25512.0293648469,2019-09-01
9-BUZ-4-RJS,Búzios,Santos,Mar,25259.0909434103,2019-09-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25061.9103982127,2019-09-01
7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24877.9236331261,2019-09-01
7-LL-97-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24604.6431358945,2019-09-01
7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,24532.3182586348,2019-09-01
7-LL-83D-RJS,Lula,Santos,Mar,24065.199883315,2019-09-01
7-LL-22D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,23793.0767111235,2019-09-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,42860.5587819309,2019-10-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,36875.4068541287,2019-10-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,36209.217975831,2019-10-01
7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,33730.1201397626,2019-10-01
7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,33220.825393981,2019-10-01
9-BUZ-4-RJS,Búzios/Tambuatá,Santos,Mar,31604.041469049,2019-10-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,31506.9128027494,2019-10-01
7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30598.3160734182,2019-10-01
9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,30397.7898454516,2019-10-01
9-LL-20D-RJS,Lula,Santos,Mar,29509.9403303455,2019-10-01
9-BUZ-1-RJS,Búzios/Tambuatá,Santos,Mar,28882.2363646726,2019-10-01
7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28513.2394181616,2019-10-01
7-LL-83D-RJS,Lula,Santos,Mar,28433.5460727184,2019-10-01
7-LL-27-RJS,Lula,Santos,Mar,28200.5692784503,2019-10-01
7-LL-103D-RJS,Lula,Santos,Mar,28187.2689679626,2019-10-01
7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,28177.0971582446,2019-10-01
7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,27845.2487487174,2019-10-01
7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27584.897954668,2019-10-01
7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,27475.9614848666,2019-10-01
7-LL-73D-RJS,Lula,Santos,Mar,27383.0268760487,2019-10-01
7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26777.4352690212,2019-10-01
7-LL-110D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,26618.8569932113,2019-10-01
7-LL-51-RJS,Lula,Santos,Mar,26604.8321047274,2019-10-01
7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25622.5594100212,2019-10-01
7-BUZ-29D-RJS,Búzios/Tambuatá,Santos,Mar,25543.5074202719,2019-10-01
7-SLL-2-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25533.2294750826,2019-10-01
7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,25009.2537223304,2019-10-01
7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,25001.2132289337,2019-10-01
7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,24962.7423121506,2019-10-01
9-BUZ-7-RJS,Búzios/Tambuatá,Santos,Mar,24712.6208816097,2019-10-01
7-BUZ-24D-RJS,Búzios/Tambuatá,Santos,Mar,50842.7694188137,2019-11-01
7-BUZ-31D-RJS,Búzios/Tambuatá,Santos,Mar,49792.361923759,2019-11-01
7-BUZ-10-RJS,Búzios/Tambuatá,Santos,Mar,43003.6626446683,2019-11-01
3-BRSA-1305A-RJS,Mero,Santos,Mar,42131.3318624621,2019-11-01
9-BRSA-1191-RJS,Búzios/Tambuatá,Santos,Mar,40131.3110461537,2019-11-01
