Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
7-CAM-1432-RN,Canto Do Amaro,Potiguar,Terra,NA,253.008865212,2021-04-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,248.91294094,2021-04-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,243.907833018913,2021-04-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,240.217068954667,2021-04-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,239.515545479333,2021-04-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,230.820931456,2021-04-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1396.84465694774,2021-05-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,1253.64502339901,2021-05-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,609.296532362258,2021-05-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,591.979670946774,2021-05-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,581.019372676129,2021-05-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,540.697023942903,2021-05-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,536.251025078071,2021-05-01
7-RFQ-30D-RN,Riacho da Forquilha,Potiguar,Terra,NA,487.012276181352,2021-05-01
7-LUC-69HP-AM,Leste do Urucu,Solimões,Terra,NA,479.361840279355,2021-05-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,444.550379591613,2021-05-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,438.496741812258,2021-05-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,432.342872867097,2021-05-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,371.646206367097,2021-05-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,366.975718096452,2021-05-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,345.836072480645,2021-05-01
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,NA,335.669913446774,2021-05-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,312.877670977742,2021-05-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,299.39434730871,2021-05-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,298.862148223871,2021-05-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,289.544910642903,2021-05-01
7-RFQ-41D-RN,Riacho da Forquilha,Potiguar,Terra,NA,285.948145692503,2021-05-01
7-LUC-32HA-AM,Leste do Urucu,Solimões,Terra,NA,276.769697841613,2021-05-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,269.038912660323,2021-05-01
7-FAL-172-ES,Fazenda Alegre,Espírito Santo,Terra,NA,264.846855743871,2021-05-01
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,NA,259.350170495161,2021-05-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,255.649061654803,2021-05-01
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,NA,250.449683550968,2021-05-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,247.336633395161,2021-05-01
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,NA,240.869085538387,2021-05-01
7-LUC-59HP-AM,Leste do Urucu,Solimões,Terra,NA,230.776983944839,2021-05-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1331.22570688,2021-06-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,870.282734109549,2021-06-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,733.061981107759,2021-06-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,614.8918256,2021-06-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,589.079284001333,2021-06-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,542.487568841417,2021-06-01
7-LUC-69HP-AM,Leste do Urucu,Solimões,Terra,NA,535.676071517,2021-06-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,517.558902793,2021-06-01
7-RFQ-15D-RN,Riacho da Forquilha,Potiguar,Terra,NA,509.437980243163,2021-06-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,477.000949951,2021-06-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,460.852491757,2021-06-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,456.612530836,2021-06-01
7-RFQ-30D-RN,Riacho da Forquilha,Potiguar,Terra,NA,375.403301144427,2021-06-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,374.720672258333,2021-06-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,352.909707781667,2021-06-01
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,NA,333.909659394,2021-06-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,315.723512420333,2021-06-01
7-FAL-172-ES,Fazenda Alegre,Espírito Santo,Terra,NA,306.45736432833297,2021-06-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,297.263968372,2021-06-01
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,NA,297.165847336,2021-06-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,295.973089699667,2021-06-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,281.401696533,2021-06-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,280.835613633,2021-06-01
7-C-207-BA,Candeias,Recôncavo,Terra,NA,262.988906739,2021-06-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,262.479432129,2021-06-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,256.837891879667,2021-06-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,254.624717401,2021-06-01
7-LUC-32HA-AM,Leste do Urucu,Solimões,Terra,NA,252.789350843,2021-06-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,251.75140010699,2021-06-01
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,NA,246.184631022333,2021-06-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1316.13909035226,2021-07-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,1073.9617710002,2021-07-01
7-RFQ-15D-RN,Riacho da Forquilha,Potiguar,Terra,NA,939.356527748554,2021-07-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,821.373196979314,2021-07-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,638.947589449486,2021-07-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,626.907188773871,2021-07-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,603.908802854516,2021-07-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,588.842881830645,2021-07-01
7-LUC-69HP-AM,Leste do Urucu,Solimões,Terra,NA,466.708162839032,2021-07-01
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,NA,438.845319024516,2021-07-01
7-LUC-25-AM,Leste do Urucu,Solimões,Terra,NA,422.962534289032,2021-07-01
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,NA,409.936743573226,2021-07-01
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,NA,362.020565199032,2021-07-01
7-LUC-36HP-AM,Leste do Urucu,Solimões,Terra,NA,355.787160591935,2021-07-01
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,NA,334.968701080323,2021-07-01
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,NA,311.129915386129,2021-07-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,301.692777794793,2021-07-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,299.565998252581,2021-07-01
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,NA,294.392528079032,2021-07-01
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,NA,288.68401826129,2021-07-01
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,NA,280.78969802,2021-07-01
4-LUC-3-AM,Leste do Urucu,Solimões,Terra,NA,272.722712349355,2021-07-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,267.541532086129,2021-07-01
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,NA,266.548350797419,2021-07-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,261.237925083548,2021-07-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,248.488886007742,2021-07-01
7-FAL-172-ES,Fazenda Alegre,Espírito Santo,Terra,NA,248.006193814516,2021-07-01
7-LUC-32HA-AM,Leste do Urucu,Solimões,Terra,NA,246.845013729677,2021-07-01
7-C-207-BA,Candeias,Recôncavo,Terra,NA,240.890389733548,2021-07-01
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,NA,236.557116437742,2021-07-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1192.66423603645,2021-08-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,928.005321844353,2021-08-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,834.615637157114,2021-08-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,587.403124031935,2021-08-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,570.306405966452,2021-08-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,564.060827533548,2021-08-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,543.742712262581,2021-08-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,530.852288402829,2021-08-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,414.166539349677,2021-08-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,373.344455067097,2021-08-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,371.916262402903,2021-08-01
7-FAL-172-ES,Fazenda Alegre,Espírito Santo,Terra,NA,346.308011127742,2021-08-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,332.870745099677,2021-08-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,323.178756580968,2021-08-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,319.910084351935,2021-08-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,318.394296953123,2021-08-01
7-RFQ-15D-RN,Riacho Da Forquilha,Potiguar,Terra,NA,310.851134775161,2021-08-01
7-C-207-BA,Candeias,Recôncavo,Terra,NA,300.007705232258,2021-08-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,291.944980400645,2021-08-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,278.541801084839,2021-08-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,277.374534087097,2021-08-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,273.98473229129,2021-08-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,273.461866472903,2021-08-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,269.941196049677,2021-08-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,267.601386729677,2021-08-01
3-CAC-4-RN,Cachoeirinha,Potiguar,Terra,NA,247.259808438439,2021-08-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,240.582797734839,2021-08-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,239.151561614194,2021-08-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,233.15635819871,2021-08-01
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,NA,231.473123883871,2021-08-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1026.885073277,2021-09-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,786.698203796749,2021-09-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,765.29001988305,2021-09-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,612.769853366333,2021-09-01
7-CNC-9-ES,Cancã,Espírito Santo,Terra,NA,607.423514866333,2021-09-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,583.773829266333,2021-09-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,558.688599364,2021-09-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,514.08271979011,2021-09-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,406.389446287667,2021-09-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,396.990792865,2021-09-01
7-FAL-172-ES,Fazenda Alegre,Espírito Santo,Terra,NA,364.608964042,2021-09-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,347.852910202,2021-09-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,343.204530951667,2021-09-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,342.481202801667,2021-09-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,333.550720903333,2021-09-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,301.114590054,2021-09-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,293.08660992993,2021-09-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,286.341503646667,2021-09-01
7-RFQ-15D-RN,Riacho Da Forquilha,Potiguar,Terra,NA,284.059101422537,2021-09-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,283.230773281,2021-09-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,269.212044753,2021-09-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,263.976197248667,2021-09-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,262.861223596,2021-09-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,253.550627513333,2021-09-01
7-BSU-9-BA,Bonsucesso,Recôncavo,Terra,NA,246.0701355143,2021-09-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,244.529782011333,2021-09-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,236.438780087667,2021-09-01
3-CAC-4-RN,Cachoeirinha,Potiguar,Terra,NA,230.010896178547,2021-09-01
7-RFQ-30D-RN,Riacho Da Forquilha,Potiguar,Terra,NA,229.16033355866,2021-09-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,225.771052667333,2021-09-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1156.86770994387,2021-10-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,801.2353578078,2021-10-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,743.5108781252,2021-10-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,603.906773883548,2021-10-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,519.973926066774,2021-10-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,481.699011937097,2021-10-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,416.204234892581,2021-10-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,404.269016071935,2021-10-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,379.80956815871,2021-10-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,369.239643902258,2021-10-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,356.008521324516,2021-10-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,351.980259176348,2021-10-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,344.979643835161,2021-10-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,342.627051998064,2021-10-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,341.12845404129,2021-10-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,303.56510003,2021-10-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,280.952421491613,2021-10-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,257.27270712129,2021-10-01
7-RFQ-15D-RN,Riacho Da Forquilha,Potiguar,Terra,NA,256.673795471032,2021-10-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,256.220482777419,2021-10-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,NA,246.217858803548,2021-10-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,NA,246.138120244516,2021-10-01
7-TIE-3DB-BA,Tiê,Recôncavo,Terra,NA,242.313854895387,2021-10-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,239.02596831129,2021-10-01
7-CNC-48-ES,Cancã,Espírito Santo,Terra,NA,236.771172874839,2021-10-01
1-SUC-1-AM,Sudoeste Urucu,Solimões,Terra,NA,235.963642429677,2021-10-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,233.364327722903,2021-10-01
8-FAL-171-ES,Fazenda Alegre,Espírito Santo,Terra,NA,225.2380961,2021-10-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,224.998229123223,2021-10-01
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,NA,224.774679130968,2021-10-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,838.997457641267,2021-12-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,688.79080329,2021-12-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,681.99475285972,2021-12-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,642.54325063968,2021-12-01
3-BRSA-1323-RN,Boa Esperança,Potiguar,Terra,NA,481.094605833458,2021-12-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,455.892935992581,2021-12-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,451.840269381613,2021-12-01
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,NA,431.515661403548,2021-12-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,424.401277602258,2021-12-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,393.054284841935,2021-12-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,373.084949680323,2021-12-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,367.345193709677,2021-12-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,339.532465478064,2021-12-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,337.522363940323,2021-12-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,329.820593043871,2021-12-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,324.539993203226,2021-12-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,322.972483276503,2021-12-01
7-FAL-153D-ES,Fazenda Alegre,Espírito Santo,Terra,NA,314.844555433871,2021-12-01
7-ANB-16D-AL,Anambé,Alagoas,Terra,NA,285.950182779355,2021-12-01
7-SER-38D-RNS,Macau,Potiguar,Terra,NA,284.30882642529,2021-12-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,283.239274669355,2021-12-01
1-SMT-2-AM,Araracanga,Solimões,Terra,NA,266.06525281,2021-12-01
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,NA,264.078687335484,2021-12-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,263.943152074839,2021-12-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,260.828072948064,2021-12-01
1-GPK-4D-BA,Tiriba,Recôncavo,Terra,NA,251.188228983226,2021-12-01
7-LUC-24DP-AM,Leste Do Urucu,Solimões,Terra,NA,249.347749418387,2021-12-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,236.3710598,2021-12-01
7-C-207-BA,Candeias,Recôncavo,Terra,NA,235.031533167097,2021-12-01
1-SUC-1-AM,Sudoeste Urucu,Solimões,Terra,NA,233.475921126129,2021-12-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1231.574989088,2021-11-01
7-TIE-2DB-BA,Tiê,Recôncavo,Terra,NA,794.580233072971,2021-11-01
7-LUC-36HP-AM,Leste Do Urucu,Solimões,Terra,NA,692.448327805,2021-11-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,652.946593403851,2021-11-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,526.308238163333,2021-11-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,434.311799820667,2021-11-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,433.664788032,2021-11-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,430.419875053,2021-11-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,413.012825878,2021-11-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,394.724574322,2021-11-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,377.594696107667,2021-11-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,352.209232608,2021-11-01
