Bacia,Consumo Interno,Queima,Disponível,Injeção,Produção,mes,Injeção descontando CO2,Produção descontando CO2
Recôncavo,97.3401793548387,74.2416735483871,1416.21856225806,478.843812258065,2066.64422741935,2021-01-01,NA,NA
Espírito Santo,291.127479032258,32.5217816129032,621.166750322581,0,944.816010967742,2021-01-01,NA,NA
Potiguar,61.7133303225806,56.7859416129032,534.748569354839,0,653.247841290323,2021-01-01,NA,NA
Alagoas,3.35128967741935,13.2700932258065,635.971571290323,0,652.592954193548,2021-01-01,NA,NA
Sergipe,32.8273109677419,21.526747741935498,2.68064774193548,0,57.0347064516129,2021-01-01,NA,NA
Tucano Sul,-1e-38,0.00712806451612903,48.8581274193548,0,48.865255483871,2021-01-01,NA,NA
Barreirinhas,0,0.204,0,0,0.204,2021-01-01,NA,NA
Total Geral,14020.8946674194,2901.02677645161,61192.2947796774,57814.8649583871,135929.081181935,2021-01-01,NA,NA
Santos,7248.13973451613,1599.35885096774,28683.8613012903,52536.091036129,90067.4509229032,2021-03-01,NA,NA
Campos,5285.32364258065,1179.99140806452,7484.84693096774,188.352869354839,14138.5148509677,2021-03-01,NA,NA
Solimões,427.869418709677,157.961257419355,7065.64478064516,6083.83148387097,13735.3069406452,2021-03-01,NA,NA
Camamu,80.8975483870968,3.01638709677419,3554.78819967742,0,3638.70213516129,2021-03-01,NA,NA
Recôncavo,100.151048387097,71.4089329032258,1446.16501322581,502.010746451613,2119.73574096774,2021-03-01,NA,NA
Espírito Santo,185.45080516129,38.3033790322581,741.959517741935,0,965.713701935484,2021-03-01,NA,NA
Potiguar,59.2937893548387,74.5660748387097,516.248680322581,0,650.108544516129,2021-03-01,NA,NA
Alagoas,2.73509612903226,14.3565670967742,604.997004193548,0,622.088667419355,2021-03-01,NA,NA
Tucano Sul,-1e-38,0.00840903225806452,70.4711,0,70.4795090322581,2021-03-01,NA,NA
Sergipe,32.7230587096774,22.6891567741935,4.17723032258065,0,59.5894458064516,2021-03-01,NA,NA
Parnaíba,3.12832612903226,11.2496964516129,4.00734032258065,0,18.3853629032258,2021-03-01,NA,NA
Barreirinhas,0,0.228774193548387,0,0,0.228774193548387,2021-03-01,NA,NA
Total Geral,13425.7124680645,3173.13889387097,50177.1670987097,59310.2861358065,126086.304596452,2021-03-01,NA,NA
Santos,7297.06638033333,1420.38559233333,29659.425822,54167.6946673333,92544.572462,2021-04-01,NA,NA
Campos,5795.429176,1001.02872366667,9822.18069066667,57.7206993333333,16676.3592896667,2021-04-01,NA,NA
Solimões,424.003066,227.671765666667,6705.067988,6285.99853333333,13642.741353,2021-04-01,NA,NA
Camamu,70.4046,2.9912,3077.50892366667,0,3150.90472366667,2021-04-01,NA,NA
Recôncavo,103.313951333333,82.4021593333333,1282.486051,509.531772333333,1977.733934,2021-04-01,NA,NA
Parnaíba,3.03938233333333,22.676834,1162.00530766667,0,1187.721524,2021-04-01,NA,NA
Espírito Santo,245.241903666667,55.4050333333333,624.727462,0,925.374399,2021-04-01,NA,NA
Potiguar,58.2677083333333,44.597369,536.628104333333,0,639.493181666667,2021-04-01,NA,NA
Alagoas,2.97326633333333,10.7738676666667,554.129836333333,0.0066,567.883570333333,2021-04-01,NA,NA
Tucano Sul,0,0.00660733333333333,66.3420696666667,0,66.348677,2021-04-01,NA,NA
Sergipe,28.5073096666667,19.495805,4.41182466666667,0,52.4149393333333,2021-04-01,NA,NA
Barreirinhas,0,0.253333333333333,0,0,0.253333333333333,2021-04-01,NA,NA
Total Geral,14028.2467439999,2887.68829066667,53494.91408,61020.9522723333,131431.801387,2021-04-01,NA,NA
Santos,7037.93945774194,1484.74108741935,28153.4692512903,53484.9325106452,90161.0823070968,2021-05-01,NA,NA
Campos,5700.15085387097,999.330220967742,10209.0652454839,0.365902258064516,16908.9122225806,2021-05-01,NA,NA
Solimões,425.619321935484,270.665870322581,6882.43791483871,5975.94532258065,13554.6684296774,2021-05-01,NA,NA
Parnaíba,8.80473774193548,7.16455096774194,5833.73459967742,0,5849.7038883871,2021-05-01,NA,NA
Camamu,80.8807419354839,3.15954838709677,3579.40081677419,0,3663.44110709677,2021-05-01,NA,NA
Recôncavo,106.298753548387,70.0478858064516,1488.2579383871,512.438714516129,2177.04329225806,2021-05-01,NA,NA
Espírito Santo,283.28247516129,31.4662022580645,616.576603225806,0,931.325280645161,2021-05-01,NA,NA
Potiguar,61.3471290322581,43.1372441935484,535.584414193548,0,640.068787419355,2021-05-01,NA,NA
Alagoas,2.89803161290323,15.2141412903226,530.942746451613,0.00725806451612903,549.062177419355,2021-05-01,NA,NA
Tucano Sul,-1e-38,0.00833967741935484,63.0359196774194,0,63.0442593548387,2021-05-01,NA,NA
Sergipe,26.9027422580645,19.4011322580645,5.45735193548387,0,51.7612264516129,2021-05-01,NA,NA
Amazonas,0.110651290322581,3.26392129032258,0.409038387096774,0,3.78361096774194,2021-05-01,NA,NA
Barreirinhas,0,0.209548387096774,0,0,0.209548387096774,2021-05-01,NA,NA
Total Geral,13734.2348961291,2947.80969322581,57898.3718403226,59973.6897080645,134554.106137742,2021-05-01,NA,NA
Santos,7146.72596133333,1719.09890166667,30013.473265,54490.7517583333,93370.0498863333,2021-06-01,NA,NA
Campos,5177.79096833333,988.444756333333,7536.08928766667,54.7845946666667,13757.109607,2021-06-01,NA,NA
Solimões,421.349065666667,226.321966,7401.86952966667,5273.83906666667,13323.379628,2021-06-01,NA,NA
Parnaíba,10.1536993333333,8.57297366666667,7245.15641633333,0,7263.88308933333,2021-06-01,NA,NA
Camamu,81.6753666666667,3.27106666666667,3550.955878,0,3635.90231133333,2021-06-01,NA,NA
Recôncavo,100.475905333333,74.454766,1475.624407,523.354255666667,2173.909334,2021-06-01,NA,NA
Espírito Santo,339.142732333333,25.2037743333333,591.680618333333,0,956.027125,2021-06-01,NA,NA
Potiguar,63.2101493333333,43.271371,590.653530333333,0,697.135050666667,2021-06-01,NA,NA
Alagoas,2.665233,11.8324446666667,432.584658666667,0.00123333333333333,447.083569666667,2021-06-01,NA,NA
Tucano Sul,0,0.00770766666666667,65.7767763333333,0,65.784484,2021-06-01,NA,NA
Sergipe,27.0330263333333,18.1425513333333,4.89451233333333,0,50.07009,2021-06-01,NA,NA
Amazonas,-3.3e-39,9.500306,0.0789303333333333,0,9.57923633333333,2021-06-01,NA,NA
Barreirinhas,0,0.1164,0,0,0.1164,2021-06-01,NA,NA
Total Geral,13370.2221076667,3128.23898533333,58908.83781,60342.7309086666,135750.029811667,2021-06-01,NA,NA
Santos,7066.31579935484,1866.57382,25446.4936829032,59647.8457990323,94027.2291012903,2021-07-01,NA,NA
Campos,5973.18960935484,1270.71821806452,9112.00987548387,62.8422222580645,16418.7599251613,2021-07-01,NA,NA
Solimões,429.324773548387,178.243128387097,7572.22008709677,5358.514,13538.3019890323,2021-07-01,NA,NA
Parnaíba,10.6570370967742,21.720675483871,7401.82662322581,0,7434.20433580645,2021-07-01,NA,NA
Camamu,72.9566451612903,3.18790322580645,3085.81028129032,0,3161.95482967742,2021-07-01,NA,NA
Recôncavo,98.5342096774193,57.3407132258065,1597.97326290323,466.30397483871,2220.15216064516,2021-07-01,NA,NA
Espírito Santo,292.99611483871,23.6848487096774,677.229839677419,0,993.910803225806,2021-07-01,NA,NA
Potiguar,66.3073922580645,42.9679212903226,583.902274193548,0,693.177587741935,2021-07-01,NA,NA
Alagoas,3.04525774193548,11.204545483871,515.640051612903,0,529.88985483871,2021-07-01,NA,NA
Tucano Sul,0,0.00654096774193548,66.8490448387097,0,66.8555858064516,2021-07-01,NA,NA
Sergipe,26.7126064516129,19.7451590322581,5.62931870967742,0,52.0870841935484,2021-07-01,NA,NA
Amazonas,1e-38,20.2864329032258,21.0366477419355,0,41.3230806451613,2021-07-01,NA,NA
Barreirinhas,0,0.175225806451613,0,0,0.175225806451613,2021-07-01,NA,NA
Total Geral,14040.0394454839,3515.85513258065,56086.6209896774,65535.5059961291,139178.021563871,2021-07-01,NA,NA
Santos,6911.03744870968,1724.98857354839,23964.4060493548,58720.366773871,91320.7988454839,2021-08-01,NA,NA
Campos,5764.03165354839,953.597915483871,9444.36258290323,52.0678990322581,16214.0600509677,2021-08-01,NA,NA
Solimões,432.358450967742,204.290870322581,7469.83407354839,5217.60309677419,13324.0864916129,2021-08-01,NA,NA
Parnaíba,21.469127741935502,12.9596312903226,7957.41941483871,0,7991.84817387097,2021-08-01,NA,NA
Camamu,68.7988387096774,3.33674193548387,3027.63241451613,0,3099.76799516129,2021-08-01,NA,NA
Recôncavo,103.18184516129,58.7344774193548,1522.40440709677,482.004916129032,2166.32564580645,2021-08-01,NA,NA
Espírito Santo,300.03203,48.6907516129032,656.182318387097,0,1004.9051,2021-08-01,NA,NA
Potiguar,67.5584680645161,44.8341070967742,570.749253548387,0,683.141828709677,2021-08-01,NA,NA
Alagoas,2.65512838709677,22.881554516129,576.889787419355,0.00716129032258065,602.433631612903,2021-08-01,NA,NA
Amazonas,1e-38,10.0512403225806,68.2744841935484,0,78.325724516129,2021-08-01,NA,NA
Tucano Sul,1e-38,0.00736903225806452,63.0646390322581,0,63.0720080645161,2021-08-01,NA,NA
Sergipe,27.1983377419355,17.1866458064516,1.07577322580645,0,45.4607567741935,2021-08-01,NA,NA
Barreirinhas,0,0.171483870967742,0,0,0.171483870967742,2021-08-01,NA,NA
Total Geral,13698.3213290323,3101.73136225807,55322.2951980645,64472.0498470967,136594.397736452,2021-08-01,NA,NA
Santos,7165.177257,2565.390354,19214.9006433333,61415.288879,90360.7571333333,2021-09-01,NA,NA
Campos,5422.42835366667,973.540083666667,8308.75401466667,43.577363,14748.299815,2021-09-01,NA,NA
Solimões,420.158899,210.703399333333,7182.101654,5064.98076666667,12877.944719,2021-09-01,NA,NA
Parnaíba,42.9723253333333,7.68705933333333,8026.13080566667,0,8076.79019033333,2021-09-01,NA,NA
Camamu,63.8457666666667,35.5642333333333,2669.77794033333,0,2769.18794033333,2021-09-01,NA,NA
Recôncavo,101.467319,60.5713103333333,1465.02879166667,510.251057,2137.318478,2021-09-01,NA,NA
Espírito Santo,253.950438,19.850491,627.417855,0,901.218784,2021-09-01,NA,NA
Potiguar,70.4831493333333,71.9134606666667,523.285267666667,0,665.681877666667,2021-09-01,NA,NA
Alagoas,2.86433266666667,14.1504273333333,577.147759666667,0.00566666666666667,594.168186333333,2021-09-01,NA,NA
Amazonas,0,10.33658,125.26573,0,135.60231,2021-09-01,NA,NA
Tucano Sul,0,0.010106,65.367372,0,65.377478,2021-09-01,NA,NA
Sergipe,24.5188283333333,15.8709856666667,-0.00290866666666667,0,40.3869053333333,2021-09-01,NA,NA
Barreirinhas,0,0.151866666666667,0,0,0.151866666666667,2021-09-01,NA,NA
Total Geral,13567.866669,3985.74035733333,48785.1749253333,67034.1037323333,133372.885684,2021-09-01,NA,NA
Santos,6714.57055967742,2719.48087774194,27185.9536416129,51102.0072464516,87722.0123254839,2021-10-01,NA,NA
Campos,5256.15122354839,1059.63556483871,8538.18180903226,6.64861193548387,14860.6172093548,2021-10-01,NA,NA
Solimões,415.175482580645,197.493482903226,7216.21098193548,5770.71890322581,13599.5988506452,2021-10-01,NA,NA
Parnaíba,43.8379116129032,25.735009032258102,7911.52773709677,0,7981.10065774194,2021-10-01,NA,NA
Camamu,74.8977096774193,3.26403225806452,3168.50104677419,0,3246.66278870968,2021-10-01,NA,NA
Recôncavo,102.720609677419,54.6148670967742,1619.13572193548,466.665635483871,2243.13683419355,2021-10-01,NA,NA
Espírito Santo,242.565201612903,35.4679625806452,362.656364193548,0,640.689528387097,2021-10-01,NA,NA
Potiguar,47.896664516129,175.843039677419,360.18563483871,0,583.925339032258,2021-10-01,NA,NA
Alagoas,2.60445096774194,15.3350632258065,530.644031612903,0.0106451612903226,548.594190967742,2021-10-01,NA,NA
Amazonas,2.06611741935484,39.7251716129032,125.265833225806,0,167.057122258065,2021-10-01,NA,NA
Tucano Sul,1e-38,0.0135793548387097,65.7901248387097,0,65.8037041935484,2021-10-01,NA,NA
Sergipe,27.4452222580645,16.5382996774193,-0.00288064516129032,0,43.9806412903226,2021-10-01,NA,NA
Barreirinhas,0,0.0803870967741935,0,0,0.0803870967741935,2021-10-01,NA,NA
Total Geral,12929.9311535485,4343.22733709677,57084.0500464516,57346.0510422581,131703.259579355,2021-10-01,NA,NA
Santos,7299.15688193548,1881.42390032258,29856.145293871,53741.1574125806,92777.8834887097,2021-12-01,NA,NA
Campos,5441.58897548387,1065.08520870968,8598.80838451613,21.5724835483871,15127.0550522581,2021-12-01,NA,NA
Solimões,444.766192258065,196.509483225806,6623.01197258065,6546.29235483871,13810.5800029032,2021-12-01,NA,NA
Parnaíba,22.6121690322581,6.65616387096774,3402.91265774194,0,3432.18099064516,2021-12-01,NA,NA
Camamu,58.4355161290323,3.02629032258065,2442.47667645161,0,2503.93848290323,2021-12-01,NA,NA
Recôncavo,98.3827864516129,58.7156680645161,1612.35063516129,386.90486,2156.35394967742,2021-12-01,NA,NA
Espírito Santo,287.999244193548,32.6205848387097,593.359159677419,0,913.978988709677,2021-12-01,NA,NA
Potiguar,63.0106048387097,45.6207074193548,666.89034,0,775.521652258065,2021-12-01,NA,NA
Alagoas,1.87299935483871,15.7141158064516,479.583566129032,0.00258064516129032,497.173261935484,2021-12-01,NA,NA
Amazonas,1.37824096774194,6.06699935483871,99.2707438709677,0,106.715984193548,2021-12-01,NA,NA
Tucano Sul,3.65028967741935,0.00492935483870968,89.9993187096774,0,93.6545377419355,2021-12-01,NA,NA
Sergipe,23.7437016129032,17.0112787096774,0.131359677419355,2.45138709677419,43.3377270967742,2021-12-01,NA,NA
Barreirinhas,0,0.177806451612903,0,0,0.177806451612903,2021-12-01,NA,NA
Total Geral,13746.5976019353,3328.63313645161,54464.9401083871,60698.3810787097,132238.551925484,2021-12-01,NA,NA
Santos,7111.14422566667,2253.49201533333,31546.302165,51109.2450893333,92020.1834953333,2021-11-01,NA,NA
Campos,5512.97613766667,1170.68231733333,8475.69103633333,107.20749866666699,15266.55699,2021-11-01,NA,NA
Solimões,423.137966,159.417266333333,7466.09384033333,5793.48113333333,13842.130206,2021-11-01,NA,NA
Parnaíba,44.4588416666667,17.9026333333333,7480.32111066667,0,7542.68258566667,2021-11-01,NA,NA
Camamu,78.8423,3.20946666666667,3342.41081566667,0,3424.46258233333,2021-11-01,NA,NA
Recôncavo,97.3030663333333,60.757267,1558.20022166667,408.176557666667,2124.43711266667,2021-11-01,NA,NA
Espírito Santo,278.12896,23.4172553333333,575.857125,0,877.403340333333,2021-11-01,NA,NA
Potiguar,68.3430633333333,42.4986563333333,625.218800333333,0,736.06052,2021-11-01,NA,NA
Alagoas,2.169433,20.7433973333333,373.682309333333,0.0066,396.601739666667,2021-11-01,NA,NA
Amazonas,2.247075,22.8634443333333,213.561778,0,238.672297333333,2021-11-01,NA,NA
Tucano Sul,2.71313333333333,0.00343466666666667,72.5830446666667,0,75.2996126666667,2021-11-01,NA,NA
Sergipe,25.3173793333333,14.9330726666667,0.0948343333333333,0,40.3452863333333,2021-11-01,NA,NA
Barreirinhas,0,0.121333333333333,0,0,0.121333333333333,2021-11-01,NA,NA
Total Geral,13646.7815813333,3790.04156,61730.0170813333,57418.116879,136584.957101667,2021-11-01,NA,NA
Santos,7073.83461357143,1797.88855071428,27003.8765160714,53036.67963,88912.2793103571,2021-02-01,NA,NA
Campos,5389.08299857143,1156.91696071429,9621.95488785714,83.4900657142857,16251.4449128571,2021-02-01,NA,NA
Solimões,414.982641428571,225.389856428571,6960.66808035714,5503.65242857143,13104.6930067857,2021-02-01,NA,NA
Parnaíba,9.53864535714286,74.1757578571428,5266.10888607143,0,5349.82328928571,2021-02-01,NA,NA
Camamu,70.3782142857143,3.24839285714286,2798.31385285714,0,2871.94046,2021-02-01,NA,NA
Recôncavo,99.3307875,74.6177839285714,1549.52378285714,472.632473928571,2196.10482821429,2021-02-01,NA,NA
Espírito Santo,287.7824975,39.7597721428571,681.23471,0,1008.77697964286,2021-02-01,NA,NA
Potiguar,62.1323703571428,64.1492914285714,515.836026071429,0,642.117687857143,2021-02-01,NA,NA
Alagoas,3.37924928571429,16.0673921428571,610.575165,4.64285714285714e-4,630.022270714286,2021-02-01,NA,NA
Sergipe,38.9926307142857,22.1828907142857,3.1278325,0,64.3033539285714,2021-02-01,NA,NA
Tucano Sul,1e-38,0.00581107142857143,54.9607235714286,0,54.9665346428571,2021-02-01,NA,NA
Barreirinhas,0,0.283714285714286,0,0,0.283714285714286,2021-02-01,NA,NA
Total Geral,13449.4346485715,3474.68617428571,55066.1804632143,59096.4550625,131086.756348571,2021-02-01,NA,NA
Santos,7779.39575,1352.29245133333,31482.483795,59931.4414966667,100545.613493,2022-04-01,NA,NA
Solimões,461.7949,221.491066333333,6411.94066666667,7100.26533333333,14195.4919663333,2022-04-01,NA,NA
Campos,5334.18321233333,952.247302,7257.27979933333,235.687933333333,13779.398247,2022-04-01,NA,NA
Camamu,79.8268333333333,3.99616666666667,2916.3588,0,3000.1818,2022-04-01,NA,NA
Recôncavo,119.890083,72.5982643333333,1618.53471533333,337.026309333333,2148.049372,2022-04-01,NA,NA
Potiguar,88.4904536666667,44.4020426666667,742.728729,0,875.621225333333,2022-04-01,NA,NA
Alagoas,2.212961,15.977303,819.912931333333,0.00484033333333333,838.108035666667,2022-04-01,NA,NA
Espírito Santo,277.610416,35.9652613333333,506.033418,0,819.609095333333,2022-04-01,NA,NA
Amazonas,1.792269,17.458507,346.219094333333,0,365.469870333333,2022-04-01,NA,NA
Tucano Sul,3.52719933333333,0.00954,102.891419333333,0,106.428158666667,2022-04-01,NA,NA
Parnaíba,1.54765633333333,29.0416203333333,42.6733006666667,0,73.2625773333333,2022-04-01,NA,NA
Sergipe,16.8443823333333,13.9833076666667,1.79736533333333,12.3108333333333,44.9358886666667,2022-04-01,NA,NA
Barreirinhas,0,0.0977333333333333,0,0,0.0977333333333333,2022-04-01,NA,NA
Total Geral,14167.1161163332,2759.560566,52248.8540343333,67616.7367463334,136792.267463,2022-04-01,NA,NA
Santos,8043.77542535714,1625.0322675,29787.9137378571,59328.9856628571,98785.7070935714,2022-02-01,NA,NA
Campos,5204.36172,930.421565714286,7502.88161285714,156.539964285714,13794.2048628571,2022-02-01,NA,NA
Solimões,411.079463214286,270.092213571429,6285.55764964286,6059.64121428571,13026.3705407143,2022-02-01,NA,NA
Camamu,76.0203928571429,3.45642857142857,2932.11606285714,0,3011.59288428571,2022-02-01,NA,NA
Recôncavo,120.4346875,72.2429107142857,1572.33558285714,401.813517142857,2166.82669821429,2022-02-01,NA,NA
Potiguar,103.847207142857,38.8253964285714,765.231372857143,0,907.903976428571,2022-02-01,NA,NA
Espírito Santo,257.830502857143,40.522935,484.785643214286,0,783.139081071429,2022-02-01,NA,NA
Alagoas,2.02714,19.2109489285714,384.547644285714,0.00928857142857143,405.795021785714,2022-02-01,NA,NA
Amazonas,1.58858928571429,7.93542464285714,197.059657142857,0,206.583671071429,2022-02-01,NA,NA
Tucano Sul,1.95782107142857,0.00259642857142857,74.2940557142857,0,76.2544732142857,2022-02-01,NA,NA
Sergipe,16.90941,14.7708078571428,1.88622285714286,2.09532142857143,35.6617621428571,2022-02-01,NA,NA
Parnaíba,0.881218214285714,15.3573814285714,3.83571857142857,0,20.0743182142857,2022-02-01,NA,NA
Barreirinhas,0,0.111142857142857,0,0,0.111142857142857,2022-02-01,NA,NA
Total Geral,14240.7135775,3037.98201964286,49992.4449607142,65949.0849685714,133220.225526429,2022-02-01,NA,NA
Santos,8364.08751354839,1656.22055290323,29373.3383170968,60815.5064396774,100209.152823226,2022-01-01,NA,NA
Campos,5743.61080193548,1184.62663741935,8370.43846258065,133.559354516129,15432.2352564516,2022-01-01,NA,NA
Solimões,433.72016,161.276902580645,6278.7425916129,7126.58993548387,14000.3295896774,2022-01-01,NA,NA
Camamu,76.8280322580645,3.29974193548387,3137.59883903226,0,3217.72661322581,2022-01-01,NA,NA
Recôncavo,118.793969032258,66.1139322580645,1595.44546354839,395.044916774194,2175.3982816129,2022-01-01,NA,NA
Potiguar,102.741168387097,53.3159890322581,704.591146129032,0,860.648303548387,2022-01-01,NA,NA
Espírito Santo,247.421817741935,36.6223535483871,562.508724516129,0,846.55289580645206,2022-01-01,NA,NA
Alagoas,2.45780612903226,19.5842596774194,407.740243225806,0.00390322580645161,429.786212258065,2022-01-01,NA,NA
Amazonas,1.15846838709677,26.6852848387097,92.2000148387097,0,120.043768064516,2022-01-01,NA,NA
Tucano Sul,2.87387032258065,0.00266,85.8885377419355,0,88.7650680645161,2022-01-01,NA,NA
Sergipe,19.274294516129,15.0094525806452,1.02910967741935,1.94803225806452,37.2608890322581,2022-01-01,NA,NA
Parnaíba,2.47010677419355,8.59353806451613,2.22758806451613,0,13.2912329032258,2022-01-01,NA,NA
Barreirinhas,0,0.124774193548387,0,0,0.124774193548387,2022-01-01,NA,NA
Total Geral,15115.4380090322,3231.47607903226,50611.7490380645,68472.6525819355,137431.315708064,2022-01-01,NA,NA
Santos,7028.437406,3051.475153,27542.2703973333,55402.670908,93024.8538643333,2022-06-01,NA,NA
Solimões,455.654666666667,186.255666333333,6023.292901,6650.364,13315.567234,2022-06-01,NA,NA
Campos,4675.21747866667,918.279994333333,6525.835288,102.8716,12222.204361,2022-06-01,NA,NA
Parnaíba,46.604699,8.15421266666667,6502.14053,0,6556.89944166667,2022-06-01,NA,NA
Camamu,65.8138,3.75526666666667,2418.81396666667,0,2488.38303333333,2022-06-01,NA,NA
Recôncavo,111.658354666667,66.9275023333333,1769.40289,282.179947666667,2230.16869466667,2022-06-01,NA,NA
Alagoas,2.02404766666667,17.0681843333333,907.701501666667,0.012113,926.805846666667,2022-06-01,NA,NA
Potiguar,90.790027,42.825075,778.134131333333,0,911.749233333333,2022-06-01,NA,NA
Espírito Santo,80.9330056666667,24.9607483333333,519.269394333333,0,625.163148333333,2022-06-01,NA,NA
Amazonas,2.985953,29.6323573333333,442.794166666667,0,475.412477,2022-06-01,NA,NA
Tucano Sul,4.10593233333333,0.0101653333333333,115.644558,0,119.760655666667,2022-06-01,NA,NA
Sergipe,0.222702333333333,3.7341,1.81839266666667,0.0105333333333333,5.78572833333333,2022-06-01,NA,NA
Barreirinhas,0,0.0930666666666667,0,0,0.0930666666666667,2022-06-01,NA,NA
Total Geral,12564.4480730001,4353.17149233333,53547.1181176666,62438.109102,132902.846785,2022-06-01,NA,NA
Santos,7461.42912580645,3213.31880419355,26894.4065145161,59582.5024106452,97151.6568551613,2022-05-01,NA,NA
Solimões,444.098548387097,160.848612903226,5330.5314516129,7448.38035483871,13383.8589677419,2022-05-01,NA,NA
Campos,4882.51958516129,991.333315806452,6900.26090645161,176.759709677419,12950.8735170968,2022-05-01,NA,NA
Camamu,79.0234193548387,3.733,2934.15412903226,0,3016.9105483871,2022-05-01,NA,NA
Recôncavo,122.482484516129,56.8915493548387,1597.12933483871,285.976410322581,2062.47977903226,2022-05-01,NA,NA
Potiguar,83.4302612903226,37.4434009677419,770.439455806452,0,891.313118064516,2022-05-01,NA,NA
Alagoas,2.36455161290323,14.1826483870968,848.355578387097,0.00456483870967742,864.907343225806,2022-05-01,NA,NA
Espírito Santo,257.038590645161,38.3071090322581,492.379151612903,0,787.724851290323,2022-05-01,NA,NA
Amazonas,3.12532290322581,25.9715367741935,370.115128387097,0,399.211988064516,2022-05-01,NA,NA
Tucano Sul,3.47248322580645,0.00729225806451613,110.882344193548,0,114.362119677419,2022-05-01,NA,NA
Parnaíba,1.19217258064516,11.8323283870968,47.3608258064516,0,60.3853267741935,2022-05-01,NA,NA
Sergipe,11.1002590322581,11.3108319354839,2.10846741935484,4.75287096774194,29.2724293548387,2022-05-01,NA,NA
Barreirinhas,0,0.122838709677419,0,0,0.122838709677419,2022-05-01,NA,NA
Total Geral,13351.2768045162,4565.30326870968,46298.1232880645,67498.3763212903,131713.079682581,2022-05-01,NA,NA
Santos,7787.03310870968,1566.24487806452,32305.7592748387,58039.3478041935,99698.3850658065,2022-03-01,NA,NA
Solimões,438.675741290323,244.99687,6080.64457645161,6959.78609677419,13724.1032845161,2022-03-01,NA,NA
Campos,5305.66584645161,952.307425483871,6729.78213774194,207.663967741935,13195.4193774194,2022-03-01,NA,NA
Camamu,75.8890322580645,3.49229032258065,2813.33433322581,0,2892.71565580645,2022-03-01,NA,NA
Recôncavo,115.338758064516,74.5524135483871,1588.73152451613,390.763799354839,2169.38649548387,2022-03-01,NA,NA
Potiguar,99.5911464516129,35.8764016129032,761.509624516129,0,896.977172580645,2022-03-01,NA,NA
Espírito Santo,267.470598709677,38.6933035483871,482.161509677419,0,788.325411935484,2022-03-01,NA,NA
Alagoas,2.23889838709677,16.5452074193548,550.498407096774,3.35161290322581e-4,569.282848064516,2022-03-01,NA,NA
Amazonas,1.57766548387097,12.7305038709677,335.050736451613,0,349.358905806452,2022-03-01,NA,NA
Tucano Sul,3.32267677419355,0.00410290322580645,73.9558119354839,0,77.2825916129032,2022-03-01,NA,NA
Sergipe,20.0770358064516,15.5478532258065,1.68415,13.0518064516129,50.360845483871,2022-03-01,NA,NA
Parnaíba,1.72768548387097,15.7513280645161,13.1051932258065,0,30.5842067741935,2022-03-01,NA,NA
Barreirinhas,0,0.101677419354839,0,0,0.101677419354839,2022-03-01,NA,NA
Total Geral,14118.608193871,2976.84425548387,51736.2172796774,65610.6138096774,134442.28353871,2022-03-01,NA,NA
Santos,8315.046454516129,1963.821786774194,29965.96222935484,62686.22385903226,102632.41687419356,2022-08-01,NA,NA
Solimões,432.7422577419354,105.01877419354838,6150.742354516128,6510.1340322580645,13198.637418709677,2022-08-01,NA,NA
Campos,5114.706846129033,1049.0685325806453,5866.812503870967,32.93025806451613,11923.264950967741,2022-08-01,NA,NA
Parnaíba,26.83091870967742,8.577489032258066,4551.285339999999,0,4586.693747741936,2022-08-01,NA,NA
Camamu,73.46903225806452,3.547032258064516,2483.378322580645,0,2560.394387096774,2022-08-01,NA,NA
Recôncavo,123.28837870967743,56.18889999999998,1850.6170006451614,367.39489741935483,2377.4166390322575,2022-08-01,NA,NA
Potiguar,233.8150074193549,45.655653870967754,746.5890706451612,0,910.2331516129035,2022-08-01,NA,NA
Espírito Santo,132.5711935483871,14.383489354838712,580.0373235483871,0,651.7012967741935,2022-08-01,NA,NA
Alagoas,1.6817909677419354,17.24359967741935,533.4692196774195,0.005564193548387097,552.400174516129,2022-08-01,NA,NA
Amazonas,2.5346593548387095,27.60608935483871,360.25843258064515,0,390.39918064516127,2022-08-01,NA,NA
Tucano Sul,2.849192903225807,0.011002903225806451,146.94218548387096,0,149.80238129032261,2022-08-01,NA,NA
Paraná,0,0,23.761612903225807,0,23.761612903225807,2022-08-01,NA,NA
Sergipe,0.19754967741935484,3.1430209677419354,2.274127419354839,0,5.614698064516128,2022-08-01,NA,NA
Total,14459.733281935487,3294.265370967742,53262.1297232258,69596.68861096774,139962.73651354839,2022-08-01,NA,NA
Santos,8946.891964516128,2377.1240583870963,30395.062287096778,62723.23208451613,104262.26609258067,2022-12-01,NA,NA
Solimões,460.1651209677419,88.1228064516129,6466.1824216129025,6301.326064516129,13315.796413548387,2022-12-01,NA,NA
Campos,4639.566796451614,943.920504516129,5527.199001612903,96.96526322580645,11000.080604516128,2022-12-01,NA,NA
Parnaíba,37.82403483870967,6.999930967741935,3806.071987419355,0,3850.895953225806,2022-12-01,NA,NA
Recôncavo,129.04822290322582,64.61323483870967,1973.3449987096767,338.7998093548387,2482.5909841935486,2022-12-01,NA,NA
Camamu,63.75087451612903,3.1168948387096775,1938.263400967742,0,2005.1311703225806,2022-12-01,NA,NA
Potiguar,198.61521709677422,50.563587096774185,877.7550951612906,0,1025.5196499999997,2022-12-01,NA,NA
