Bacia,Consumo Interno,Queima,Disponível,Injeção,Produção,mes,Injeção descontando CO2,Produção descontando CO2
Alagoas,2.0083441935483872,17.267290645161292,830.233150967742,0.04234290322580645,849.5511287096775,2022-12-01,NA,NA
Amazonas,2.2987929032258063,132.61168903225808,466.8904867741935,0,601.8009680645162,2022-12-01,NA,NA
Espírito Santo,121.21741935483873,8.452970322580647,530.5509416129032,0,574.0142987096775,2022-12-01,NA,NA
Tucano Sul,2.455160322580645,0.005149999999999999,108.11625516129033,0,110.57656548387097,2022-12-01,NA,NA
Sergipe,4.42803870967742,14.02104064516129,12.34848612903226,7.191327741935484,37.707532903225804,2022-12-01,NA,NA
Paraná,0,0,26.903225806451612,0,26.903225806451612,2022-12-01,NA,NA
Total,14608.269986774194,3706.8191577419357,52958.92173903225,69467.55689225806,140142.83458806455,2022-12-01,NA,NA
Santos,7767.433289032258,2711.610015483871,30720.52058193549,59440.87673580645,100332.77154741934,2022-07-01,NA,NA
Solimões,448.49170967741935,175.3193548387097,6210.859935483871,6378.299,13212.969999999998,2022-07-01,NA,NA
Campos,4950.770221290323,965.7145116129032,4631.889650967741,310.5982258064517,10711.155799032256,2022-07-01,NA,NA
Parnaíba,22.488257419354838,19.682082903225808,3319.224354516129,0,3361.3946948387097,2022-07-01,NA,NA
Camamu,77.30799999999999,3.2893870967741936,2816.662322580645,0,2897.25970967742,2022-07-01,NA,NA
Recôncavo,131.32123483870967,60.049627419354856,1708.3271735483866,346.9285551612903,2221.0380874193547,2022-07-01,NA,NA
Potiguar,220.62106419354836,48.92255419354838,740.1548377419355,0,901.0902764516129,2022-07-01,NA,NA
Alagoas,2.089941612903226,14.493364838709677,878.4534903225806,0.010700322580645162,895.0474970967741,2022-07-01,NA,NA
Espírito Santo,125.24690322580646,14.318404516129029,379.68370548387094,0,481.5880793548388,2022-07-01,NA,NA
Amazonas,2.8381390322580646,54.437978709677424,407.40339290322584,0,464.67951032258065,2022-07-01,NA,NA
Tucano Sul,3.674870322580645,0.010315806451612902,129.39645741935482,0,133.08164354838706,2022-07-01,NA,NA
Paraná,0,0,11.855161290322581,0,11.855161290322581,2022-07-01,NA,NA
Sergipe,0.1890506451612903,3.8727945161290327,1.5900909677419355,0.017903225806451616,5.669839354838709,2022-07-01,NA,NA
Total,13752.472681290323,4071.720391935484,51956.021155161296,66476.73112032258,135629.6018458064,2022-07-01,NA,NA
Santos,8627.245125666668,2301.718876333334,28312.240975999997,64911.288229333346,103976.36616033332,2022-11-01,NA,NA
Solimões,444.7220543333333,106.08296666666665,5960.6956193333335,7010.835766666667,13522.336407,2022-11-01,NA,NA
Campos,4965.899284333334,966.7828250000002,6599.966500666666,138.68393866666665,12439.013579333336,2022-11-01,NA,NA
Parnaíba,27.941423666666665,6.603962333333333,3276.499215666667,0,3311.0446016666665,2022-11-01,NA,NA
Recôncavo,139.21984833333337,50.46714699999998,1960.816734333334,124.69432166666667,2254.0751206666678,2022-11-01,NA,NA
Camamu,57.45105933333333,3.336756333333333,1668.8996220000001,0,1729.6874376666667,2022-11-01,NA,NA
Potiguar,206.25222133333332,51.63867966666666,823.6586846666665,0,984.3046930000002,2022-11-01,NA,NA
Alagoas,2.159699333333333,12.854220999999999,840.1294993333333,0.0017259999999999999,855.1451456666668,2022-11-01,NA,NA
Amazonas,2.0704906666666667,119.51879166666667,495.1372406666667,0,616.7265223333333,2022-11-01,NA,NA
Espírito Santo,144.1845133333333,13.620459666666669,429.94910666666664,0,502.65036833333335,2022-11-01,NA,NA
Tucano Sul,3.2789916666666667,0.4812416666666667,128.62790133333334,0,132.38813466666667,2022-11-01,NA,NA
Paraná,0,0,28.35,0,28.35,2022-11-01,NA,NA
Sergipe,4.538904666666666,18.839176,1.8705543333333334,2.581336,27.829968666666666,2022-11-01,NA,NA
Total,14624.96361666667,3651.9451033333344,50526.841655000004,72188.08531833334,140379.9181393333,2022-11-01,NA,NA
Santos,8929.35235032258,1633.235989354839,31852.884410967737,68893.13627580645,111036.45523838709,2022-10-01,NA,NA
Solimões,457.86148838709676,100.45590322580647,6200.494489677419,7104.692838709678,13863.504719999999,2022-10-01,NA,NA
Campos,5149.64236516129,975.9128809677421,6923.815235483871,133.04168096774194,12992.298896451613,2022-10-01,NA,NA
Parnaíba,30.149053225806455,6.866556774193549,3588.750585806452,0,3625.7661958064523,2022-10-01,NA,NA
Recôncavo,127.06096870967741,48.005421612903234,1896.670194516129,222.41841322580643,2273.5315616129024,2022-10-01,NA,NA
Camamu,63.39244225806451,2.9675138709677418,1880.9894987096775,0,1947.3494548387098,2022-10-01,NA,NA
Potiguar,225.0724093548387,46.531375161290335,794.2972022580645,0,960.8282070967739,2022-10-01,NA,NA
Alagoas,2.1878383870967744,13.731215161290324,890.3659077419354,3.817660967741935,910.1026222580646,2022-10-01,NA,NA
Amazonas,2.218135806451613,56.485352258064516,458.83459645161287,0,517.5380838709677,2022-10-01,NA,NA
Espírito Santo,126.27796774193547,13.673195806451611,385.6207332258065,0,457.71632354838727,2022-10-01,NA,NA
Tucano Sul,2.6329248387096778,0.2493451612903226,122.44193838709677,0,125.32420838709676,2022-10-01,NA,NA
Paraná,0,0,26.42258064516129,0,26.42258064516129,2022-10-01,NA,NA
Sergipe,2.8512629032258063,9.095069354838708,1.9524396774193549,0,13.898767419354838,2022-10-01,NA,NA
Total,15118.699207096774,2907.2098187096776,55023.539813548385,76357.10686967743,148750.7368603226,2022-10-01,NA,NA
Santos,8543.471169666667,1890.4078233333335,32005.556806,62333.85202533334,104494.70727066668,2022-09-01,NA,NA
Campos,5449.119877999998,939.6262193333336,7598.5626636666675,32.712664,13787.017398,2022-09-01,NA,NA
Solimões,423.99197266666664,145.4899326666667,5946.682546999999,6229.670433333334,12745.834885666667,2022-09-01,NA,NA
Parnaíba,36.79964266666668,8.676211666666665,4872.798079333333,0,4918.273933666667,2022-09-01,NA,NA
Recôncavo,130.04999199999997,54.68893133333336,1892.7371823333337,351.29280666666665,2409.4724519999986,2022-09-01,NA,NA
Camamu,50.722202333333335,3.4583456666666668,1648.1118153333334,0,1702.2923633333335,2022-09-01,NA,NA
Potiguar,223.8299646666667,51.313818666666656,790.703809666667,0,960.7302686666669,2022-09-01,NA,NA
Alagoas,2.288586,15.713011333333332,875.4136820000001,0.004571333333333333,893.4198506666667,2022-09-01,NA,NA
Espírito Santo,129.23319999999998,15.221037,495.10565299999996,0,567.5681153333335,2022-09-01,NA,NA
Amazonas,2.280938,33.874615666666664,392.442008,0,428.5975613333333,2022-09-01,NA,NA
Tucano Sul,2.5974656666666665,0.009292,136.49856899999997,0,139.10532666666668,2022-09-01,NA,NA
Paraná,0,0,17.255999999999997,0,17.255999999999997,2022-09-01,NA,NA
Sergipe,0.23789266666666667,3.843484000000001,1.857191,0,5.938567666666668,2022-09-01,NA,NA
Total,14994.622904333331,3162.322722666667,56673.72600633332,68947.53250066667,143070.2139936667,2022-09-01,NA,NA
Santos,8829.898266666667,2319.3191,28141.864966666675,65008.11213333332,104040.73303333335,2023-04-01,NA,NA
Solimões,430.42316666666665,90.84293333333333,6373.4453,7512.819833333333,14407.531233333333,2023-04-01,NA,NA
Campos,5084.1566,1019.1646666666669,6857.518966666666,95.30940000000001,12928.102400000002,2023-04-01,NA,NA
Parnaíba,21.294,12.239566666666667,2290.0214333333333,0,2323.555,2023-04-01,NA,NA
Recôncavo,78.34226666666669,38.13006666666666,1859.8847333333329,253.06446666666668,2222.4182666666666,2023-04-01,NA,NA
Camamu,54.11893333333333,3.265233333333333,1946.4808666666665,0,2003.8650333333333,2023-04-01,NA,NA
Alagoas,2.3538666666666668,17.0269,1056.1141666666667,225.08283333333335,1300.5777666666665,2023-04-01,NA,NA
Potiguar,117.0915,259.96493333333336,635.0133000000002,0,971.6870333333335,2023-04-01,NA,NA
Espírito Santo,123.16643333333333,18.013233333333332,494.6608,0,604.09759999999994,2023-04-01,NA,NA
Amazonas,1.9228666666666667,66.8415,512.4985333333333,0,581.2629,2023-04-01,NA,NA
Tucano Sul,4.662033333333334,0.012933333333333333,132.995,0,137.66996666666668,2023-04-01,NA,NA
Sergipe,6.652733333333333,24.082666666666668,2.1023,19.0686,51.9063,2023-04-01,NA,NA
Paraná,0,0,27.461000000000002,0,27.461000000000002,2023-04-01,NA,NA
Total,14754.082666666667,3868.903733333334,50330.061366666676,73113.45726666666,141600.86753333334,2023-04-01,NA,NA
Santos,9891,1764,27983,78600,118071.56,2023-12-01,NA,NA
Solimões,427,73,6872,6646,14018.89,2023-12-01,NA,NA
Campos,5212,1014,6648,0,12893.23,2023-12-01,NA,NA
Parnaíba,14,8,3194,0,3216.62,2023-12-01,NA,NA
Recôncavo,113,63,2373,350,2889.72,2023-12-01,NA,NA
Camamu,57,5,1803,0,1865.07,2023-12-01,NA,NA
Alagoas,18,23,936,0,960.56,2023-12-01,NA,NA
Potiguar,159,242,645,0,943.63,2023-12-01,NA,NA
Amazonas,2,126,652,0,780.54,2023-12-01,NA,NA
Espírito Santo,358,47,522,0,768.02,2023-12-01,NA,NA
Tucano Sul,5,0,118,0,123.25,2023-12-01,NA,NA
Sergipe,12,27,1,20,60.16,2023-12-01,NA,NA
Paraná,0,0,27,0,26.74,2023-12-01,NA,NA
Total,16268,3393,51774,85617,156618.13,2023-12-01,NA,NA
Santos,9409.908642857145,2587.7081785714295,29592.741678571427,71394.50425,112757.72671428572,2023-02-01,NA,NA
Solimões,415.16053571428574,138.57335714285713,6531.134928571429,7137.687857142858,14222.55667857143,2023-02-01,NA,NA
Campos,4907.356964285714,826.56225,6851.2626785714265,0,12394.021999999999,2023-02-01,NA,NA
Recôncavo,73.47571428571428,33.27875,1832.983214285714,206.70514285714285,2132.3307857142854,2023-02-01,NA,NA
Camamu,50.568714285714286,3.1965714285714286,1741.8152499999999,0,1795.5805357142856,2023-02-01,NA,NA
Alagoas,1.8875,16.65532142857143,955.6677857142857,0,974.2106071428572,2023-02-01,NA,NA
Potiguar,123.51664285714286,90.78460714285714,757.1752142857143,0,932.7983571428568,2023-02-01,NA,NA
Amazonas,2.1524642857142857,69.79003571428572,533.641,0,605.5835,2023-02-01,NA,NA
Espírito Santo,153.8944285714286,19.68375,443.4454642857143,0,513.4874285714286,2023-02-01,NA,NA
Tucano Sul,4.468285714285714,0.025392857142857144,128.90303571428572,0,133.39671428571427,2023-02-01,NA,NA
Sergipe,6.216,14.819964285714288,2.1566785714285714,18.026464285714287,41.21910714285713,2023-02-01,NA,NA
Paraná,0,0,25.666785714285712,0,25.666785714285712,2023-02-01,NA,NA
Parnaíba,1.7449642857142857,8.491071428571429,0.2405,0,10.476535714285715,2023-02-01,NA,NA
Total,15150.350857142856,3809.569250000001,49396.83421428571,78756.92371428572,146539.05575,2023-02-01,NA,NA
Santos,9211.401612903226,2786.271741935484,30523.848322580652,66691.26583870967,109193.27719354835,2023-01-01,NA,NA
Solimões,356.20867741935484,99.97074193548387,5988.437225806451,6345.966870967742,12790.583516129034,2023-01-01,NA,NA
Campos,5082.764645161289,922.8576451612901,6022.0576451612915,85.39967741935483,11888.819387096775,2023-01-01,NA,NA
Parnaíba,25.13467741935484,7.89574193548387,2679.0979677419355,0,2712.1283870967745,2023-01-01,NA,NA
Recôncavo,84.9125806451613,40.93145161290324,1836.058,276.9031290322581,2227.4688064516126,2023-01-01,NA,NA
Camamu,44.28106451612903,3.3362903225806453,1251.669387096774,0,1299.2867419354839,2023-01-01,NA,NA
Potiguar,145.13974193548384,46.58945161290322,808.2104838709677,0,957.4290000000004,2023-01-01,NA,NA
Alagoas,1.7360967741935485,15.629838709677419,787.5445806451612,0.004645161290322581,804.9151612903224,2023-01-01,NA,NA
Amazonas,2.1407096774193546,187.17532258064514,504.23803225806455,0,693.554064516129,2023-01-01,NA,NA
Espírito Santo,124.43287096774196,14.38035483870968,440.4536129032258,0,490.8408064516128,2023-01-01,NA,NA
Tucano Sul,3.405516129032258,0.08958064516129031,112.78167741935482,0,116.27677419354839,2023-01-01,NA,NA
Sergipe,3.6545161290322583,20.140903225806454,1.455709677419355,15.21141935483871,40.46254838709677,2023-01-01,NA,NA
Paraná,0,0,27.701612903225808,0,27.701612903225808,2023-01-01,NA,NA
Total,15085.212709677418,4145.269064516128,50983.55425806453,73414.75158064516,143242.74399999998,2023-01-01,NA,NA
Santos,9349,2687,30592,73312,115677,2023-07-01,NA,NA
Campos,5448,1073,7353,188,13853,2023-07-01,NA,NA
Solimões,385,73,6356,6309,13122,2023-07-01,NA,NA
Parnaíba,28,13,2919,0,2959,2023-07-01,NA,NA
Recôncavo,142,59,1913,327,2433,2023-07-01,NA,NA
Camamu,51,4,1680,0,1735,2023-07-01,NA,NA
Alagoas,3,17,1309,62,1390,2023-07-01,NA,NA
Potiguar,168,177,922,0,1145,2023-07-01,NA,NA
Espírito Santo,352,62,630,0,892,2023-07-01,NA,NA
Amazonas,2,80,588,0,670,2023-07-01,NA,NA
Tucano Sul,4,0,118,0,122,2023-07-01,NA,NA
Sergipe,5,30,1,13,49,2023-07-01,NA,NA
Paraná,0,0,28,0,28,2023-07-01,NA,NA
Total,15936,4274,54409,80209,154076,2023-07-01,NA,NA
Santos,9294.383733333332,2826.7907666666656,29186.117599999998,70219.34673333331,111252.7485,2023-06-01,NA,NA
Solimões,424.2253,55.75746666666667,6740.188366666667,7135.188299999999,14355.359433333335,2023-06-01,NA,NA
Campos,4906.033833333334,1110.3215999999998,6724.028800000001,175.36413333333334,12645.081999999999,2023-06-01,NA,NA
Parnaíba,30.521333333333327,11.4117,5592.613133333333,0,5634.546166666667,2023-06-01,NA,NA
Recôncavo,113.67163333333329,60.90756666666668,1994.3990666666666,306.0971,2447.8820333333338,2023-06-01,NA,NA
Camamu,46.506766666666664,3.0792,1761.1561333333334,0,1810.7421,2023-06-01,NA,NA
Alagoas,2.2407333333333335,13.820766666666666,1360.4410333333333,7.4560666666666675,1383.9586000000004,2023-06-01,NA,NA
Potiguar,126.1221,289.8646666666668,731.5442999999999,0,1069.2001999999998,2023-06-01,NA,NA
Espírito Santo,203.47039999999998,78.91509999999997,557.9649666666667,0,743.8636000000001,2023-06-01,NA,NA
Amazonas,1.8044,102.69593333333334,596.2902333333333,0,700.7905666666667,2023-06-01,NA,NA
Tucano Sul,5.014966666666667,0.036033333333333334,129.6579,0,134.7089,2023-06-01,NA,NA
Sergipe,6.841633333333334,26.496199999999998,1.8839000000000001,15.588333333333335,50.810066666666664,2023-06-01,NA,NA
Paraná,0,0,27.87066666666667,0,27.87066666666667,2023-06-01,NA,NA
Total,15160.836833333335,4580.096999999998,55404.15610000001,77859.04066666665,152257.56283333333,2023-06-01,NA,NA
Santos,9345.641935483869,2439.7871290322587,30816.461677419356,67795.34432258065,110126.55516129031,2023-05-01,NA,NA
Solimões,406.82774193548386,76.78629032258064,6765.030161290322,6607.574580645161,13856.218774193549,2023-05-01,NA,NA
Campos,4463.344967741936,1023.1361612903227,6152.095548387097,331.70616129032254,11743.585032258063,2023-05-01,NA,NA
Recôncavo,91.69890322580646,51.44061290322581,1961.5453870967738,236.74861290322582,2328.0519999999997,2023-05-01,NA,NA
Camamu,59.872193548387095,3.0254193548387094,2196.9640967741934,0,2259.8617096774196,2023-05-01,NA,NA
Alagoas,2.3206129032258063,15.405838709677418,1368.2834193548385,0,1386.009870967742,2023-05-01,NA,NA
Potiguar,86.29119354838708,372.63680645161315,565.7624838709677,0,999.7253225806453,2023-05-01,NA,NA
Espírito Santo,127.67664516129034,24.154645161290322,648.5924516129031,0,800.4236774193547,2023-05-01,NA,NA
Amazonas,1.7448387096774194,83.68232258064516,575.8598064516128,0,661.2869677419355,2023-05-01,NA,NA
Tucano Sul,4.142967741935483,0.025258064516129032,119.90490322580646,0,124.07312903225805,2023-05-01,NA,NA
Sergipe,6.423161290322581,24.047838709677414,2.2602258064516128,19.39883870967742,52.13006451612903,2023-05-01,NA,NA
Parnaíba,2.224354838709677,21.573645161290322,19.96761290322581,0,43.7656129032258,2023-05-01,NA,NA
Paraná,0,0,27.690645161290323,0,27.690645161290323,2023-05-01,NA,NA
Total,14598.209516129034,4135.701967741937,51220.41841935484,74990.77251612903,144409.37796774192,2023-05-01,NA,NA
Santos,8799.136032258064,2364.729419354838,28028.201580645156,64562.13619354839,103520.71506451616,2023-03-01,NA,NA
Solimões,440.42354838709673,79.9918064516129,6086.090612903226,7903.747129032258,14510.253096774193,2023-03-01,NA,NA
Campos,4896.668451612904,872.0125161290324,7056.740612903223,129.3053548387097,12806.032387096775,2023-03-01,NA,NA
Recôncavo,75.01003225806453,35.069322580645164,1811.823064516129,204.3640322580645,2112.077903225806,2023-03-01,NA,NA
Camamu,61.41125806451613,3.331516129032258,1963.5303870967743,0,2028.2731612903226,2023-03-01,NA,NA
Alagoas,2.509774193548387,16.396064516129034,1112.4972903225805,33.65174193548387,1165.0548709677419,2023-03-01,NA,NA
Potiguar,143.80135483870967,75.80222580645162,826.7076129032258,0,994.7610967741937,2023-03-01,NA,NA
Amazonas,2.133322580645161,70.01529032258065,551.1350967741935,0,623.2837096774193,2023-03-01,NA,NA
Espírito Santo,125.50522580645159,20.386838709677427,443.55348387096774,0,513.7458064516129,2023-03-01,NA,NA
Tucano Sul,4.140548387096774,0.056322580645161276,123.30519354838711,0,127.50206451612904,2023-03-01,NA,NA
Sergipe,8.690709677419354,22.664419354838714,2.2813225806451616,19.599225806451614,53.23567741935484,2023-03-01,NA,NA
Parnaíba,2.2664193548387095,39.15377419354838,8.429709677419353,0,49.84990322580645,2023-03-01,NA,NA
Paraná,0,0,25.633225806451613,0,25.633225806451613,2023-03-01,NA,NA
Total,14561.696677419357,3599.6095161290314,48039.92919354838,72852.80367741935,138530.41796774196,2023-03-01,NA,NA
Santos,10152,1754,30882,79163,121674,2023-11-01,NA,NA
Solimões,425,72,7225,6256,13979,2023-11-01,NA,NA
Campos,5523,1002,7429,60,13873,2023-11-01,NA,NA
Parnaíba,14,11,4287,0,4312,2023-11-01,NA,NA
Recôncavo,113,63,2332,288,2785,2023-11-01,NA,NA
Camamu,51,4,1710,0,1764,2023-11-01,NA,NA
Alagoas,14,19,1062,0,1082,2023-11-01,NA,NA
Potiguar,151,595,362,0,999,2023-11-01,NA,NA
Espírito Santo,344,36,531,0,753,2023-11-01,NA,NA
Amazonas,2,81,620,0,703,2023-11-01,NA,NA
Tucano Sul,4,0,111,0,115,2023-11-01,NA,NA
Sergipe,14,26,2,19,61,2023-11-01,NA,NA
Paraná,0,0,22,0,22,2023-11-01,NA,NA
Total,16807,3663,56575,85787,162123,2023-11-01,NA,NA
Santos,9851,2033,25857,77488,114973.66,2023-10-01,NA,NA
Campos,5188,1189,7374,17,13619.93,2023-10-01,NA,NA
Solimões,402,77,6666,6011,13157.09,2023-10-01,NA,NA
Recôncavo,112,67,2136,376,2680.49,2023-10-01,NA,NA
Parnaíba,2,11,2031,0,2043.31,2023-10-01,NA,NA
Camamu,55,4,1845,0,1904.33,2023-10-01,NA,NA
Alagoas,22,19,1266,0,1287,2023-10-01,NA,NA
Potiguar,205,193,909,0,1171.44,2023-10-01,NA,NA
Espírito Santo,393,37,520,0,793.29,2023-10-01,NA,NA
Amazonas,2,78,644,0,723.76,2023-10-01,NA,NA
Tucano Sul,1,0,76,0,77.88,2023-10-01,NA,NA
Sergipe,7,25,2,19,53.02,2023-10-01,NA,NA
Paraná,0,0,20,0,19.99,2023-10-01,NA,NA
Total,16239,3731,49347,83911,152505.19,2023-10-01,NA,NA
Santos,10145,1676,33185,77734,122466.63,2023-09-01,NA,NA
Campos,5376,1164,7519,42,13924.41,2023-09-01,NA,NA
Solimões,370,78,6701,5464,12613.33,2023-09-01,NA,NA
Recôncavo,122,67,1942,337,2457.96,2023-09-01,NA,NA
Parnaíba,9,9,1952,0,1969.67,2023-09-01,NA,NA
Alagoas,16,27,1246,2,1275.01,2023-09-01,NA,NA
Potiguar,208,177,947,0,1173.46,2023-09-01,NA,NA
Espírito Santo,375,43,516,0,774.37,2023-09-01,NA,NA
Amazonas,2,81,616,0,699.22,2023-09-01,NA,NA
Camamu,16,4,450,0,469.63,2023-09-01,NA,NA
Tucano Sul,2,0,83,0,85.2,2023-09-01,NA,NA
Sergipe,7,28,1,19,55.82,2023-09-01,NA,NA
Paraná,0,0,24,0,23.95,2023-09-01,NA,NA
Total,16649,3354,55183,83598,157988.66,2023-09-01,NA,NA
Santos,9426.745,2079.2349354838707,29995.471580645168,69643.99887096776,110927.88909677416,2023-08-01,NA,NA
Campos,5504.880096774193,1104.7218387096773,7318.247903225806,188.73248387096774,13862.412548387094,2023-08-01,NA,NA
Solimões,362.6875161290323,93.11209677419355,6298.363161290322,5562.084612903225,12316.247387096775,2023-08-01,NA,NA
Parnaíba,7.397645161290323,8.332290322580647,2409.5801612903224,0,2425.3100967741934,2023-08-01,NA,NA
Recôncavo,143.76987096774192,65.9793870967742,1885.380741935484,332.33161290322585,2411.8862258064514,2023-08-01,NA,NA
Camamu,46.94041935483871,3.8248709677419352,1621.1817096774193,0,1671.9470000000001,2023-08-01,NA,NA
Alagoas,2.232806451612903,19.532612903225807,1286.4719032258065,21.09490322580645,1329.3322258064518,2023-08-01,NA,NA
Potiguar,199.03406451612904,211.86735483870967,975.719193548387,0,1249.53435483871,2023-08-01,NA,NA
Espírito Santo,368.47009677419356,51.622580645161285,547.3537419354839,0,799.1471612903224,2023-08-01,NA,NA
Amazonas,1.660483870967742,96.82896774193549,599.7155483870968,0,698.205,2023-08-01,NA,NA
Tucano Sul,2.158322580645161,0.001806451612903226,80.72958064516128,0,82.88970967741936,2023-08-01,NA,NA
Sergipe,4.693870967741935,33.70951612903226,1.2703548387096775,18.19209677419355,57.865838709677426,2023-08-01,NA,NA
Paraná,0,0,27.065806451612904,0,27.065806451612904,2023-08-01,NA,NA
Total,16070.670193548385,3768.768258064516,53046.55138709678,75766.43458064517,147859.7324516129,2023-08-01,NA,NA
Santos,9376,2255,27370,66937,105668.38,2024-04-01,50488,105668
Solimões,421,94,6917,5975,13406.97,2024-04-01,5975,13407
Campos,4638,1247,5080,0,10960.3,2024-04-01,0,10960
Recôncavo,102,87,2049,350,2573.67,2024-04-01,349,2574
Potiguar,232,117,1008,0,1200.29,2024-04-01,0,1200
Alagoas,20,15,1179,0,1195.38,2024-04-01,0,1195
Espírito Santo,337,52,473,0,708.58,2024-04-01,0,709
Amazonas,2,9,624,0,635.52,2024-04-01,0,636
Parnaíba,2,6,137,0,144.96,2024-04-01,0,145
Tucano Sul,3,0,88,0,90.87,2024-04-01,0,91
Sergipe,11,36,1,16,63.42,2024-04-01,16,63
Paraná,0,0,23,0,22.85,2024-04-01,0,23
Barreirinhas,0,5,0,0,4.94,2024-04-01,0,5
Total,15144,3923,44949,73278,136676.13,2024-04-01,56828,136676
Santos,9833.71687096774,3235.943129032258,27524.86387096774,74539.0057419355,114860.90096774197,2024-01-01,53941.48298191937,90752.20530165487
Solimões,415.2389677419354,72.90435483870968,6728.923451612903,6367.197064516129,13584.263838709678,2024-01-01,6367.197064516129,13562.928737154842
Campos,5391.035000000002,901.3058387096772,5786.890903225806,3.4053870967741933,11996.692225806451,2024-01-01,3.3518107419354837,11778.588032896774
Parnaíba,19.201999999999998,6.040387096774193,5116.285903225807,0,5141.52829032258,2024-01-01,0,5141.528290322581
Recôncavo,113.54164516129032,65.33232258064514,2140.7333225806456,374.82977419354836,2687.695741935485,2024-01-01,373.5658251,2666.7877881419354
Camamu,41.78883870967742,3.5963870967741935,1470.5596774193548,0,1515.9449032258062,2024-01-01,0,1508.9715574129032
Alagoas,27.394870967741934,14.942096774193548,1257.5133870967743,0,1274.5220967741934,2024-01-01,0,1268.3352029645162
Potiguar,232.39532258064506,87.1886129032258,1021.7069677419355,0,1183.1301935483873,2024-01-01,0,1175.934396370968
Espírito Santo,363.5467741935484,57.75264516129031,523.5143870967742,0,761.0398709677421,2024-01-01,0,751.6118976483872
Amazonas,1.8249032258064517,72.47358064516129,649.3300967741935,0,723.6285806451613,2024-01-01,0,723.6285806451613
Tucano Sul,1.9058709677419354,0.014838709677419355,113.94325806451612,0,115.86396774193548,2024-01-01,0,115.77219716129035
Sergipe,10.82516129032258,28.158774193548386,0.9499354838709677,19.859064516129035,59.79293548387097,2024-01-01,19.859064516129035,59.75426549677421
Paraná,0,0,22.32741935483871,0,22.32741935483871,2024-01-01,0,22.2738335483871
Total,16452.41622580645,4545.652967741937,52357.54258064515,81304.29703225807,153927.3310322581,2024-01-01,60705.456746793556,129528.3200814194
Santos,9775,2246,29679,73060,114496.6,2024-05-01,52917,90031
Solimões,454,101,6830,6905,14290.26,2024-05-01,6905,14269
Campos,4827,911,4653,0,10273.45,2024-05-01,0,10057
Recôncavo,114,74,1933,305,2411.62,2024-05-01,304,2392
Alagoas,19,13,1229,0,1244.4,2024-05-01,0,1239
Potiguar,279,81,1056,0,1230.73,2024-05-01,0,1226
Amazonas,2,5,633,0,639.99,2024-05-01,0,640
Espírito Santo,355,63,397,0,626.72,2024-05-01,0,620
Parnaíba,3,5,224,0,231.13,2024-05-01,0,231
Tucano Sul,3,0,92,0,94.84,2024-05-01,0,95
Sergipe,7,44,1,12,63.31,2024-05-01,12,63
Paraná,0,0,24,0,23.51,2024-05-01,0,23
Barreirinhas,0,4,0,0,4.1,2024-05-01,0,4
Camamu,0,0,0,0,0,2024-05-01,0,0
Ceará,0,0,0,0,0,2024-05-01,0,0
Mucuri,0,0,0,0,0,2024-05-01,0,0
Total,15838,3547,46751,80282,145630.66,2024-05-01,60138,120890
Santos,9938.657451612902,3233.9114516129034,21292.9875483871,78192.79087096773,112394.96538709674,2024-03-01,57788.10939820322,88148.51147069353
Solimões,397.7628709677419,143.41206451612902,6914.1417096774185,5321.222516129032,12776.539161290322,2024-03-01,5321.222516129032,12758.124351367742
Campos,4819.744741935484,1898.694903225806,4346.226161290323,0,10968.506516129033,2024-03-01,0,10728.647380058062
Recôncavo,99.49216129032258,77.07641935483872,2125.0640000000003,353.19190322580647,2640.1245483870957,2024-03-01,352.12189828709677,2591.157033058064
Alagoas,23.711483870967744,12.018064516129032,1249.1108387096774,0,1264.9265806451613,2024-03-01,0,1258.487717167742
Potiguar,227.87925806451614,82.79912903225808,1019.3602258064518,0,1175.8234193548385,2024-03-01,0,1171.0384047774198
Camamu,29.01022580645161,3.555161290322581,1032.8676451612903,0,1065.4330322580645,2024-03-01,0,1060.425497612903
Espírito Santo,354.28799999999995,61.04632258064515,511.8521612903226,0,772.0455161290324,2024-03-01,0,762.4595240903225
Amazonas,1.9111935483870968,55.02248387096774,640.0064516129032,0,696.940129032258,2024-03-01,0,696.940129032258
Tucano Sul,2.7481612903225807,0.0017096774193548386,103.20893548387096,0,105.9588064516129,2024-03-01,0,105.49831908064516
Sergipe,15.19925806451613,32.08722580645161,0.9292903225806451,7.021516129032258,55.23729032258064,2024-03-01,7.021516129032258,55.20165570645162
Parnaíba,1.9871290322580646,13.96658064516129,29.54474193548387,0,38.577935483870974,2024-03-01,0,38.577935483870974
Paraná,0,0,22.903225806451612,0,22.903225806451612,2024-03-01,0,22.843677419354837
Barreirinhas,0,4.320096774193549,0,0,4.320096774193549,2024-03-01,0,4.320096774193549
Total,15912.39193548387,5617.911612903226,39288.202935483874,83874.2268064516,143982.3016451613,2024-03-01,63468.475328748376,119402.23319232254
Santos,3856.89519290323,1268.36744516129,29765.1318683871,19280.5282177419,54170.9227241935,2017-10-01,NA,NA
Campos,8133.55549419355,1627.82846032258,15349.9847677419,162.293225806452,25273.6619480645,2017-10-01,NA,NA
Solimões,392.324966129032,241.661612580645,5763.54942225806,6082.57703225806,12480.1130332258,2017-10-01,NA,NA
Parnaíba,28.9093703225806,4.55370290322581,7520.34635322581,0,7553.80942645161,2017-10-01,NA,NA
