Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
Vipetro,18.2068979360774,0.04342,18.4800014862774,2020-08-01
EPG Brasil,14.4894903719355,0.325677419354839,16.5379394609677,2020-08-01
Perícia,14.3651144516129,0.0456774193548387,14.6524167406452,2020-08-01
Newo,7.07599567058065,0.00735483870967742,7.12225620864516,2020-08-01
Guto & Cacal,4.78431354193548,0.0159267741935484,4.88448992552581,2020-08-01
Ubuntu Engenharia,4.36512814,0.00694,4.4087794214,2020-08-01
Nord,3.11447043548387,0.00474774193548387,3.1443328301871,2020-08-01
Energizzi Energias,1.7854944516129,0.0283870967741935,1.96404389677419,2020-08-01
Leros,1.03639837032258,0.00164774193548387,1.04676235402581,2020-08-01
Total Geral,3086971.21219381,133516.14742,3926762.4113976,2020-08-01
Petrobras,2915925.57989536,127642.629415161,3718773.46681713,2020-09-01
Total E&P do Brasil,44967.9679067194,1768.95025709677,56094.3289233092,2020-09-01
Shell Brasil,37534.2612093331,477.987647741935,40540.7126959768,2020-09-01
Trident Energy,22124.3222353152,252.22313483871,23710.7578310551,2020-09-01
Petro Rio Jaguar,18236.4093188032,218.414225806452,19610.1933004229,2020-09-01
Petro Rio O&G,18841.3250532827,53.9796141935484,19180.8465704334,2020-09-01
Eneva,37.8166974132355,2185.70983645161,13785.516283825,2020-09-01
Enauta Energia S.A.,10636.2147959097,79.5252251612903,11136.4133523814,2020-09-01
Potiguar E&P S.A.,4733.89636467173,177.811344193548,5852.29593549375,2020-09-01
SPE 3R Petroleum,3904.93120064679,160.162961290323,4912.32579620028,2020-09-01
Perenco Brasil,3530.34469477003,17.0258948387097,3637.43433838549,2020-09-01
Maha Energy,3141.0290932818,66.9804338709677,3562.32329604775,2020-09-01
SHB,1436.49363688311,14.2980032258065,1526.42536055282,2020-09-01
Alvopetro,32.2931526468548,175.389492903226,1135.45973900449,2020-09-01
Imetame,185.02700598979,147.736854516129,1114.26375089388,2020-09-01
Central Resources,461.406818799213,1.59492096774194,471.438568651326,2020-09-01
Petrosynergy,326.893289093248,10.5418190322581,393.199327860535,2020-09-01
Petroborn,0,55.485664516129,348.994287530194,2020-09-01
Nova Petróleo,193.226349552545,1.52975612903226,202.848224950494,2020-09-01
Partex Brasil,194.671648470968,0.278552903225806,196.423693307206,2020-09-01
BGM,115.186710809677,0.0915754838709677,115.762703203884,2020-09-01
Petrogal Brasil,100.299781546639,0.794321290322581,105.295911541723,2020-09-01
Recôncavo E&P,98.5016709535484,0.834587741935484,103.751069278652,2020-09-01
Phoenix Óleo & Gás,57.1001125625806,4.23358870967742,83.7285811645968,2020-09-01
Santana,46.7627083790322,1.20395806451613,54.3353758528065,2020-09-01
Oeste de Canoas,40.0275392516129,0.254554838709677,41.6286408216774,2020-09-01
Vipetro,18.2068979360774,0.04342,18.4800014862774,2020-09-01
EPG Brasil,14.4894903719355,0.325677419354839,16.5379394609677,2020-09-01
Perícia,14.3651144516129,0.0456774193548387,14.6524167406452,2020-09-01
Newo,7.07599567058065,0.00735483870967742,7.12225620864516,2020-09-01
Guto & Cacal,4.78431354193548,0.0159267741935484,4.88448992552581,2020-09-01
Ubuntu Engenharia,4.36512814,0.00694,4.4087794214,2020-09-01
Nord,3.11447043548387,0.00474774193548387,3.1443328301871,2020-09-01
Energizzi Energias,1.7854944516129,0.0283870967741935,1.96404389677419,2020-09-01
Leros,1.03639837032258,0.00164774193548387,1.04676235402581,2020-09-01
Total Geral,3086971.21219381,133516.14742,3926762.4113976,2020-09-01
Petrobras,2566352.14419385,115113.106582,3290391.71310438,2020-11-01
Shell Brasil,55740.6231852898,779.202325666667,60641.6577652913,2020-11-01
Total E&P do Brasil,42005.2150603633,1558.26490133333,51806.4052194187,2020-11-01
Eneva,72.90248938151,7405.486632,46652.0063622014,2020-11-01
Trident Energy,19559.0243076481,198.333089,20806.5017541712,2020-11-01
Petro Rio Jaguar,16616.1663689967,202.963066666667,17892.7654953473,2020-11-01
Karoon,14815.5216588,94.8498333333333,15412.1090889983,2020-11-01
Petro Rio O&G,15039.7678665392,41.659169,15301.7961243071,2020-11-01
Enauta Energia,6574.00877504,50.2014396666667,6889.7662922698,2020-11-01
Potiguar E&P S.A.,4963.3596447648,182.664232666667,6112.28296203393,2020-11-01
SPE 3R Petroleum,3895.94163950998,152.723201333333,4856.5415584884,2020-11-01
Perenco Brasil,3537.97332058677,17.2058743333333,3646.19500102731,2020-11-01
Maha Energy,1907.68334446752,37.9689996666667,2146.50113826091,2020-11-01
Alvopetro,59.7275325752,283.159498,1840.74697469058,2020-11-01
SHB,1394.3280391073,16.0482896666667,1495.2687319356,2020-11-01
Imetame,177.945408871427,162.107001333333,1197.56764692784,2020-11-01
Central Resources,463.13013888477,1.48579833333333,472.475528099753,2020-11-01
Petroborn,0,74.4484403333333,468.266544493003,2020-11-01
Petrosynergy,382.666532623043,7.81512666666667,431.82219448231,2020-11-01
Nova Petróleo,191.752875261147,1.695865,202.419543896797,2020-11-01
Partex Brasil,194.59414178,0.278442,196.34548905602,2020-11-01
Imetame Lagoa Parda,161.398960853073,1.64706533333333,171.758688857327,2020-11-01
Petrogal Brasil,146.19621123483,2.48534733333333,161.828573745503,2020-11-01
Recôncavo E&P,98.6451868333333,0.901545666666667,104.31573778299,2020-11-01
Phoenix Óleo & Gás,36.2580290656667,4.371353,63.7530088785967,2020-11-01
Oeste de Canoas,59.8370591333333,0.380533333333333,62.2305414986667,2020-11-01
Santana,41.2168104395,1.07807,47.9976659062,2020-11-01
Eagle,0.282622129333333,4.83149066666667,30.67178043944,2020-11-01
Vipetro,22.9263301941567,0.0546746666666667,23.2702234593033,2020-11-01
Ubuntu Engenharia,17.5525534463333,0.0176383333333333,17.6634952117167,2020-11-01
EPG Brasil,13.622470498,0.320266666666667,15.6368869806667,2020-11-01
Perícia,13.5650235666667,0.0431333333333333,13.836324038,2020-11-01
BGM,7.3590777,0.00584933333333333,7.39586889529333,2020-11-01
Guto & Cacal,6.52043636666667,0.0213756666666667,6.65488524862333,2020-11-01
Newo,6.39501755526667,0.0066,6.43653030126667,2020-11-01
Nord,3.144905,0.004906,3.17576280786,2020-11-01
Energizzi Energias,2.74655036666667,0.0436666666666667,3.02120540333333,2020-11-01
Total Geral,188229.9995748734,11284.774742,259209.08859485234,2020-11-01
Petrobras,2572301.38079613,116001.345769677,3301927.80543171,2020-12-01
Total E&P do Brasil,44485.559769429,1723.64072193548,55326.9324186661,2020-12-01
Eneva,69.2864936413806,7358.12620064516,46350.5022517213,2020-12-01
Shell Brasil,29066.4101376462,431.358959354839,31779.5760337858,2020-12-01
Petro Rio O&G,19301.7465794323,47.98698,19603.5755661061,2020-12-01
Petro Rio Jaguar,16838.4036846677,199.323322580645,18092.1095122687,2020-12-01
Karoon,14842.4521904548,98.0493548387097,15459.1640030129,2020-12-01
Trident Energy,9241.41921094505,111.332219032258,9941.67771553634,2020-12-01
Potiguar E&P S.A.,5527.14476956871,199.202608387097,6780.09132782795,2020-12-01
SPE 3R Petroleum,4075.18007688375,144.013778387097,4980.99938032069,2020-12-01
Perenco Brasil,4320.05421111346,21.6437674193548,4456.18939586539,2020-12-01
Maha Energy,2710.4421121799,54.7592061290323,3054.86711448234,2020-12-01
Alvopetro,61.1135185853226,291.65064516129,1895.54066302726,2020-12-01
SHB,1317.47497904022,17.1169570967742,1425.13738695708,2020-12-01
Imetame,164.172309056694,165.507444193548,1205.18268661972,2020-12-01
Central Resources,508.175242789461,1.72370838709677,519.017041039706,2020-12-01
Petrosynergy,384.02024088379,7.3831,430.45853709479,2020-12-01
Imetame Lagoa Parda,0,3.77487096774194,342.629101258742,2020-12-01
Petroborn,0,46.5449919354839,292.759155725726,2020-12-01
Eagle,4.0173645451,41.5903932258065,265.61303576071,2020-12-01
Nova Petróleo,183.948534877481,1.54737,193.681198177181,2020-12-01
Partex Brasil,176.577285380645,0.252661935483871,178.166480949071,2020-12-01
Petrom,147.979523933961,2.98467709677419,166.752575784023,2020-12-01
Recôncavo E&P,102.692307590323,0.987819032258065,108.90550161761,2020-12-01
Phoenix Óleo & Gás,32.5609260903226,3.51663838709677,54.6799133838677,2020-12-01
Santana,42.6424364554193,1.16431935483871,49.9657839766774,2020-12-01
Oeste de Canoas,42.0402784516129,0.267354838709677,43.7218895896774,2020-12-01
Newo,25.8960810966452,0.0267258064516129,26.0641813413226,2020-12-01
EPG Brasil,13.1670070951613,0.308645161290323,15.1083265170968,2020-12-01
Ubuntu Engenharia,14.4077228419355,0.0146809677419355,14.500063339648401,2020-12-01
Perícia,12.5390405806452,0.0398709677419355,12.7898213922581,2020-12-01
Vipetro,11.1457076666484,0.0265790322580645,11.3128847295355,2020-12-01
Guto & Cacal,6.35067912903226,0.0207706451612903,6.48132254067419,2020-12-01
Energizzi Energias,3.2463535483871,0.0516129032258065,3.57098890322581,2020-12-01
Nord,3.0434564516129,0.00474774193548387,3.07331884631613,2020-12-01
BGM,0.00405794193548387,6.45161290322581e-7,0.00406199987741935,2020-12-01
NA,2726355.58096622,126977.289473871,3525018.60607187,2020-12-01
Petrobras,2680958.51508947,119369.326186129,3431768.89662825,2020-10-01
Shell Brasil,50832.4937366033,672.695029677419,55063.6176612186,2020-10-01
Total E&P do Brasil,41082.500677319404,1485.61151548387,50426.714843525,2020-10-01
Eneva,70.6583377238581,6898.38569903226,43460.1936913539,2020-10-01
Trident Energy,17572.9132887449,201.152110645161,18838.1218458019,2020-10-01
Petro Rio Jaguar,17487.1752674871,213.916225806452,18832.6676837268,2020-10-01
Petro Rio O&G,18260.0209084443,51.2238380645161,18582.2091173409,2020-10-01
Karoon,15100.0888949677,99.9913003225806,15729.0151756497,2020-10-01
Enauta Energia,14171.3051158032,111.330473870968,14871.5526436616,2020-10-01
Potiguar E&P S.A.,4956.52907335485,169.504731935484,6022.68163132997,2020-10-01
SPE 3R Petroleum,3627.74856054691,161.527124516129,4643.72348359971,2020-10-01
Perenco Brasil,3451.46051512257,15.9688006451613,3551.90123710852,2020-10-01
Maha Energy,2568.37436443317,54.6997267741935,2912.42525289476,2020-10-01
Alvopetro,49.0584078701935,271.923614516129,1759.40627768989,2020-10-01
SHB,1404.04581577938,15.9964722580645,1504.66058695288,2020-10-01
Imetame,173.437901210648,169.555849677419,1239.91198007018,2020-10-01
Central Resources,496.882396177203,1.39230322580645,505.639718929913,2020-10-01
Petroborn,0,69.1377548387097,434.863341762065,2020-10-01
Petrosynergy,323.184297700681,4.35531709677419,350.578414729142,2020-10-01
Nova Petróleo,210.969424725397,1.54386516129032,220.680043255532,2020-10-01
Partex Brasil,194.663532587097,0.278541290322581,196.415504380381,2020-10-01
Petrogal Brasil,157.938683291761,2.26592741935484,172.190936233294,2020-10-01
Imetame Lagoa Parda,120.624010107132,1.76151580645161,131.70360984171,2020-10-01
Recôncavo E&P,100.605023996968,0.932020322580645,106.467254742139,2020-10-01
Phoenix Óleo & Gás,45.2251541796774,4.30543741935484,72.3055375143097,2020-10-01
Oeste de Canoas,49.7909475483871,0.316645161290322,51.7825854503226,2020-10-01
Vipetro,16.1560282846806,0.0385290322580645,16.3983685770677,2020-10-01
EPG Brasil,13.8929729074193,0.301664516129032,15.7903853976129,2020-10-01
Perícia,13.2897598387097,0.042258064516129,13.5555550354839,2020-10-01
Newo,12.2024748765161,0.0126451612903226,12.2820105384516,2020-10-01
Ubuntu Engenharia,10.3169115767742,0.0119709677419355,10.3922066893871,2020-10-01
Guto & Cacal,3.66635053870968,0.012301935483871,3.74372737553548,2020-10-01
Energizzi Energias,2.57679312903226,0.0409677419354839,2.83447244193548,2020-10-01
Nord,2.43476516129032,0.00379806451612903,2.45865426546452,2020-10-01
Leros,0.948949721612903,0.00150870967741935,0.958439218829032,2020-10-01
BGM,0.00405794193548387,6.45161290322581e-7,0.00406199987741935,2020-10-01
Total Geral,2873541.6984891733,130049.56367193544,3691528.7445685533,2020-10-01
Petrobras,2731010.38667099,124712.025312581,3515425.33060231,2021-01-01
Total E&P do Brasil,49803.094997571,1868.62045870968,61556.3626449677,2021-01-01
Eneva,70.961638448971,8232.28120806452,51850.4463037452,2021-01-01
Trident Energy,20236.5099774863,229.939018709677,21682.7827167566,2021-01-01
Petro Rio Jaguar,17080.2509371097,198.853032258065,18330.9987279368,2021-01-01
Petro Rio O&G,17874.8544653394,50.149535483871,18190.2855151212,2021-01-01
Karoon,14579.77958,97.0140967741935,15189.9798160313,2021-01-01
Potiguar E&P S.A.,5318.7130112962,220.428096451613,6705.16385663852,2021-01-01
SPE 3R Petroleum,4228.30307062653,150.560409032258,5175.29943696172,2021-01-01
Perenco Brasil,4438.4625585472,21.5401574193548,4573.94605608503,2021-01-01
Maha Energy,3243.93626889761,70.7329348387097,3688.83298977547,2021-01-01
Alvopetro,52.1047819820581,274.073243548387,1775.97340998514,2021-01-01
Shell Brasil,1615.71003117812,13.3878696774194,1699.91718775385,2021-01-01
SHB,1284.34860105986,16.3898922580645,1387.43790928356,2021-01-01
Imetame,172.991624988352,165.7799,1215.71569780735,2021-01-01
Duna Energia,477.543933016532,1.48806806451613,486.903598409406,2021-01-01
Petrosynergy,339.006779390032,10.9288029032258,407.746873178771,2021-01-01
Imetame Lagoa Parda,0,4.02095419354839,264.30496629369,2021-01-01
Nova Petróleo,188.467947998839,1.64029870967742,198.785115225955,2021-01-01
Partex Brasil,183.402743716129,0.262428387096774,185.053368409574,2021-01-01
Enauta Energia,171.375003819355,1.36025806451613,179.930768596129,2021-01-01
Petroborn,0,26.0057377419355,163.571149306603,2021-01-01
Eagle,2.13493397653226,22.8595177419355,145.916957264935,2021-01-01
Petrom,75.8372414816581,1.31128774193548,84.0849922337613,2021-01-01
Recôncavo E&P,77.8171235258065,0.718068709677419,82.3336392766226,2021-01-01
BGM,58.9018387819355,0.046821935483871,59.1963398599613,2021-01-01
Phoenix Óleo & Gás,26.3892022006452,3.42429903225806,47.9273924967322,2021-01-01
Santana,40.4828403367742,1.03451290322581,46.9897299406129,2021-01-01
Oeste de Canoas,32.078031,0.204,33.36115224,2021-01-01
Newo,24.5505284199677,0.0253354838709677,24.7098837997742,2021-01-01
EPG Brasil,13.7235538316129,0.315129032258065,15.70565557,2021-01-01
Ubuntu Engenharia,13.940045033871,0.0145754838709677,14.0317220580774,2021-01-01
Perícia,12.4375920322581,0.0395483870967742,12.6863438729032,2021-01-01
Vipetro,10.8042075051258,0.0257661290322581,10.9662715611742,2021-01-01
Guto & Cacal,9.37790381290323,0.0302164516129032,9.56795955242258,2021-01-01
Energizzi Energias,3.85504483870968,0.0459677419354839,4.1441732016129,2021-01-01
Nord,2.84055935483871,0.00443032258064516,2.86842524210968,2021-01-01
Total Geral,2873014.38919799,136397.581190968,3730929.25934875,2021-01-01
Petrobras,2669695.83498423,122192.642273226,3438264.33828079,2021-03-01
Total E&P do Brasil,50605.3866396935,2025.15010870968,63343.1960449568,2021-03-01
Shell Brasil,33744.7553914089,327.694060967742,35805.8887730244,2021-03-01
Petro Rio Jaguar,16967.4584120419,204.298,18252.4540154219,2021-03-01
Petro Rio O&G,15840.6606483575,45.092485483871,16124.2838144788,2021-03-01
Karoon,14565.5240299806,92.8402580645161,15149.4716135574,2021-03-01
Trident Energy,11716.8646679688,112.584660645161,12425.0007923413,2021-03-01
Enauta Energia,9916.54690953548,81.3178709677419,10428.0208675271,2021-03-01
Potiguar E&P S.A.,5352.56950839238,235.611027419355,6834.51810476492,2021-03-01
SPE 3R Petroleum,4835.70145195316,149.647169677419,5776.95371626189,2021-03-01
Perenco Brasil,4514.77191925437,22.9200016129032,4658.93437459922,2021-03-01
Maha Energy,3052.21482943052,65.6415477419355,3465.08769283322,2021-03-01
Alvopetro,48.0789018458064,266.78156516129,1726.08425821294,2021-03-01
SHB,1240.597861532,16.793825483871,1346.2278329987,2021-03-01
Imetame,157.817028221506,141.014508709677,1044.77149524872,2021-03-01
Duna Energia,475.496743918471,1.30635225806452,483.713451414768,2021-03-01
Imetame Lagoa Parda,353.960204118597,3.6299635483871,376.791985144877,2021-03-01
Petrosynergy,0,3.77195935483871,374.864091423835,2021-03-01
Petroborn,0,44.6538880645161,280.864471687074,2021-03-01
Nova Petróleo,171.229997322232,1.33339935483871,179.61682591829,2021-03-01
Partex Brasil,177.591770864516,0.254113548387097,179.190096802297,2021-03-01
Petrom,161.304500621758,2.62625064516129,177.8231181922,2021-03-01
Eagle,2.51856166225806,25.8256209677419,164.956810681371,2021-03-01
Recôncavo E&P,117.613360087097,1.01237161290323,123.980985181652,2021-03-01
Eneva,7.29379353014194,18.3853629032258,122.934232972481,2021-03-01
BGM,60.6905795870968,0.0482435483870968,60.9940223401774,2021-03-01
Phoenix Óleo & Gás,45.2024297048387,1.84563225806452,56.8111059379355,2021-03-01
Santana,39.0458622282903,1.00308064516129,45.3550489010322,2021-03-01
Oeste de Canoas,35.9736552580645,0.228774193548387,37.4126014683871,2021-03-01
Ubuntu Engenharia,13.6856120745161,0.0138654838709677,13.7728233336226,2021-03-01
Perícia,13.0057039032258,0.0413548387096774,13.2658179812903,2021-03-01
Guto & Cacal,11.3845561,0.0344145161290323,11.6010168676935,2021-03-01
EPG Brasil,9.35152719032258,0.187322580645161,10.5297506312903,2021-03-01
Vipetro,8.27439316988065,0.0197325806451613,8.39850735294839,2021-03-01
Newo,4.80364963525806,0.00493548387096774,4.83469289106452,2021-03-01
Energizzi Energias,4.07823164516129,0.0486129032258065,4.38399757,2021-03-01
Total Geral,2844318.42750022,126086.304615161,3637377.32713171,2021-03-01
Petrobras,2781424.59188928,126317.910615667,3575940.24925881,2021-04-01
Total E&P do Brasil,53141.6255762433,1953.357527,65427.8732831432,2021-04-01
Shell Brasil,51074.4392418967,474.355696,54058.0464421545,2021-04-01
Trident Energy,16503.7488464591,145.429070666667,17418.470069429,2021-04-01
Petro Rio Jaguar,15708.1505279667,195.450433333333,16937.496618051,2021-04-01
Petro Rio O&G,15278.9296123027,44.7059706666667,15560.1216736616,2021-04-01
Karoon,12151.2189442967,78.3330666666667,12643.9190503473,2021-04-01
Enauta Energia,8536.39175618,65.9305666666667,8951.08249370567,2021-04-01
Eneva,9.05037615995,1187.721524,7479.59309503039,2021-04-01
Potiguar E&P S.A.,5432.87539793889,254.645353666667,7034.54628988503,2021-04-01
SPE 3R Petroleum,4762.55000080014,147.560316333333,5690.67635407671,2021-04-01
Perenco Brasil,4176.9031835256,22.1471603333333,4316.2046140618,2021-04-01
Maha Energy,2705.41433206379,62.7967503333333,3100.39396027789,2021-04-01
Alvopetro,47.5991037091367,253.263202,1640.57652428076,2021-04-01
SHB,1005.53088947876,8.692513,1060.20514467129,2021-04-01
Imetame,163.28596465457,135.775093,1017.2855023569,2021-04-01
