"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"2212","7-LL-79D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21075.5621077793,681.949669354839,25364.895957584,"2019-12-01"
"2213","7-LL-102D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",20203.3622770501,743.638232580645,24880.7054687181,"2019-12-01"
"2214","3-BRSA-854-RJS","Anc_Lula/Lula/Sul De Lula","Santos",19999.7051196355,687.360577741935,24323.0725551225,"2019-12-01"
"2215","7-LL-100-RJS","Anc_Lula/Lula/Sul De Lula","Santos",19101.4658772425,793.029299032258,24089.4694925886,"2019-12-01"
"2216","3-BRSA-788-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",19130.9241455663,749.76497516129,23846.8033839856,"2019-12-01"
"2217","7-BUZ-17-RJS","Búzios/Tambuatá","Santos",17470.6961681842,990.48645,23700.6677462587,"2019-12-01"
"2218","7-SPH-1-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",19261.7137263057,698.479213870968,23655.0152705035,"2019-12-01"
"2219","9-BUZ-1-RJS","Búzios","Santos",18593.4463255113,740.198810645161,23249.1562066953,"2019-12-01"
"2220","3-BRSA-839A-RJS","Lula","Santos",17954.5856571781,796.240915483871,22962.7897297977,"2019-12-01"
"2221","7-LL-31D-RJS","Lula","Santos",16957.1228339323,819.988421290323,22114.6942060483,"2019-12-01"
"2222","7-SPH-6-SPS","Nordeste De Sapinhoá","Santos",18633.248821448,542.583725806452,22045.9973658627,"2019-12-01"
"2223","7-BFR-7-ESS","Jubarte","Campos",17874.0665530145,632.226645806452,21850.6520320744,"2019-12-01"
"2224","7-LL-60D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",14255.3385255081,1022.91855064516,20689.3018545415,"2019-12-01"
"2225","7-SPH-14D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",13942.4862653627,993.02219,20188.4071662466,"2019-12-01"
"2226","3-BRSA-883-RJS","Anc_Lula/Lula/Sul De Lula","Santos",14379.3482064261,784.371911935484,19312.898501837,"2019-12-01"
"2227","7-JUB-57DPA-ESS","Jubarte","Campos",15377.0598667294,597.434119354839,19134.8069649886,"2019-12-01"
"2228","7-SPH-7D-SPS","Nordeste De Sapinhoá","Santos",15363.6864645915,548.234974193548,18811.9802876238,"2019-12-01"
"2229","7-SPH-17-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",14052.7995806601,662.972960322581,18222.7735362267,"2019-12-01"
"2230","7-LL-46-RJS","Anc_Lula/Lula/Sul De Lula","Santos",13485.1157738713,668.266237741935,17688.3834386829,"2019-12-01"
"2231","8-LPA-2D-SPS","Lapa","Santos",14882.4959614742,401.06840516129,17405.1400269417,"2019-12-01"
"2232","3-BRSA-830-RJS","Lula","Santos",11921.2290658226,850.547339354839,17271.01022637,"2019-12-01"
"2233","3-BRSA-861-SPS","Lapa","Santos",14154.3307446871,482.948966451613,17191.9879833641,"2019-12-01"
"2234","9-BRSA-928-SPS","Nordeste De Sapinhoá","Santos",12818.5188329905,559.922803548387,16340.3268819771,"2019-12-01"
"2235","7-BFR-12PA-ESS","Jubarte","Campos",12293.9201922381,623.512764516129,16215.6970136193,"2019-12-01"
"2236","7-LL-45D-RJS","Lula","Santos",12501.8781512971,546.778329677419,15941.0099570854,"2019-12-01"
"2237","7-JUB-58DPA-ESS","Jubarte","Campos",12610.6013721919,448.927804516129,15434.2719663155,"2019-12-01"
"2238","7-LL-17D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",11987.1291501076,364.30917516129,14278.5646431288,"2019-12-01"
"2239","7-JUB-34H-ESS","Jubarte","Campos",10747.1120591965,464.544449354839,13669.008382193,"2019-12-01"
"2240","9-BRSA-908D-RJS","Anc_Lula","Santos",8653.7861050829,696.518299032258,13034.753867519,"2019-12-01"
"2241","3-BRSA-821-RJS","Anc_Lula/Lula/Sul De Lula","Santos",9840.55030252917,495.318949677419,12956.0123853997,"2019-12-01"
"2242","7-MLL-73D-RJS","Marlim Leste","Campos",11405.1649668106,208.502521612903,12716.6062122767,"2019-12-01"
"2243","7-BAZ-10DA-ESS","Jubarte","Campos",10554.7999010639,326.639573548387,12609.3007571643,"2019-12-01"
"2244","7-LL-58-RJS","Anc_Lula/Lula/Sul De Lula","Santos",8965.59796572717,291.593962580645,10799.6685875065,"2019-12-01"
"2245","7-LL-11-RJS","Anc_Lula/Lula/Sul De Lula","Santos",8741.24592327775,306.538430645161,10669.314409734,"2019-12-01"
"2246","7-LL-85-RJS","Anc_Lula/Lula/Sul De Lula","Santos",6831.75559180732,418.427397419355,9463.58442036955,"2019-12-01"
"2247","7-BAZ-4-ESS","Jubarte","Campos",7390.39263501903,249.41038,8959.13653724683,"2019-12-01"
"2248","7-BAZ-8-ESS","Jubarte","Campos",6853.56972824194,223.090149032258,8256.76437852652,"2019-12-01"
"2249","6-BRSA-639-ESS","Jubarte","Campos",6840.80547188387,215.3408,8195.25818913187,"2019-12-01"
"2250","7-JUB-44-ESS","Jubarte","Campos",6380.73813102226,192.509309354839,7591.58511009542,"2019-12-01"
"2251","8-JUB-39-ESS","Jubarte","Campos",5317.17772345742,190.699543870968,6516.64162149247,"2019-12-01"
"2252","7-LL-114D-RJS","Lula","Santos",5019.64414542323,225.897461935484,6440.49626047965,"2019-12-01"
"2253","7-SPH-3-SPS","Nordeste De Sapinhoá","Santos",3758.73585639126,400.247531612903,6276.21678320541,"2019-12-01"
"2254","6-BRSA-770D-RJS","Anc_Brava/Marlim/Voador","Campos",5096.92379453968,139.219905483871,5972.59054825118,"2019-12-01"
"2255","7-BUZ-12-RJS","Búzios/Tambuatá","Santos",4693.44830901323,146.641380322581,5615.79472938,"2019-12-01"
"2256","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",4828.76180313161,108.357768064516,5510.31157628149,"2019-12-01"
"2257","7-LL-8H-RJS","Anc_Lula/Lula/Sul De Lula","Santos",4228.08161453231,199.091617419355,5480.33006069275,"2019-12-01"
"2258","6-BRSA-631DB-ESS","Jubarte","Campos",4094.03448844064,146.416803870968,5014.9683655963,"2019-12-01"
"2259","8-LL-37D-RJS","Lula","Santos",3628.75330088323,168.695490967742,4689.81588692704,"2019-12-01"
"2260","7-MLL-72-RJS","Marlim Leste","Campos",3596.40582253871,58.7021264516129,3965.63104451533,"2019-12-01"
"2261","7-BAZ-3-ESS","Jubarte","Campos",2986.67184403581,103.607911935484,3638.34592460673,"2019-12-01"
"2262","7-BAZ-9HA-ESS","Jubarte","Campos",2936.08067033774,105.596627419355,3600.26339344627,"2019-12-01"
"2263","7-JUB-55-ESS","Jubarte","Campos",2303.84844725903,93.7490622580645,2893.51223654043,"2019-12-01"
"2264","7-BBG-2D-RJS","Berbigão","Santos",2687.51549299264,30.9672787096774,2882.29379229356,"2019-12-01"
"2265","7-LL-3D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",1468.53768667734,49.5387612903226,1780.12708282882,"2019-12-01"
"2266","7-CRT-49-RJS","Barracuda/Caratinga","Campos",934.418840233226,57.283124516129,1294.71880964602,"2019-12-01"
"2267","3-BRSA-1017D-RJS","Marlim Leste","Campos",914.435708069032,28.2458,1092.09642336703,"2019-12-01"
"2268","7-JUB-45-ESS","Jubarte","Campos",188.945080811613,4.75659451612903,218.863156565106,"2019-12-01"
"2269","7-LL-106DA-RJS","Anc_Lula/Lula/Sul De Lula","Santos",0.0367203165741935,0.00125935483870968,0.0446414192322581,"2019-12-01"
"2270","Total Geral",NA,NA,2117796.38017391,85382.3477980646,2654835.12517765,"2019-12-01"
"2271","7-BUZ-10-RJS","Búzios/Tambuatá","Santos",44658.8969910713,1612.24766870968,54799.6285001981,"2020-01-01"
"2272","9-BUZ-4-RJS","Búzios","Santos",42089.8531108561,1464.60066774194,51301.913036826,"2020-01-01"
"2273","7-BUZ-29D-RJS","Búzios/Tambuatá","Santos",41899.4110552645,1395.76595709677,50678.5137298714,"2020-01-01"
"2274","7-BUZ-14DA-RJS","Búzios/Tambuatá","Santos",38579.8274809155,1498.2295416129,48003.4066340477,"2020-01-01"
"2275","9-BRSA-1191-RJS","Búzios","Santos",37490.3116651429,1481.68246870968,46809.8128736577,"2020-01-01"
"2276","7-BUZ-12-RJS","Búzios/Tambuatá","Santos",37991.0836128681,1254.71124677419,45882.9789599409,"2020-01-01"
"2277","7-LL-27-RJS","Lula","Santos",31974.0618609797,1537.47858580645,41644.510044771,"2020-01-01"
"2278","7-SPH-20D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa","Santos",33148.0077807159,1298.04874967742,41312.4877869244,"2020-01-01"
"2279","9-BUZ-3-RJS","Búzios","Santos",32568.6597160632,1153.34212096774,39822.9625219473,"2020-01-01"
"2280","7-LL-15D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",30565.7629730689,1425.87567225806,39534.2500351944,"2020-01-01"
"2281","7-BUZ-31D-RJS","Búzios/Tambuatá","Santos",31286.4594259855,1252.0396383871,39161.550863909,"2020-01-01"
"2282","9-LL-12D-RJS","Anc_Lula","Santos",29206.5500565989,1200.05393451613,36754.6612944578,"2020-01-01"
"2283","7-BBG-2D-RJS","Berbigão","Santos",33853.2070852639,374.928244516129,36211.4345069039,"2020-01-01"
"2284","7-LL-83D-RJS","Lula","Santos",27670.4176282152,1287.54620516129,35768.8386249007,"2020-01-01"
"2285","9-BBG-1D-RJS","Berbigão","Santos",33280.3616250285,392.101297096774,35746.6042845207,"2020-01-01"
"2286","7-LL-80DB-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28300.9359267642,1070.78941354839,35035.997887995,"2020-01-01"
"2287","9-LL-20D-RJS",NA,NA,26849.8510445861,1288.96528516129,34957.1977848465,"2020-01-01"
"2288","8-LL-87D-RJS","Anc_Lula","Santos",28422.2537576965,937.067970645161,34316.2332501402,"2020-01-01"
"2289","7-LL-84D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",28307.7207833616,945.684193225806,34255.8946787552,"2020-01-01"
"2290","7-LL-61-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27917.6898580139,935.672096774194,33802.8895690252,"2020-01-01"
"2291","7-LL-103D-RJS","Lula","Santos",25882.6904969494,1197.47957774194,33414.6095198264,"2020-01-01"
"2292","9-BUZ-7-RJS","Búzios","Santos",26862.8961105261,1007.04745483871,33197.0332624452,"2020-01-01"
"2293","7-LL-66-RJS","Anc_Lula/Lula/Sul De Lula","Santos",27294.0953660811,900.877973870968,32960.4466549144,"2020-01-01"
"2294","7-SPH-1-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",26750.8428856678,960.749241935484,32793.7730750861,"2020-01-01"
"2295","7-LL-36A-RJS","Lula","Santos",23202.3171826313,1506.49504580645,32677.8847866952,"2020-01-01"
"2296","7-LL-51-RJS","Lula","Santos",24682.4817352665,1268.54404419355,32661.3827498755,"2020-01-01"
"2297","9-LL-2-RJS",NA,NA,22494.7145721168,1510.54352483871,31995.7463400825,"2020-01-01"
"2298","7-SLL-5-RJS","Anc_Lula/Lula/Sul De Lula","Santos",25645.3129803036,865.907968387097,31091.7095789444,"2020-01-01"
"2299","7-LL-28D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",25282.1789219244,874.143140322581,30780.3731873568,"2020-01-01"
"2300","7-LL-67D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24956.1827382866,909.644734193548,30677.6752838645,"2020-01-01"
"2301","7-LL-73D-RJS","Lula","Santos",23451.9613647081,1110.91280354839,30439.3918255947,"2020-01-01"
"2302","3-BRSA-1053-RJS","Búzios/Tambuatá","Santos",24625.1606677655,893.95466516129,30247.9656602436,"2020-01-01"
"2303","7-LL-59-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23913.9299751337,993.378570322581,30162.0924405344,"2020-01-01"
"2304","7-SLL-2-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24712.3014424495,836.146015806452,29971.5010141291,"2020-01-01"
"2305","7-LL-91-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24499.4674563028,863.67326483871,29931.808194218,"2020-01-01"
"2306","7-SPH-2D-SPS","Nordeste De Sapinhoá","Santos",24151.9518604953,889.357533870968,29745.8417706122,"2020-01-01"
"2307","7-LL-70-RJS","Anc_Lula/Lula/Sul De Lula","Santos",23995.4517906626,865.442787096774,29438.9224873717,"2020-01-01"
"2308","7-LL-110D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24315.4420335705,793.873882258065,29308.7579169361,"2020-01-01"
"2309","7-BUZ-25-RJS","Búzios/Tambuatá","Santos",23735.5041734342,863.867908709677,29169.0691843154,"2020-01-01"
"2310","9-LL-7-RJS",NA,NA,23057.3759331571,966.361655806452,29135.6071394651,"2020-01-01"
"2311","6-BRSA-1222A-ESS","Jubarte","Campos",24151.9313922361,777.004286129032,29039.1407211734,"2020-01-01"
"2312","3-BRSA-1184-RJS","Búzios/Tambuatá","Santos",23775.6526393555,828.764391935484,28988.4231993952,"2020-01-01"
"2313","9-BUZ-1-RJS","Búzios","Santos",23116.9729826094,931.510882258065,28975.999444945,"2020-01-01"
"2314","7-BUZ-24D-RJS","Búzios/Tambuatá","Santos",22898.2793323658,927.606777096774,28732.7497150169,"2020-01-01"
"2315","7-LL-68-RJS","Anc_Lula/Lula/Sul De Lula","Santos",24148.4250585218,727.332591935484,28723.2088686035,"2020-01-01"
"2316","3-BRSA-1064-RJS","Búzios/Tambuatá","Santos",22771.6975148071,920.618896129032,28562.2154538684,"2020-01-01"
"2317","7-SPH-4D-SPS","Nordeste De Sapinhoá","Santos",23239.7149178294,816.93276483871,28378.0667914396,"2020-01-01"
"2318","7-SPH-8-SPS","Nordeste De Sapinhoá","Santos",23014.9274663262,842.071938064516,28311.3999630838,"2020-01-01"
"2319","8-LL-81D-RJS","Anc_Lula","Santos",20922.6791494179,1102.7495283871,27858.7641605623,"2020-01-01"
"2320","7-LL-69-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22927.2148160301,767.549741290323,27754.9568542954,"2020-01-01"
"2321","4-BRSA-1047-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22858.7806728025,760.805440967742,27644.1023434558,"2020-01-01"
"2322","7-LL-97-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22454.3519706285,809.267659032258,27544.4917850862,"2020-01-01"
"2323","7-LL-34D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22893.4304184172,713.608401935484,27381.8916809951,"2020-01-01"
"2324","3-BRSA-788-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",21423.7826654917,842.730922258065,26724.4000476197,"2020-01-01"
"2325","7-LL-79D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",22070.3006337357,716.759454516129,26578.5814183458,"2020-01-01"
"2326","7-LL-90D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",21175.0770448052,768.66322516129,26009.8226850569,"2020-01-01"
"2327","7-LL-22D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",20760.5128514935,744.293767096774,25441.9792307164,"2020-01-01"
"2328","4-BRSA-711-RJS","Lula","Santos",18833.7000241552,1046.83576741935,25418.0981024271,"2020-01-01"
"2329","9-BRSA-928-SPS","Nordeste De Sapinhoá","Santos",19473.0839133767,936.021010967742,25360.4782283717,"2020-01-01"
"2330","7-LL-95D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",20483.6599516394,628.340630322581,24435.8031316486,"2020-01-01"
"2331","7-SLL-3-RJS","Anc_Lula/Lula/Sul De Lula","Santos",19645.6091022872,758.24076,24414.7994169428,"2020-01-01"
"2332","7-LL-102D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",19195.7827955751,721.380703225806,23733.1303565318,"2020-01-01"
"2333","3-BRSA-496-RJS","Anc_Lula/Lula/Sul De Lula","Santos",17492.7280720438,965.794116129032,23567.3895616134,"2020-01-01"
"2334","3-BRSA-854-RJS","Anc_Lula/Lula/Sul De Lula","Santos",18908.8085952063,649.178654193548,22992.0189861394,"2020-01-01"
"2335","3-BRSA-1305A-RJS","Mero","Santos",16065.7369664863,1068.61621225806,22787.1299045092,"2020-01-01"
"2336","3-BRSA-839A-RJS","Lula","Santos",17532.0745689294,806.791430967742,22606.6393793446,"2020-01-01"
"2337","7-SPH-14D-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",15446.3366071073,1110.95360064516,22434.0236739812,"2020-01-01"
"2338","7-SPH-6-SPS","Nordeste De Sapinhoá","Santos",18528.309000398,555.588061290323,22022.8523441825,"2020-01-01"
"2339","7-LL-31D-RJS","Lula","Santos",16598.9861249597,808.907682903226,21686.8617579612,"2020-01-01"
"2340","7-BFR-7-ESS","Jubarte","Campos",16563.3963510087,638.811540645161,20581.3995674741,"2020-01-01"
"2341","7-SPH-17-SPS","Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá","Santos",15728.6504600024,746.832789354839,20426.0868068143,"2020-01-01"
"2342","7-SPH-7D-SPS","Nordeste De Sapinhoá","Santos",16277.6981075834,587.157035483871,19970.8043009402,"2020-01-01"
"2343","6-BRSA-639-ESS","Jubarte","Campos",15702.4339698974,516.960330967742,18954.0162292216,"2020-01-01"
"2344","7-BUZ-17-RJS","Búzios/Tambuatá","Santos",13737.0347205168,751.220638064516,18462.0698020213,"2020-01-01"
"2345","7-JUB-57DPA-ESS","Jubarte","Campos",14504.6131041465,535.14666,17870.5839176811,"2020-01-01"
"2346","8-LPA-2D-SPS","Lapa","Santos",15205.424951729,414.495151290323,17812.5206992664,"2020-01-01"
"2347","7-LL-46-RJS","Anc_Lula/Lula/Sul De Lula","Santos",13370.2877851287,669.943538387097,17584.1053523112,"2020-01-01"
"2348","3-BRSA-830-RJS","Lula","Santos",12299.4558337294,828.975706774194,17513.5555239547,"2020-01-01"
"2349","3-BRSA-861-SPS","Lapa","Santos",14141.6760527613,444.45599516129,16937.2198156867,"2020-01-01"
"2350","7-SPH-5-SPS","Nordeste De Sapinhoá","Santos",10730.760403618,872.197373548387,16216.7161657364,"2020-01-01"
"2351","7-LL-45D-RJS","Lula","Santos",12357.5132147945,558.426666129032,15869.9108436796,"2020-01-01"
"2352","7-LL-100-RJS","Anc_Lula/Lula/Sul De Lula","Santos",12612.4592217772,517.058462903226,15864.6587123306,"2020-01-01"
"2353","7-JUB-34H-ESS","Jubarte","Campos",12367.1321603584,521.789312258065,15649.0877944923,"2020-01-01"
"2354","7-BFR-12PA-ESS","Jubarte","Campos",11096.0997322813,589.520395806452,14804.0710130287,"2020-01-01"
"2355","7-JUB-58DPA-ESS","Jubarte","Campos",11877.8624490494,436.257716451613,14621.8405965639,"2020-01-01"
"2356","7-LL-17D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",12143.7724003635,360.326919032258,14410.1602589618,"2020-01-01"
"2357","7-LL-11-RJS","Anc_Lula/Lula/Sul De Lula","Santos",10542.6933599927,423.466872903226,13206.2195318481,"2020-01-01"
"2358","9-BRSA-908D-RJS","Anc_Lula","Santos",8566.08567324995,627.547613870968,12513.2409304517,"2020-01-01"
"2359","3-BRSA-821-RJS","Anc_Lula/Lula/Sul De Lula","Santos",9093.91944125436,479.613193225806,12110.595300138,"2020-01-01"
"2360","7-BAZ-10DA-ESS","Jubarte","Campos",9523.89253487129,300.137426451613,11411.6999211409,"2020-01-01"
"2361","7-LL-58-RJS","Anc_Lula/Lula/Sul De Lula","Santos",9085.24211879794,306.924355806452,11015.7380011929,"2020-01-01"
"2362","7-MLL-73D-RJS","Marlim Leste","Campos",9375.55223555161,189.928899677419,10570.1689280316,"2020-01-01"
"2363","7-LL-114D-RJS","Lula","Santos",7855.16394217226,332.150325483871,9944.32638090397,"2020-01-01"
"2364","8-LL-37D-RJS","Lula","Santos",6774.41368677452,374.540063548387,9130.1995238818,"2020-01-01"
"2365","7-BAZ-4-ESS","Jubarte","Campos",7215.54058365226,238.980953870968,8718.68537711941,"2020-01-01"
"2366","7-LL-60D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",5860.90720682929,411.831150967742,8451.2468984977,"2020-01-01"
"2367","3-BRSA-883-RJS","Anc_Lula/Lula/Sul De Lula","Santos",6278.30995487252,335.340847096774,8387.54016835028,"2020-01-01"
"2368","7-LL-85-RJS","Anc_Lula/Lula/Sul De Lula","Santos",5336.63161883439,379.736211935484,7725.10024202831,"2020-01-01"
"2369","7-BAZ-8-ESS","Jubarte","Campos",6119.98918794194,214.278849032258,7467.76243537352,"2020-01-01"
"2370","7-JUB-44-ESS","Jubarte","Campos",5786.90824145,183.760896129032,6942.72936353135,"2020-01-01"
"2371","7-SPH-3-SPS","Nordeste De Sapinhoá","Santos",4023.86420750925,361.0855,6295.02339626425,"2020-01-01"
"2372","7-LL-8H-RJS","Anc_Lula/Lula/Sul De Lula","Santos",4845.08074155324,203.441376774194,6124.68834760133,"2020-01-01"
"2373","8-JUB-39-ESS","Jubarte","Campos",4937.82305058968,185.191289677419,6102.64107631561,"2020-01-01"
"2374","7-LL-3D-RJS","Anc_Lula/Lula/Sul De Lula","Santos",4647.663889276,156.114121612903,5629.59205253805,"2020-01-01"
"2375","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",4732.07991623903,98.4950090322581,5351.59480900022,"2020-01-01"
"2376","6-BRSA-770D-RJS","Anc_Brava/Marlim/Voador","Campos",4411.10604240871,137.600886129032,5276.58947199196,"2020-01-01"
"2377","6-BRSA-631DB-ESS","Jubarte","Campos",3668.76907210323,126.703451290323,4465.70970706361,"2020-01-01"
"2378","7-BAZ-3-ESS","Jubarte","Campos",2913.74575792484,103.332169677419,3563.68547208357,"2020-01-01"
"2379","7-BAZ-9HA-ESS","Jubarte","Campos",2727.01976266065,108.425483870968,3408.9954553671,"2020-01-01"
"2380","7-BUZ-30-RJS","Búzios/Tambuatá","Santos",2321.5309292429,74.6234048387097,2790.89796723147,"2020-01-01"
"2381","7-MLL-77D-RJS","Marlim Leste","Campos",2461.77117066516,43.2506316129032,2733.80942589032,"2020-01-01"
"2382","7-JUB-55-ESS","Jubarte","Campos",2168.31298371677,89.4112661290322,2730.69285952782,"2020-01-01"
"2383","7-MLL-72-RJS","Marlim Leste","Campos",2314.94854162935,33.7630222580645,2527.31153665835,"2020-01-01"
"2384","7-CRT-49-RJS","Barracuda/Caratinga","Campos",1192.74864122871,60.2077790322581,1571.4441318636,"2020-01-01"
"2385","7-MLL-78D-RJS","Marlim Leste","Campos",884.173808982258,17.8014022580645,996.141246919055,"2020-01-01"
"2386","3-BRSA-1017D-RJS","Marlim Leste","Campos",604.215989059032,16.1302261290323,705.672046667681,"2020-01-01"
"2387","7-PRB-1-ESS","Jubarte","Campos",564.129203855161,17.213785483871,672.400643929468,"2020-01-01"
"2388","7-JUB-45-ESS","Jubarte","Campos",407.260125072581,11.4384751612903,479.205960526816,"2020-01-01"
"2389","7-LL-106DA-RJS","Anc_Lula/Lula/Sul De Lula","Santos",0.0712148519967742,0.00244161290322581,0.0865721332516129,"2020-01-01"
"2390","Total Geral",NA,NA,2150339.96612849,84572.197666129,2682283.02073089,"2020-01-01"
"2391","3-BRSA-1305A-RJS","Mero","Santos",42487.9634897612,2867.30934965517,60522.7945103158,"2020-02-01"
"2392","9-BUZ-4-RJS","Búzios","Santos",41456.50577233,1389.86612965517,50198.4996532964,"2020-02-01"
