Poço,Campo,Bacia,Localização,Gás natural (Mm³/d),mes,Operador
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,611.4497096774193,2023-12-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,581.3628064516129,2023-12-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,579.949193548387,2023-12-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,504.18180645161294,2023-12-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,431.67832258064516,2023-12-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,429.82167741935484,2023-12-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,413.80612903225807,2023-12-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,409.85335483870966,2023-12-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,405.77483870967745,2023-12-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,389.6439032258064,2023-12-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,376.199,2023-12-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,335.5641935483871,2023-12-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,332.03145161290325,2023-12-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,327.1912258064516,2023-12-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,304.85148387096774,2023-12-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,288.6561612903226,2023-12-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,266.89561290322587,2023-12-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,265.2440645161291,2023-12-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,262.9501935483871,2023-12-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,257.9035806451613,2023-12-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,257.3971935483871,2023-12-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,255.33032258064515,2023-12-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,253.49987096774194,2023-12-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,252.05406451612905,2023-12-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,244.54764516129035,2023-12-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,241.45041935483874,2023-12-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,238.09493548387098,2023-12-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,237.585935483871,2023-12-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,235.08390322580647,2023-12-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,230.67480645161294,2023-12-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,594.4107142857143,2023-02-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,563.4964285714285,2023-02-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,500.9500357142857,2023-02-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,495.2826428571429,2023-02-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,451.0927142857143,2023-02-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,450.2491785714286,2023-02-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,416.02610714285714,2023-02-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,405.7379285714286,2023-02-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,395.43382142857143,2023-02-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,364.2132142857143,2023-02-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,339.70021428571425,2023-02-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,336.67592857142864,2023-02-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,317.63810714285717,2023-02-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,311.84046428571435,2023-02-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,307.4092142857143,2023-02-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,301.1703928571429,2023-02-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,300.8408928571429,2023-02-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,294.87635714285716,2023-02-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,293.18267857142854,2023-02-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,285.0982142857143,2023-02-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,283.23785714285714,2023-02-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,272.7722142857143,2023-02-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,260.1464285714286,2023-02-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,258.78707142857144,2023-02-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,249.90903571428572,2023-02-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,249.61735714285714,2023-02-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,248.02150000000003,2023-02-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,246.00546428571428,2023-02-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,241.00482142857143,2023-02-01,NA
7-RUC-86H-AM,Rio Urucu,Solimões,Terra,235.24807142857142,2023-02-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,550.688935483871,2023-01-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,499.6123225806452,2023-01-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,488.4867741935484,2023-01-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,414.7808387096774,2023-01-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,414.4671935483871,2023-01-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,397.13567741935486,2023-01-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,375.97687096774195,2023-01-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,361.60841935483876,2023-01-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,300.4305806451613,2023-01-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,298.8371935483871,2023-01-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,295.71864516129034,2023-01-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,294.9052258064516,2023-01-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,293.81370967741935,2023-01-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,281.23087096774196,2023-01-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,279.5941935483871,2023-01-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,274.72661290322577,2023-01-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,267.62516129032264,2023-01-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,258.8568064516129,2023-01-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,249.33290322580643,2023-01-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,242.82383870967743,2023-01-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,236.32406451612903,2023-01-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,235.92738709677423,2023-01-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,225.4308064516129,2023-01-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,222.41725806451615,2023-01-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,221.9041935483871,2023-01-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,219.67370967741937,2023-01-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,218.60822580645163,2023-01-01,NA
7-LUC-31HP-AM,Leste Do Urucu,Solimões,Terra,216.25158064516128,2023-01-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,208.66474193548387,2023-01-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,203.5257741935484,2023-01-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,548.8442903225807,2023-07-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,538.6229677419354,2023-07-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,467.43264516129034,2023-07-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,432.27409677419354,2023-07-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,425.51554838709677,2023-07-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,396.8222258064516,2023-07-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,379.2060967741935,2023-07-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,375.9528064516129,2023-07-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,331.6467741935484,2023-07-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,330.00074193548386,2023-07-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,316.7824516129033,2023-07-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,299.19570967741936,2023-07-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,287.92590322580645,2023-07-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,287.0562258064516,2023-07-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,274.7197741935484,2023-07-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,273.95461290322584,2023-07-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,272.2729677419355,2023-07-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,271.22590322580646,2023-07-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,265.67751612903226,2023-07-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,264.09232258064515,2023-07-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,253.5506129032258,2023-07-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,253.5324193548387,2023-07-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,241.03706451612905,2023-07-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,240.76022580645161,2023-07-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,232.9905483870968,2023-07-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,230.15645161290323,2023-07-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,226.049,2023-07-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,218.84854838709677,2023-07-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,217.0241290322581,2023-07-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,209.8119677419355,2023-07-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,571.1707,2023-06-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,550.5304333333333,2023-06-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,533.0419333333334,2023-06-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,468.36306666666667,2023-06-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,466.1599,2023-06-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,411.60156666666666,2023-06-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,395.68626666666665,2023-06-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,385.987,2023-06-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,377.42609999999996,2023-06-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,347.38086666666663,2023-06-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,342.783,2023-06-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,342.10766666666666,2023-06-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,319.99106666666665,2023-06-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,310.16973333333334,2023-06-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,309.7882333333334,2023-06-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,303.601,2023-06-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,301.8978,2023-06-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,290.1381666666667,2023-06-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,288.70773333333335,2023-06-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,286.6958,2023-06-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,284.0919,2023-06-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,276.23553333333336,2023-06-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,275.5732,2023-06-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,275.5732,2023-06-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,275.29803333333336,2023-06-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,275.02153333333337,2023-06-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,273.58863333333335,2023-06-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,273.15493333333336,2023-06-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,271.7307666666667,2023-06-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,270.1707666666667,2023-06-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,584.7048387096775,2023-05-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,536.2546451612903,2023-05-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,524.7127419354839,2023-05-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,470.07516129032257,2023-05-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,420.18964516129034,2023-05-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,385.9270322580645,2023-05-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,360.13899999999995,2023-05-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,353.7861935483871,2023-05-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,351.84067741935485,2023-05-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,347.8171612903226,2023-05-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,319.65977419354846,2023-05-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,315.4783225806452,2023-05-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,307.9367419354839,2023-05-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,300.6203870967742,2023-05-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,300.1165161290323,2023-05-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,293.98129032258066,2023-05-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,283.20583870967744,2023-05-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,281.46312903225805,2023-05-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,278.29248387096777,2023-05-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,277.76909677419354,2023-05-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,272.98909677419357,2023-05-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,262.88112903225806,2023-05-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,256.4611935483871,2023-05-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,254.1768387096774,2023-05-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,253.5273870967742,2023-05-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,246.8756129032258,2023-05-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,238.6851290322581,2023-05-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,231.61587096774196,2023-05-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,229.38725806451615,2023-05-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,222.90654838709676,2023-05-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,637.2473548387096,2023-03-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,581.3616774193548,2023-03-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,512.3806451612903,2023-03-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,478.57867741935485,2023-03-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,466.13112903225806,2023-03-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,432.9473870967742,2023-03-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,424.830935483871,2023-03-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,414.6579032258065,2023-03-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,408.96770967741935,2023-03-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,391.60699999999997,2023-03-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,348.5259677419355,2023-03-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,340.87341935483875,2023-03-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,330.17106451612904,2023-03-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,323.9460322580645,2023-03-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,320.4349677419355,2023-03-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,309.519935483871,2023-03-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,309.4650645161291,2023-03-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,305.0714193548387,2023-03-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,293.5647741935484,2023-03-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,291.8744516129032,2023-03-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,274.534,2023-03-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,262.99490322580647,2023-03-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,257.50909677419355,2023-03-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,257.33593548387097,2023-03-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,256.4433225806452,2023-03-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,254.14364516129032,2023-03-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,244.49654838709677,2023-03-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,237.12583870967745,2023-03-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,232.19390322580645,2023-03-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,223.9651935483871,2023-03-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,592.1425,2023-11-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,561.1456333333333,2023-11-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,537.8705333333334,2023-11-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,527.5191,2023-11-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,468.20529999999997,2023-11-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,440.95713333333333,2023-11-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,440.1671,2023-11-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,436.4035,2023-11-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,421.1016333333333,2023-11-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,416.8379333333333,2023-11-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,399.6423666666667,2023-11-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,356.5461666666667,2023-11-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,348.0067,2023-11-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,338.66773333333333,2023-11-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,323.1884,2023-11-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,301.39786666666663,2023-11-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,296.50370000000004,2023-11-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,282.9988,2023-11-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,271.2467666666667,2023-11-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,269.7113,2023-11-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,262.3064,2023-11-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,258.6983333333333,2023-11-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,257.4940666666667,2023-11-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,254.75153333333336,2023-11-01,NA
1-IMT-1-AM,Leste Do Urucu,Solimões,Terra,253.5302,2023-11-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,248.09636666666668,2023-11-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,244.35930000000002,2023-11-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,237.83610000000002,2023-11-01,NA
7-LUC-50HP-AM,Leste Do Urucu,Solimões,Terra,237.34853333333334,2023-11-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,236.36956666666669,2023-11-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,583.7256129032257,2023-10-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,538.1240645161291,2023-10-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,525.8967096774194,2023-10-01,NA
7-AZU-3-AM,Azulão,Amazonas,Terra,461.5784516129032,2023-10-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,453.4175806451613,2023-10-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,437.3187419354839,2023-10-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,418.2667419354839,2023-10-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,408.4845806451613,2023-10-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,404.68235483870967,2023-10-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,381.87129032258065,2023-10-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,345.41170967741937,2023-10-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,332.8602903225806,2023-10-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,309.9061612903226,2023-10-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,304.208935483871,2023-10-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,282.23790322580646,2023-10-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,268.98929032258064,2023-10-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,266.2718709677419,2023-10-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,263.89532258064514,2023-10-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,260.7529677419355,2023-10-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,257.0851612903226,2023-10-01,NA
1-IMT-1-AM,Leste Do Urucu,Solimões,Terra,256.0682580645161,2023-10-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,247.82309677419357,2023-10-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,247.19603225806452,2023-10-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,246.85732258064516,2023-10-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,235.32022580645165,2023-10-01,NA
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,234.13251612903227,2023-10-01,NA
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,233.0082258064516,2023-10-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,225.00864516129033,2023-10-01,NA
7-LUC-50HP-AM,Leste Do Urucu,Solimões,Terra,224.96587096774195,2023-10-01,NA
7-SC-20D-BA,Socorro,Recôncavo,Terra,224.85641935483872,2023-10-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,586.487,2023-09-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,543.9867,2023-09-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,476.13033333333334,2023-09-01,NA
7-AZU-4DA-AM,Azulão,Amazonas,Terra,454.84353333333337,2023-09-01,NA
4-SMT-3-AM,Araracanga,Solimões,Terra,437.7202,2023-09-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,424.5971666666667,2023-09-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,403.54606666666666,2023-09-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,386.82913333333335,2023-09-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,330.0294666666667,2023-09-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,326.7153333333334,2023-09-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,312.1316,2023-09-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,285.7950666666667,2023-09-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,275.6822,2023-09-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,262.48986666666667,2023-09-01,NA
4-RUC-10-AM,Rio Urucu,Solimões,Terra,261.79513333333335,2023-09-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,261.7813,2023-09-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,259.11536666666666,2023-09-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,252.2794,2023-09-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,251.58113333333333,2023-09-01,NA
1-IMT-1-AM,Leste Do Urucu,Solimões,Terra,251.4488,2023-09-01,NA
7-RUC-85HP-AM,Rio Urucu,Solimões,Terra,250.66320000000002,2023-09-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,245.96050000000002,2023-09-01,NA
