...1,mes,volume
Petróleo,2017-04-01,2538.9715809581298
Óleo,2017-05-01,2637.4386958700302
Condensado,2017-05-01,15.835654854373701
Petróleo,2017-05-01,2653.2743507243999
Óleo,2017-06-01,2659.87149355771
Condensado,2017-06-01,14.898018198745
Petróleo,2017-06-01,2674.7695117564599
Óleo,2017-07-01,2608.6176165514598
Condensado,2017-07-01,14.245614392002301
Petróleo,2017-07-01,2622.8632309434602
Óleo,2017-08-01,2559.9860715774598
Condensado,2017-08-01,16.077661474369201
Petróleo,2017-08-01,2576.0637330518298
Óleo,2017-09-01,2636.3228938633902
Condensado,2017-09-01,16.2684258325401
Petróleo,2017-09-01,2652.59131969593
Óleo,2017-10-01,2611.3781622512602
Condensado,2017-10-01,16.0491385941251
Petróleo,2017-10-01,2627.4273008453902
Óleo,2017-11-01,2580.1229263905302
Condensado,2017-11-01,14.5204158710012
Petróleo,2017-11-01,2594.6433422615301
Óleo,2017-12-01,2597.3812599036701
Condensado,2017-12-01,14.990735078011999
Petróleo,2017-12-01,2612.37199498168
Óleo,2018-01-01,2599.0412046711999
Condensado,2018-01-01,16.152236866342498
Petróleo,2018-01-01,2615.1934415375399
Óleo,2018-02-01,2603.9491325404301
Condensado,2018-02-01,13.396169437488201
Petróleo,2018-02-01,2617.3453019779199
Óleo,2018-03-01,2544.9664895215201
Condensado,2018-03-01,12.333087244902201
Petróleo,2018-03-01,2557.2995767664302
Óleo,2018-03-01,2544.9664895215201
Condensado,2018-03-01,12.333087244902201
Petróleo,2018-03-01,2557.2995767664302
Óleo,2018-04-01,2584.1070482875998
Condensado,2018-04-01,12.620742406681201
Petróleo,2018-04-01,2596.72779069428
Óleo,2017-05-01,2637.4386958700302
Condensado,2017-05-01,15.835654854373701
Petróleo,2017-05-01,2653.2743507243999
Óleo,2018-02-01,2603.9470209613601
Petróleo,2018-02-01,2617.3431903988499
Óleo,2018-03-01,2544.9653127183601
Petróleo,2018-03-01,2557.2983999632602
Óleo,2018-05-01,2593.0440241107499
Condensado,2018-05-01,14.4118503796041
Petróleo,2018-05-01,2607.4558744903602
Óleo,2018-06-01,2575.2185612324301
Condensado,2018-06-01,14.6265115264739
Petróleo,2018-06-01,2589.8450727589002
Óleo,2018-06-01,2574.98386514903
Petróleo,2018-06-01,2589.61037667551
Óleo,2018-07-01,2561.9057645346602
Condensado,2018-07-01,13.2233803187298
Petróleo,2018-07-01,2575.1291448533898
Óleo,2018-08-01,2512.3979554839798
Condensado,2018-08-01,9.3479675555408903
Petróleo,2018-08-01,2521.7459230395202
Óleo,2017-09-01,2625.4039258530902
Petróleo,2017-09-01,2641.67235168563
Óleo,2018-04-01,2584.1070482875998
Condensado,2018-04-01,12.620742406681201
Petróleo,2018-04-01,2596.72779069428
Óleo,2018-05-01,2593.0440241107499
Condensado,2018-05-01,14.4118503796041
Petróleo,2018-05-01,2607.4558744903602
Óleo,2018-06-01,2575.2185612324301
Condensado,2018-06-01,14.6265115264739
Petróleo,2018-06-01,2589.8450727589002
Óleo,2018-07-01,2561.9057645346602
Condensado,2018-07-01,13.2233803187298
Petróleo,2018-07-01,2575.1291448533898
Óleo,2018-08-01,2512.3979554839798
Condensado,2018-08-01,9.3479675555408903
Petróleo,2018-08-01,2521.7459230395202
Óleo,2018-09-01,2473.7938500096102
Condensado,2018-09-01,11.929972877387099
Petróleo,2018-09-01,2485.7238228870001
Óleo,2018-10-01,2600.3333946992502
Condensado,2018-10-01,13.798461658305399
Petróleo,2018-10-01,2614.1318563575601
Óleo,2018-11-01,2552.6990868572002
Condensado,2018-11-01,14.692244607375899
Petróleo,2018-11-01,2567.3913314645802
Óleo,2018-09-01,2473.7938500096102
Condensado,2018-09-01,11.929972877387099
Petróleo,2018-09-01,2485.7238228870001
Óleo,2018-10-01,2600.3333946992502
Condensado,2018-10-01,13.798461658305399
Petróleo,2018-10-01,2614.1318563575601
Óleo,2018-11-01,2552.7003448191999
Condensado,2018-11-01,14.692244607375899
Petróleo,2018-11-01,2567.3925894265799
Óleo,2018-12-01,2676.50552760458
Condensado,2018-12-01,14.508574030835099
Petróleo,2018-12-01,2691.01410163541
Óleo,2018-11-01,2552.7003448191999
Petróleo,2018-11-01,2567.3925894265799
Óleo,2018-12-01,2676.50552760458
Condensado,2018-12-01,14.508574030835099
Petróleo,2018-12-01,2691.01410163541
Óleo,2019-01-01,2616.7559364283202
Condensado,2019-01-01,14.1700142966474
Petróleo,2019-01-01,2630.9259507249599
Óleo,2019-02-01,2476.73865205126
Condensado,2019-02-01,12.685353181959
Petróleo,2019-02-01,2489.4240052332202
Mar,2018-03-01,49000.061303548398
Terra,2018-03-01,8190.0309854838697
Total,2018-03-01,57190.092289032298
Mar,2018-04-01,51048.808011666697
Terra,2018-04-01,8629.9973123333293
Total,2018-04-01,59678.805324000001
Mar,2018-05-01,49919.3884529032
Terra,2018-05-01,8534.0719767741903
Total,2018-05-01,58453.460429677398
Mar,2018-06-01,49405.596655333298
Terra,2018-06-01,14035.265054
Total,2018-06-01,63440.861709333301
Mar,2018-07-01,46674.711781935497
Terra,2018-07-01,16364.8498125806
Total,2018-07-01,63039.561594516097
Mar,2018-08-01,34982.366643548397
Terra,2018-08-01,17221.6907719355
Total,2018-08-01,52204.057415483898
Mar,2018-09-01,39413.836356666703
Terra,2018-09-01,16982.341520333299
Total,2018-09-01,56396.177877000002
Mar,2018-10-01,49357.397629999999
Terra,2018-10-01,15822.4102212903
Total,2018-10-01,65179.807851290301
Mar,2018-11-01,48685.939496999999
Terra,2018-11-01,10965.370253999999
Total,2018-11-01,59651.309751000001
Mar,2018-12-01,49577.772651290303
Terra,2018-12-01,8275.4150664516092
Total,2018-12-01,57853.187717741901
Mar,2019-01-01,50137.207785483901
Terra,2019-01-01,10203.991595806499
Total,2019-01-01,60341.199381290302
Mar,2019-02-01,47216.134375714297
Terra,2019-02-01,9059.95965357143
Total,2019-02-01,56276.094029285698
Mar,2019-03-01,48014.6317051613
Terra,2019-03-01,9044.0115258064507
Total,2019-03-01,57058.643230967697
Óleo,2019-03-01,2547.3565580613699
Condensado,2019-03-01,12.7389661987128
Petróleo,2019-03-01,2560.0955242600799
Óleo,2019-04-01,2591.6598314924399
Condensado,2019-04-01,12.242423979875699
Petróleo,2019-04-01,2603.9022554723201
Óleo,2019-05-01,2718.8465941787299
Condensado,2019-05-01,12.095033995707499
Petróleo,2019-05-01,2730.9416281744302
Óleo,2019-05-01,2718.8742589949702
Petróleo,2019-05-01,2730.9692929906801
Óleo,2019-06-01,2545.48592517207
Condensado,2019-06-01,11.946197886762
Petróleo,2019-06-01,2557.4321230588398
Óleo,2019-07-01,2762.3678568588398
Condensado,2019-07-01,12.3342282712185
Petróleo,2019-07-01,2774.7020851300599
Óleo,2019-08-01,2977.2294477737501
Condensado,2019-08-01,12.192971139981699
Petróleo,2019-08-01,2989.4224189137299
Óleo,2019-01-01,2616.7559364283202
Condensado,2019-01-01,14.1700142966474
Petróleo,2019-01-01,2630.9259507249599
Óleo,2019-02-01,2476.73865205126
Condensado,2019-02-01,12.685353181959
Petróleo,2019-02-01,2489.4240052332202
Óleo,2019-03-01,2547.3565580613699
Condensado,2019-03-01,12.7389661987128
Petróleo,2019-03-01,2560.0955242600799
Óleo,2019-04-01,2591.6598314924399
Condensado,2019-04-01,12.242423979875699
Petróleo,2019-04-01,2603.9022554723201
Óleo,2019-05-01,2718.8742589949702
Condensado,2019-05-01,12.095033995707499
Petróleo,2019-05-01,2730.9692929906801
Óleo,2019-06-01,2545.48592517207
Condensado,2019-06-01,11.946197886762
Petróleo,2019-06-01,2557.4321230588398
Óleo,2019-07-01,2762.3678568588398
Condensado,2019-07-01,12.3342282712185
Petróleo,2019-07-01,2774.7020851300599
Óleo,2019-08-01,2977.2372416599301
Condensado,2019-08-01,12.192971139981699
Petróleo,2019-08-01,2989.4302127999099
Óleo,2019-09-01,2915.3913044333199
Condensado,2019-09-01,11.883360950970999
Petróleo,2019-09-01,2927.2746653842901
Óleo,2019-10-01,2952.1997505700901
Condensado,2019-10-01,11.695286131585
Petróleo,2019-10-01,2963.8950367016701
Óleo,2019-11-01,3078.7528596994998
Condensado,2019-11-01,11.7150227530423
Petróleo,2019-11-01,3090.4678824525399
Óleo,2019-12-01,3095.0652968879499
Condensado,2019-12-01,11.5383029110117
Petróleo,2019-12-01,3106.6035997989602
Óleo,2019-12-01,3095.0602741378598
Petróleo,2019-12-01,3106.5985770488701
Óleo,2020-01-01,3156.2553179798401
Condensado,2020-01-01,12.1521975298445
Petróleo,2020-01-01,3168.4075155096898
Óleo,2020-02-01,2959.9202597162198
Condensado,2020-02-01,11.7569460209877
Petróleo,2020-02-01,2971.67720573721
Óleo,2020-03-01,2962.9604393079399
Condensado,2020-03-01,10.4251095153462
Petróleo,2020-03-01,2973.3855488232798
Óleo,2020-04-01,2948.31033924445
Condensado,2020-04-01,10.053946004080499
Petróleo,2020-04-01,2958.36428524853
Óleo,2020-05-01,2755.4982528486898
Condensado,2020-05-01,9.9366710632978208
